Dmel,E_value,Score,query cover,identity,Dsim
NM_001272989.1,0.0,7036.0,99,97.154,XM_016179170.3
NM_001272990.1,0.0,2174.0,61,96.241,XM_002077812.4
NM_001272991.1,0.0,1066.0,91,92.074,XM_002077815.4
NM_001272992.2,0.0,1349.0,99,90.664,XM_002077821.4
NM_001272999.1,0.0,4362.0,92,96.615,XM_016179427.3
NM_001273001.1,0.0,1860.0,99,94.242,XM_002077834.4
NM_001273003.1,0.0,5572.0,91,97.074,XM_016179430.3
NM_001273009.1,0.0,1254.0,97,87.92,XM_016183846.3
NM_001273012.1,0.0,3482.0,56,96.708,XM_002077846.4
NM_001273013.1,2.93e-96,350.0,97,93.249,XM_002077848.4
NM_001273014.1,0.0,2564.0,80,95.784,XM_044922346.1
NM_001273015.1,0.0,819.0,79,97.303,XM_016179146.3
NM_001273016.1,0.0,1365.0,74,97.967,XM_002077867.4
NM_001273017.1,0.0,4549.0,95,96.975,XM_002077868.4
NM_001273018.1,0.0,983.0,80,94.904,XM_016179434.3
NM_001273019.1,0.0,638.0,99,91.35,XM_016182578.3
NM_001273021.1,0.0,1175.0,46,94.598,XM_002077878.4
NM_001273025.1,0.0,3672.0,98,96.667,XM_039294109.2
NM_001273030.1,0.0,2630.0,80,97.833,XM_016179138.2
NM_001273031.2,0.0,2410.0,62,94.857,XM_044922963.1
NM_001273032.1,0.0,5365.0,90,96.684,XM_016179443.3
NM_001273034.1,0.0,1568.0,99,95.701,XM_002077897.4
NM_001273038.1,0.0,4538.0,92,95.635,XM_016179445.3
NM_001273040.1,0.0,3572.0,94,95.544,XM_016179119.3
NM_001273041.1,0.0,697.0,55,98.724,XM_016179447.3
NM_001273042.1,0.0,885.0,90,93.603,XM_002077923.4
NM_001273043.1,0.0,3840.0,99,97.189,XM_016179116.3
NM_001273045.1,0.0,4632.0,83,96.648,XM_044923130.1
NM_001273050.1,0.0,4187.0,90,98.087,XM_016183550.3
NM_001273055.1,0.0,2302.0,85,96.04,XM_002077943.4
NM_001273056.1,0.0,758.0,72,88.676,XM_002077944.4
NM_001273057.2,0.0,13531.0,99,96.687,XM_016179469.3
NM_001273062.1,0.0,778.0,63,95.842,XM_002077956.4
NM_001273063.1,0.0,4844.0,91,96.385,XM_016179105.3
NM_001273066.1,0.0,2778.0,78,94.608,XM_016179086.3
NM_001273067.1,0.0,2832.0,100,95.637,XM_039291008.2
NM_001273068.1,0.0,1253.0,100,93.24,XM_002077985.3
NM_001273069.1,0.0,2907.0,92,97.917,XM_016179477.3
NM_001273070.1,0.0,675.0,95,97.468,XM_016183760.3
NM_001273076.1,0.0,3585.0,97,96.62,XM_016179505.3
NM_001273080.2,2.9500000000000004e-107,387.0,97,89.32,XM_016183055.3
NM_001273081.2,0.0,5319.0,93,95.96,XM_016179520.2
NM_001273082.1,0.0,917.0,65,95.629,XM_016179043.3
NM_001273084.1,0.0,8239.0,78,96.623,XM_016179523.3
NM_001273089.2,0.0,944.0,90,98.327,XM_016169031.3
NM_001273096.1,0.0,5758.0,88,95.905,XM_039293645.2
NM_001273098.1,0.0,854.0,92,96.863,XM_039293702.2
NM_001273099.1,0.0,833.0,57,95.914,XM_002078098.4
NM_001273100.1,0.0,1868.0,71,94.146,XM_002078100.4
NM_001273103.1,0.0,77488.0,81,96.85,XM_039292872.2
NM_001273114.1,1.4200000000000002e-173,608.0,92,85.333,XM_044922352.1
NM_001273115.1,0.0,5192.0,100,95.712,XM_016179546.3
NM_001273116.2,0.0,658.0,57,87.78,XM_039291200.2
NM_001273117.1,0.0,1986.0,78,97.201,XM_016179012.3
NM_001273118.1,0.0,4990.0,99,96.317,XM_016179550.3
NM_001273119.1,0.0,2165.0,100,95.518,XM_002078126.4
NM_001273120.1,0.0,5478.0,99,95.518,XM_016179010.2
NM_001273134.1,0.0,1801.0,96,95.71,XM_002078154.4
NM_001273135.1,0.0,2878.0,85,96.05,XM_016178980.3
NM_001273137.1,0.0,4922.0,100,97.501,XM_039292345.2
NM_001273141.1,0.0,1668.0,92,95.761,XM_016184251.3
NM_001273143.1,0.0,8589.0,98,95.424,XM_039292340.2
NM_001273149.1,0.0,1886.0,44,95.759,XM_016183246.3
NM_001273153.1,0.0,1304.0,84,97.036,XM_002078167.4
NM_001273156.2,0.0,2403.0,76,96.253,XM_002078170.4
NM_001273158.1,0.0,3446.0,100,95.534,XM_039291561.2
NM_001273164.2,0.0,7749.0,99,96.72,XM_016178960.3
NM_001273165.2,0.0,4181.0,99,95.479,XM_016178959.3
NM_001273168.2,0.0,1977.0,98,96.569,XM_002078202.3
NM_001273169.1,0.0,979.0,85,96.769,XM_039298441.1
NM_001273174.1,0.0,6006.0,86,96.789,XM_044923942.1
NM_001273175.1,0.0,1746.0,66,86.818,XM_039298580.2
NM_001273180.1,0.0,5339.0,100,93.95,XM_016179627.3
NM_001273181.2,9.67e-120,429.0,72,84.876,XM_016183254.2
NM_001273183.2,0.0,3644.0,85,97.474,XM_002078253.4
NM_001273185.1,0.0,7260.0,99,96.496,XM_016179630.3
NM_001273186.1,0.0,1157.0,86,99.068,XM_002078259.4
NM_001273196.1,4.46e-121,433.0,93,88.858,XM_016184634.3
NM_001273198.1,0.0,7326.0,99,96.209,XM_016178901.3
NM_001273201.1,0.0,2239.0,78,95.761,XM_016178900.3
NM_001273203.2,0.0,5363.0,100,95.606,XM_002078335.4
NM_001273206.1,0.0,13164.0,100,96.657,XM_016178883.3
NM_001273214.1,0.0,2627.0,69,96.877,XM_002078373.4
NM_001273216.1,0.0,1419.0,92,95.206,XM_016182763.3
NM_001273226.1,0.0,7589.0,100,97.298,XM_016179674.3
NM_001273238.1,0.0,3932.0,88,96.97,XM_016178833.3
NM_001273241.1,0.0,9877.0,92,96.373,XM_016178831.3
NM_001273242.1,0.0,3321.0,99,96.041,XM_039298487.2
NM_001273244.1,0.0,3147.0,62,97.504,XM_016178823.3
NM_001273247.2,0.0,6143.0,96,97.4,XM_016178799.2
NM_001273256.1,9.51e-105,379.0,80,81.466,XM_044922893.1
NM_001273262.1,0.0,1916.0,100,97.507,XM_002078467.4
NM_001273263.1,0.0,4931.0,89,96.764,XM_016179709.3
NM_001273271.1,0.0,12262.0,97,96.624,XM_039291265.2
NM_001273283.1,0.0,8479.0,90,97.45,XM_016178743.3
NM_001273284.1,0.0,2248.0,95,96.738,XM_002078491.3
NM_001273289.1,0.0,1941.0,80,98.203,XM_002078517.3
NM_001273291.1,0.0,929.0,54,97.101,XM_002078543.4
NM_001273294.1,0.0,1472.0,89,95.366,XM_002078548.4
NM_001273301.1,0.0,3426.0,96,96.873,XM_039291793.2
NM_001273303.1,0.0,1173.0,92,96.006,XM_002078573.3
NM_001273304.1,0.0,1177.0,77,93.601,XM_002078574.4
NM_001273307.2,1.8500000000000003e-161,568.0,77,89.625,XM_016184342.3
NM_001273308.1,0.0,8240.0,93,95.676,XM_016178666.3
NM_001273317.1,0.0,2704.0,100,96.147,XM_016179777.2
NM_001273318.1,0.0,1371.0,90,96.51,XM_016178633.3
NM_001273320.2,1.04e-162,571.0,84,95.291,XM_002078618.4
NM_001273323.1,0.0,4335.0,99,93.249,XM_016178630.3
NM_001273324.2,0.0,3365.0,99,95.156,XM_002078636.4
NM_001273325.1,0.0,917.0,98,93.398,XM_016183523.3
NM_001273327.1,0.0,2298.0,90,93.955,XM_039291049.2
NM_001273328.1,0.0,1243.0,87,93.587,XR_006541489.1
NM_001273329.1,0.0,3773.0,73,95.817,XM_002078648.4
NM_001273330.1,0.0,3908.0,66,96.966,XM_016178619.3
NM_001273332.1,0.0,3908.0,66,96.966,XM_016178619.3
NM_001273336.1,0.0,6475.0,66,98.044,XM_039298595.2
NM_001273339.1,0.0,2756.0,89,96.154,XM_002078661.2
NM_001273340.2,0.0,6623.0,97,97.253,XM_039292516.2
NM_001273343.1,0.0,3151.0,79,94.234,XM_002078692.4
NM_001273344.1,0.0,3866.0,100,97.486,XM_016178599.3
NM_001273345.1,0.0,2322.0,88,95.917,XM_002078696.4
NM_001273347.1,0.0,2386.0,46,96.347,XM_002078699.4
NM_001273350.1,0.0,1234.0,100,90.309,XM_002078713.4
NM_001273358.1,0.0,3465.0,99,95.668,XM_002078720.4
NM_001273359.1,1.88e-159,560.0,100,94.722,XM_016184836.3
NM_001273362.1,0.0,5788.0,80,96.64,XM_016179851.3
NM_001273363.1,0.0,3380.0,98,95.361,XM_016178586.3
NM_001273364.1,0.0,1013.0,99,97.01,XM_002078763.2
NM_001273365.1,0.0,887.0,45,95.23,XM_016178580.3
NM_001273369.2,0.0,1083.0,51,95.84,XM_002078769.4
NM_001273374.2,0.0,1493.0,78,97.803,XM_016178555.2
NM_001273375.1,0.0,1681.0,81,97.374,XM_016179875.3
NM_001273376.1,0.0,1576.0,99,92.857,XM_016179876.3
NM_001273377.1,0.0,1674.0,95,95.511,XM_002078799.4
NM_001273381.2,0.0,2571.0,68,96.033,XM_039298609.2
NM_001273383.2,0.0,1351.0,66,99.199,XM_016179883.2
NM_001273384.2,0.0,5155.0,99,95.188,XM_016179884.3
NM_001273385.1,0.0,11793.0,99,95.815,XM_039291056.2
NM_001273386.1,0.0,758.0,84,92.081,XM_016178537.3
NM_001273387.1,0.0,4920.0,90,95.82,XM_016178512.3
NM_001273388.1,0.0,1290.0,99,94.346,XM_002078861.4
NM_001273389.1,0.0,1938.0,64,97.865,XM_016178506.3
NM_001273391.1,0.0,3267.0,92,98.036,XM_016178489.3
NM_001273392.1,0.0,2776.0,98,98.058,XM_002078880.4
NM_001273394.1,0.0,3733.0,98,95.482,XM_044922405.1
NM_001273398.1,0.0,4975.0,82,98.149,XM_002078887.4
NM_001273403.1,0.0,1615.0,82,96.704,XM_002078895.4
NM_001273404.1,0.0,6968.0,99,97.568,XM_002078896.4
NM_001273405.1,0.0,1354.0,97,92.26,XM_002078897.4
NM_001273406.1,0.0,2543.0,65,96.726,XM_016178482.3
NM_001273410.1,0.0,1229.0,86,94.93,XM_002078906.4
NM_001273414.1,0.0,6000.0,92,96.324,XM_016179925.3
NM_001273417.1,0.0,3430.0,99,94.979,XM_016179928.3
NM_001273418.1,0.0,1825.0,96,96.798,XM_016179929.3
NM_001273419.1,0.0,2145.0,98,93.672,XM_016178480.3
NM_001273420.1,0.0,2076.0,74,98.074,XM_016179935.3
NM_001273421.1,0.0,4940.0,97,95.067,XM_002078932.4
NM_001273424.1,0.0,1216.0,86,95.306,XM_002078943.4
NM_001273426.1,0.0,2392.0,87,92.948,XM_002078946.4
NM_001273427.1,0.0,2193.0,73,94.6,XM_016183817.3
NM_001273428.2,0.0,2580.0,94,93.743,XM_016178470.3
NM_001273429.1,0.0,2811.0,94,92.022,XM_016179952.3
NM_001273431.1,1.93e-111,401.0,77,90.728,XM_002078962.4
NM_001273432.1,1.13e-145,516.0,52,86.228,XM_039294839.2
NM_001273433.1,0.0,3190.0,92,96.183,XM_016178463.3
NM_001273437.1,0.0,2822.0,70,96.753,XM_016179961.3
NM_001273438.1,0.0,1315.0,90,92.942,XM_002079012.3
NM_001273439.2,0.0,4802.0,97,97.386,XM_016179966.3
NM_001273443.3,0.0,8218.0,100,96.122,XM_039295466.2
NM_001273445.1,8.510000000000001e-164,575.0,85,93.814,XM_002079036.4
NM_001273446.1,0.0,6311.0,99,97.844,XM_016178419.3
NM_001273458.1,0.0,1871.0,70,96.171,XM_002079089.4
NM_001273459.1,0.0,4392.0,92,96.201,XM_016180011.2
NM_001273460.1,0.0,1472.0,93,94.637,XM_016180012.3
NM_001273465.1,0.0,4181.0,99,96.443,XM_016178387.3
NM_001273468.1,1.3e-142,505.0,68,92.816,XM_044923929.1
NM_001273472.2,0.0,721.0,63,88.852,XM_002079131.4
NM_001273474.1,0.0,3705.0,94,96.726,XM_039290986.2
NM_001273480.1,0.0,704.0,93,97.362,XM_016182973.3
NM_001273485.1,0.0,1247.0,73,97.286,XM_002079184.4
NM_001273486.1,0.0,5685.0,84,96.402,XM_002079189.3
NM_001273488.1,0.0,4573.0,98,94.483,XM_016178359.3
NM_001273489.1,0.0,2231.0,91,93.758,XM_002079191.4
NM_001273491.2,0.0,3834.0,93,94.563,XM_002079218.4
NM_001273492.1,0.0,2410.0,100,96.441,XM_002079219.4
NM_001273493.1,0.0,5326.0,91,95.722,XM_016178346.3
NM_001273498.1,0.0,13119.0,99,96.402,XM_016180072.3
NM_001273501.1,0.0,3539.0,99,97.228,XM_016180073.3
NM_001273502.1,0.0,2590.0,99,95.273,XM_002079250.2
NM_001273504.1,1.05e-106,385.0,84,93.156,XM_039291073.2
NM_001273506.1,0.0,3524.0,95,92.982,XM_016183561.3
NM_001273509.2,0.0,1112.0,81,93.919,XM_016180081.3
NM_001273510.2,0.0,1504.0,85,96.192,XM_002079270.4
NM_001273511.1,0.0,10218.0,99,95.346,XM_039298381.2
NM_001273514.1,0.0,1411.0,32,93.599,XM_002079282.4
NM_001273515.2,0.0,1463.0,100,97.442,XM_016184643.3
NM_001273516.1,0.0,12249.0,90,97.195,XM_016178307.3
NM_001273522.1,0.0,1430.0,59,94.771,XM_002079346.4
NM_001273523.2,0.0,1936.0,99,94.182,XM_002079377.4
NM_001273527.1,0.0,4652.0,98,97.01,XM_039291217.2
NM_001273528.1,0.0,2263.0,79,95.872,XM_002079478.4
NM_001273529.2,0.0,1720.0,92,84.69,XM_016180163.3
NM_001273533.1,0.0,5147.0,99,97.728,XM_002079489.4
NM_001273536.1,0.0,891.0,99,93.564,XM_002079493.4
NM_001273539.1,1.49e-101,368.0,83,85.326,XM_016183418.3
NM_001273540.1,0.0,643.0,89,91.81,XM_016183178.3
NM_001273541.1,1.49e-101,368.0,83,85.326,XM_016183418.3
NM_001273542.1,0.0,643.0,89,91.81,XM_016183178.3
NM_001273543.1,0.0,2503.0,84,93.085,XM_002079539.4
NM_001273545.1,2.21e-144,510.0,85,93.391,XM_016184691.3
NM_001273546.1,0.0,2374.0,100,95.978,XM_002079543.4
NM_001273547.1,0.0,3090.0,89,95.38,XM_016180185.3
NM_001273548.1,0.0,1133.0,65,96.126,XM_016180190.3
NM_001273550.1,0.0,1133.0,65,96.126,XM_016180190.3
NM_001273557.2,0.0,7171.0,100,96.691,XM_039298481.2
NM_001273558.1,0.0,2606.0,54,94.291,XM_039298482.2
NM_001273561.2,0.0,2076.0,95,94.007,XM_002079574.4
NM_001273566.1,0.0,1301.0,70,96.343,XM_002079588.4
NM_001273568.1,1.7200000000000002e-161,568.0,72,93.299,XM_002079593.4
NM_001273572.1,0.0,3631.0,99,93.722,XM_002079607.4
NM_001273574.1,0.0,6881.0,100,94.048,XM_039298521.1
NM_001273576.1,0.0,865.0,81,93.109,XM_002079610.3
NM_001273577.1,0.0,2868.0,87,91.722,XM_002079617.3
NM_001273582.1,0.0,1273.0,95,96.272,XM_002079631.4
NM_001273584.2,0.0,10006.0,99,96.492,XM_002079636.4
NM_001273585.1,0.0,2405.0,93,96.743,XM_002079641.4
NM_001273587.1,0.0,2702.0,99,93.83,XM_002079643.4
NM_001273591.1,0.0,6047.0,97,95.892,XM_039291027.2
NM_001273592.1,0.0,2436.0,85,94.834,XM_002079650.4
NM_001273594.1,0.0,2002.0,57,95.813,XM_016184447.3
NM_001273595.1,0.0,1099.0,81,93.973,XM_002079668.4
NM_001273596.1,0.0,1295.0,99,90.625,XM_002079669.4
NM_001273602.1,0.0,6360.0,99,96.439,XM_002079696.4
NM_001273604.2,1.14e-73,274.0,100,96.951,XR_005545103.2
NM_001273609.1,0.0,3099.0,100,93.271,XM_016180334.3
NM_001273612.2,0.0,3548.0,100,97.116,XM_016180341.3
NM_001273617.1,0.0,813.0,100,95.661,XM_039294473.1
NM_001273619.1,0.0,6479.0,96,94.354,XM_039291249.1
NM_001273621.2,0.0,856.0,65,98.755,XM_016178107.3
NM_001273622.1,7.24e-166,582.0,80,87.572,XM_016180363.2
NM_001273627.1,0.0,5009.0,97,96.169,XM_002079837.4
NM_001273629.1,0.0,5437.0,99,95.088,XM_002079842.4
NM_001273630.2,0.0,4314.0,96,96.48,XM_039291116.2
NM_001273631.1,0.0,990.0,98,89.848,XM_016183722.3
NM_001273632.1,0.0,3190.0,86,95.051,XM_002079858.4
NM_001273634.1,8.07e-146,516.0,48,94.461,XM_002079860.4
NM_001273635.1,0.0,778.0,62,95.501,XM_016182962.3
NM_001273636.1,0.0,2527.0,96,95.796,XM_016178098.3
NM_001273637.1,0.0,5238.0,100,97.171,XM_002079866.3
NM_001273638.1,0.0,4359.0,100,96.515,XM_016178096.3
NM_001273639.1,0.0,1059.0,93,96.429,XM_002079874.4
NM_001273647.1,0.0,3164.0,74,95.089,XM_016180382.3
NM_001273651.1,0.0,7465.0,91,95.062,XM_016178072.3
NM_001273653.1,0.0,4061.0,100,96.051,XM_039294832.2
NM_001273654.1,0.0,2242.0,66,95.575,XM_016178071.3
NM_001273655.1,0.0,1884.0,87,95.435,XM_002079898.4
NM_001273656.1,0.0,1971.0,93,94.917,XM_002079900.4
NM_001273657.1,0.0,6774.0,97,97.117,XM_039297646.2
NM_001273659.2,0.0,8769.0,100,96.857,XM_016178069.3
NM_001273661.1,0.0,7637.0,100,96.006,XM_016180400.3
NM_001273664.1,0.0,2510.0,99,93.957,XM_016178058.3
NM_001273665.1,0.0,12726.0,92,97.721,XM_039293880.2
NM_001273671.2,0.0,12501.0,98,96.215,XM_016178049.3
NM_001273672.2,0.0,928.0,93,95.841,XM_039293836.2
NM_001273678.1,0.0,14011.0,93,96.531,XM_016180419.3
NM_001273682.1,0.0,935.0,85,92.519,XM_002079942.3
NM_001273684.1,0.0,1166.0,61,97.644,XM_016180425.2
NM_001273685.2,0.0,1506.0,81,93.294,XM_002079952.3
NM_001273686.1,0.0,4501.0,99,96.962,XM_039293809.2
NM_001273687.2,0.0,2507.0,100,96.106,XM_016180430.2
NM_001273689.1,0.0,2032.0,86,93.348,XM_002079968.4
NM_001273690.1,0.0,2429.0,95,96.167,XM_002076124.3
NM_001273691.1,0.0,2651.0,95,93.421,XM_016180434.2
NM_001273698.1,0.0,2470.0,25,93.97,XM_039298488.2
NM_001273699.1,0.0,2867.0,90,95.005,XM_016178030.3
NM_001273702.1,0.0,767.0,44,92.265,XM_016184358.3
NM_001273708.1,0.0,4726.0,99,97.079,XM_002080031.4
NM_001273709.1,0.0,1805.0,89,94.049,XM_039298365.2
NM_001273710.1,0.0,4778.0,97,95.041,XM_002080034.4
NM_001273712.1,0.0,1980.0,93,96.373,XM_016180453.3
NM_001273717.1,0.0,1075.0,63,94.92,XM_016182634.3
NM_001273719.1,0.0,1862.0,39,99.13,XM_039298563.2
NM_001273720.1,0.0,2074.0,40,99.133,XM_039298563.2
NM_001273728.1,0.0,2861.0,73,95.517,XM_016177999.3
NM_001273730.1,0.0,2222.0,93,96.244,XM_002080076.4
NM_001273737.1,0.0,2097.0,88,90.238,XM_016177990.3
NM_001273738.1,0.0,3251.0,88,93.96,XM_016177983.3
NM_001273739.1,0.0,1594.0,100,94.123,XM_002080105.4
NM_001273743.1,0.0,2599.0,85,93.7,XM_016180498.1
NM_001273745.1,0.0,2477.0,85,93.15,XM_016180499.3
NM_001273746.2,0.0,4222.0,76,88.818,XM_016182595.3
NM_001273749.1,0.0,4933.0,66,95.081,XM_039291001.2
NM_001273750.1,0.0,8564.0,99,94.27,XM_002080151.4
NM_001273751.1,0.0,2446.0,99,91.037,XM_044923331.1
NM_001273753.1,0.0,3877.0,64,94.043,XM_002080161.4
NM_001273755.1,0.0,10927.0,79,95.42,XM_039298641.2
NM_001273759.1,0.0,1504.0,15,93.21,XM_016177954.3
NM_001273760.1,0.0,1046.0,95,96.524,XM_016180530.3
NM_001273764.1,0.0,1587.0,18,93.785,XM_016174414.3
NM_001273767.1,3.0500000000000003e-31,137.0,3,96.386,XM_044922313.1
NM_001273768.1,0.0,10043.0,99,95.174,XM_016174418.3
NM_001273770.2,0.0,806.0,44,95.294,XM_002076395.4
NM_001273771.1,2.0900000000000003e-123,442.0,29,93.857,XM_016182608.3
NM_001273775.1,0.0,3677.0,88,95.092,XM_016184554.3
NM_001273776.2,0.0,754.0,97,94.309,XM_016183096.3
NM_001273780.1,0.0,2614.0,54,90.649,XM_016167502.3
NM_001273782.1,0.0,3332.0,72,94.051,XM_002080200.4
NM_001273783.1,0.0,6486.0,100,96.526,XM_016167482.3
NM_001273784.1,0.0,2418.0,85,95.062,XM_002080208.4
NM_001273785.1,0.0,9522.0,76,95.48,XM_002080211.4
NM_001273786.1,0.0,1251.0,69,94.479,XM_002080214.4
NM_001273789.1,0.0,2920.0,81,90.712,XM_002080225.4
NM_001273792.1,0.0,1338.0,99,94.312,XM_016167519.3
NM_001273801.1,0.0,2861.0,100,97.506,XM_016167529.3
NM_001273809.1,0.0,5640.0,96,96.01,XM_016167543.2
NM_001273815.1,0.0,4032.0,89,95.901,XM_016167417.3
NM_001273823.2,0.0,1895.0,79,95.604,XM_002080326.4
NM_001273826.1,0.0,649.0,99,93.379,XM_016184835.3
NM_001273829.1,0.0,1663.0,73,97.533,XM_016184238.3
NM_001273830.2,0.0,1611.0,33,97.263,XM_002080344.4
NM_001273831.1,0.0,7721.0,99,96.328,XM_016167569.3
NM_001273838.1,0.0,665.0,50,91.824,XM_016167353.3
NM_001273842.1,0.0,2436.0,72,95.01,XM_002080391.4
NM_001273849.1,0.0,3158.0,84,96.043,XM_002080404.3
NM_001273852.1,0.0,17350.0,100,96.565,XM_044922769.1
NM_001273856.1,0.0,2231.0,72,95.506,XM_039292749.2
NM_001273857.1,0.0,2036.0,97,94.275,XM_002080430.4
NM_001273858.1,0.0,1666.0,98,95.265,XM_002080431.4
NM_001273859.1,0.0,9119.0,88,96.49,XM_039292157.2
NM_001273864.2,0.0,4514.0,99,97.172,XM_016167620.2
NM_001273866.2,0.0,4193.0,97,97.516,XM_039292470.2
NM_001273867.2,0.0,1336.0,68,96.871,XM_002080504.4
NM_001273868.2,0.0,1653.0,71,97.053,XM_002080505.4
NM_001273871.2,0.0,24845.0,99,96.505,XM_016172190.3
NM_001273872.2,0.0,893.0,51,96.154,XM_002080548.4
NM_001273873.2,0.0,1037.0,69,95.794,XM_016182805.3
NM_001273874.1,0.0,1020.0,84,96.885,XM_002080549.4
NM_001273877.1,0.0,5613.0,68,96.902,XM_016172141.3
NM_001273878.1,0.0,11442.0,99,97.143,XM_044922708.1
NM_001273881.1,0.0,5217.0,99,97.695,XM_016167653.3
NM_001273882.1,0.0,688.0,99,94.82,XM_016183915.3
NM_001273883.2,0.0,4353.0,99,94.787,XM_002080624.4
NM_001273884.2,0.0,3241.0,94,93.161,XM_016167208.3
NM_001273890.2,0.0,5596.0,100,95.663,XM_016182505.3
NM_001273892.1,0.0,4551.0,99,96.726,XM_002080710.4
NM_001273893.1,0.0,7228.0,58,95.954,XM_016167178.2
NM_001273895.1,0.0,2479.0,100,95.548,XM_016167714.3
NM_001273899.2,0.0,2161.0,30,95.368,XM_002080733.4
NM_001273903.2,0.0,5369.0,55,96.073,XM_016167157.3
NM_001273904.1,0.0,1496.0,63,91.867,XM_002080767.4
NM_001273907.2,0.0,1360.0,99,92.355,XM_002080788.4
NM_001273911.2,0.0,2830.0,99,94.505,XM_002080794.4
NM_001273913.2,0.0,3061.0,99,97.501,XM_039292394.2
NM_001273915.2,0.0,2422.0,100,95.347,XM_016172198.3
NM_001273924.1,0.0,4399.0,99,96.397,XM_002080839.4
NM_001273929.1,0.0,3539.0,99,95.592,XM_002080848.4
NM_001273936.2,0.0,830.0,64,92.746,XM_039291380.2
NM_001273939.2,0.0,1066.0,100,95.407,XM_016182372.2
NM_001273942.1,0.0,18942.0,98,96.304,XM_039291314.2
NM_001273948.1,0.0,743.0,71,97.471,XM_002076250.4
NM_001273949.1,0.0,1365.0,79,96.818,XM_002076247.4
NM_001273950.1,0.0,9648.0,95,94.605,XM_016182313.3
NM_001273951.1,0.0,3157.0,93,93.891,XM_039291466.1
NM_001273954.1,0.0,9491.0,94,97.286,XM_039292294.1
NM_001273955.2,0.0,1236.0,100,90.471,XM_002080946.4
NM_001273957.1,0.0,4758.0,100,97.53,XM_016182303.3
NM_001273958.1,0.0,1343.0,100,96.446,XM_002080977.3
NM_001273964.1,0.0,2135.0,83,96.877,XM_044922431.1
NM_001273968.1,0.0,12360.0,68,97.001,XM_002081014.4
NM_001273974.1,0.0,11793.0,97,95.898,XM_016167851.3
NM_001273980.2,0.0,3655.0,99,97.27,XM_002081080.4
NM_001273981.1,0.0,15732.0,100,94.279,XM_039291397.2
NM_001273982.1,1.1799999999999999e-178,625.0,99,85.016,XM_016167867.3
NM_001273989.1,0.0,4301.0,100,94.982,XM_016167891.3
NM_001274002.2,0.0,3356.0,89,96.905,XM_016167958.3
NM_001274004.1,0.0,10165.0,99,95.071,XM_016167964.3
NM_001274006.1,0.0,10087.0,100,97.22,XM_039292496.2
NM_001274008.2,0.0,1472.0,78,97.136,XM_039292510.2
NM_001274013.2,0.0,3663.0,73,96.608,XM_016182174.3
NM_001274014.1,0.0,4052.0,74,96.625,XM_016182174.3
NM_001274017.1,0.0,5509.0,99,96.051,XM_016167975.3
NM_001274019.1,0.0,2928.0,98,94.925,XM_039292503.2
NM_001274022.2,0.0,5147.0,100,95.032,XM_016182161.3
NM_001274029.2,0.0,3943.0,92,96.582,XM_039292855.1
NM_001274031.2,0.0,1818.0,87,95.367,XM_039291790.2
NM_001274034.2,0.0,5729.0,92,95.804,XM_016172114.3
NM_001274040.1,0.0,10652.0,100,96.853,XM_039292568.2
NM_001274044.1,0.0,743.0,100,94.937,XM_016183735.3
NM_001274045.1,0.0,4006.0,99,96.144,XM_016182006.3
NM_001274046.1,0.0,4451.0,86,93.586,XM_016183750.3
NM_001274047.1,0.0,4451.0,86,93.586,XM_016183750.3
NM_001274050.2,0.0,6213.0,88,97.487,XM_039292732.2
NM_001274053.2,0.0,3352.0,100,96.506,XM_002081519.4
NM_001274055.1,0.0,5664.0,99,95.617,XM_039292783.2
NM_001274060.1,1.3000000000000001e-32,139.0,18,97.531,XR_005543735.1
NM_001274061.2,0.0,3241.0,93,96.494,XM_002081558.4
NM_001274063.2,0.0,7310.0,100,96.557,XM_039292697.2
NM_001274067.1,0.0,13186.0,71,97.354,XM_016168146.3
NM_001274071.2,0.0,4497.0,100,97.494,XM_039292812.2
NM_001274072.1,0.0,3856.0,97,96.034,XM_016168149.3
NM_001274087.1,0.0,3958.0,99,96.116,XM_002081631.4
NM_001274088.1,0.0,15348.0,100,97.475,XM_016181860.3
NM_001274090.1,0.0,16159.0,63,94.91,XM_044922489.1
NM_001274091.1,0.0,3336.0,96,94.958,XM_016168188.3
NM_001274094.2,0.0,4752.0,100,96.902,XM_002081719.4
NM_001274095.1,0.0,4894.0,97,97.589,XM_039292897.2
NM_001274097.2,0.0,5103.0,100,97.041,XM_016181801.3
NM_001274098.1,0.0,10285.0,68,96.034,XM_016181800.3
NM_001274107.1,3.28e-107,387.0,80,91.459,XM_016184666.3
NM_001274108.1,2.22e-87,320.0,76,98.352,XM_039292668.2
NM_001274109.1,0.0,2435.0,67,95.762,XM_016172108.3
NM_001274110.1,0.0,2865.0,96,95.878,XM_016168284.3
NM_001274111.1,0.0,2490.0,89,98.248,XM_016181746.3
NM_001274113.1,0.0,1596.0,70,94.497,XM_002081847.4
NM_001274117.1,0.0,5515.0,99,95.642,XM_016168296.3
NM_001274120.2,0.0,2119.0,100,97.65,XM_002081861.4
NM_001274121.1,0.0,3723.0,55,97.359,XM_044922422.1
NM_001274122.1,0.0,6122.0,91,97.962,XM_016181719.3
NM_001274128.2,1.82e-151,534.0,58,96.319,XM_002081902.4
NM_001274132.1,0.0,9046.0,99,97.119,XM_016168346.3
NM_001274133.2,0.0,8805.0,92,95.388,XM_016181674.3
