Dmel,E_value,Score,query cover,identity,Dsim
NP_001259439.1,0.0,555.0,95,99.288,XP_039152421.1
NP_001259457.1,0.0,2207.0,85,97.309,XP_039153358.1
NP_001259464.1,0.0,1017.0,100,96.832,XP_002106723.1
NP_001259466.1,0.0,2531.0,100,97.927,XP_039153831.1
NP_001259468.1,0.0,618.0,100,95.238,XP_016039006.1
NP_001259475.1,1.34e-178,493.0,73,97.992,XP_002106737.1
NP_001259479.1,0.0,1072.0,100,97.932,XP_016039060.1
NP_001259484.1,0.0,2018.0,74,96.095,XP_039153762.1
NP_001259490.1,0.0,638.0,100,94.545,XP_016039115.1
NP_001259491.1,0.0,2299.0,55,89.696,XP_044779680.1
NP_001259499.1,3.2500000000000002e-118,329.0,100,98.75,XP_016039142.1
NP_001259502.1,3.87e-176,483.0,100,97.551,XP_016039162.1
NP_001259507.1,0.0,2534.0,100,98.036,XP_039152571.1
NP_001259515.1,0.0,707.0,100,96.133,XP_039153238.1
NP_001259518.1,0.0,1009.0,97,97.036,XP_039153973.1
NP_001259522.1,0.0,538.0,86,92.669,XP_016039222.1
NP_001259527.1,0.0,1372.0,100,97.688,XP_016039236.1
NP_001259530.1,3.7499999999999997e-175,479.0,100,100.0,XP_002106882.1
NP_001259531.1,9.530000000000001e-79,226.0,100,99.13,XP_016039257.1
NP_001259532.1,0.0,1013.0,100,97.25,XP_016039259.2
NP_001259535.1,0.0,2679.0,100,99.383,XP_016022708.1
NP_001259536.2,0.0,691.0,100,97.647,XP_002106884.1
NP_001259547.1,0.0,513.0,100,97.266,XP_016039311.1
NP_001259553.1,0.0,923.0,100,100.0,XP_044779574.1
NP_001259560.1,0.0,4234.0,97,96.616,XP_039153713.1
NP_001259569.1,0.0,2264.0,96,96.123,XP_016039385.2
NP_001259575.1,0.0,3484.0,100,98.533,XP_039153578.1
NP_001259578.1,0.0,2148.0,100,99.326,XP_016039423.1
NP_001259579.1,1.6799999999999998e-94,267.0,100,100.0,XP_016039444.1
NP_001259580.1,1.99e-145,404.0,100,92.174,XP_016039459.1
NP_001259585.1,0.0,4819.0,100,97.089,XP_039153263.1
NP_001259587.1,0.0,495.0,100,97.581,XP_016039506.1
NP_001259588.1,0.0,1787.0,100,97.118,XP_016039523.1
NP_001259592.1,0.0,784.0,100,100.0,XP_016039573.1
NP_001259597.1,0.0,1006.0,100,96.223,XP_016039588.1
NP_001259599.1,0.0,2555.0,100,96.954,XP_039152400.1
NP_001259603.1,0.0,1213.0,100,95.801,XP_002107099.2
NP_001259604.1,0.0,706.0,46,98.138,XP_039152917.1
NP_001259606.1,0.0,641.0,100,91.643,XP_002107101.1
NP_001259609.1,1.9700000000000001e-72,209.0,100,99.02,XP_016039627.1
NP_001259610.1,0.0,2041.0,99,95.751,XP_002077045.1
NP_001259618.1,0.0,1048.0,100,98.635,XP_016039660.1
NP_001259619.1,0.0,4372.0,99,98.237,XP_039153585.1
NP_001259620.1,0.0,1739.0,99,77.333,XP_039152634.1
NP_001259621.1,0.0,825.0,100,100.0,XP_039154018.1
NP_001259623.1,0.0,1028.0,98,96.457,XP_016039674.1
NP_001259625.1,1.7e-92,262.0,100,98.45,XP_016039686.1
NP_001259634.1,1.61e-76,222.0,100,76.978,XP_016039740.1
NP_001259636.1,0.0,1769.0,100,99.315,XP_039152342.1
NP_001259638.1,0.0,956.0,96,98.323,XP_016039746.1
NP_001259643.1,0.0,4605.0,100,98.72,XP_016039786.1
NP_001259649.1,0.0,942.0,100,98.081,XP_016039791.1
NP_001259651.1,0.0,653.0,100,78.104,XP_016039792.1
NP_001259658.1,0.0,3370.0,100,99.63,XP_016039813.1
NP_001259660.1,0.0,4722.0,100,99.697,XP_016039819.1
NP_001259662.1,0.0,2072.0,100,97.953,XP_039153001.1
NP_001259663.1,0.0,840.0,100,97.8,XP_002107269.2
NP_001259667.1,0.0,1125.0,95,98.741,XP_016039878.2
NP_001259675.1,3.1299999999999997e-140,387.0,100,100.0,XP_016039900.1
NP_001259681.1,2.3199999999999997e-30,101.0,100,67.089,XP_016039925.1
NP_001259682.1,0.0,2014.0,100,97.822,XP_016039926.1
NP_001259683.1,4.54e-44,157.0,87,40.938,XP_016039927.1
NP_001259687.1,0.0,813.0,100,97.897,XP_044779719.1
NP_001259691.1,0.0,2533.0,100,96.807,XP_039153674.1
NP_001259695.1,0.0,850.0,98,89.218,XP_039153523.1
NP_001259697.1,0.0,1422.0,82,97.286,XP_039153979.1
NP_001259699.1,0.0,736.0,89,98.91,XP_002107372.3
NP_001259701.1,0.0,1151.0,77,97.817,XP_016039990.1
NP_001259702.1,0.0,787.0,100,98.958,XP_039153852.1
NP_001259705.1,0.0,778.0,100,100.0,XP_002107408.1
NP_001259707.1,0.0,1259.0,97,99.028,XP_002107413.3
NP_001259710.1,0.0,1342.0,100,87.097,XP_016040040.1
NP_001259713.1,0.0,1172.0,100,96.61,XP_002077119.2
NP_001259714.1,7.17e-126,350.0,96,96.512,XP_016040058.1
NP_001259719.1,0.0,3932.0,100,96.381,XP_039152616.1
NP_001259723.1,0.0,1083.0,100,96.075,XP_016040067.1
NP_001259726.1,1.37e-58,174.0,100,95.283,XP_002077127.1
NP_001259731.1,0.0,542.0,100,98.12,XP_016040095.1
NP_001259734.1,0.0,1375.0,100,99.699,XP_016040097.1
NP_001259736.1,0.0,4907.0,100,96.445,XP_039153961.1
NP_001259739.1,4.8e-151,416.0,100,100.0,XP_002107458.1
NP_001259741.1,0.0,696.0,100,69.245,XP_016040117.1
NP_001259743.1,0.0,866.0,100,100.0,XP_039152458.1
NP_001259745.1,0.0,1290.0,100,97.143,XP_016040186.1
NP_001259747.1,0.0,1305.0,98,100.0,XP_039152871.1
NP_001259750.1,1.0499999999999999e-94,268.0,100,99.231,XP_016040224.1
NP_001259751.2,0.0,1467.0,100,99.86,XP_016040228.1
NP_001259763.1,0.0,3443.0,100,97.05,XP_039153787.1
NP_001259772.1,3.95e-163,449.0,99,95.397,XP_002107570.1
NP_001259773.2,0.0,617.0,100,92.432,XP_016040318.1
NP_001259778.1,0.0,1046.0,100,94.03,XP_016040356.1
NP_001259779.1,0.0,1856.0,100,98.353,XP_002107578.1
NP_001259780.1,0.0,1281.0,100,94.624,XP_002107579.1
NP_001259784.1,0.0,1103.0,100,89.891,XP_044779547.1
NP_001259795.1,5.65e-74,213.0,100,100.0,XP_016022882.1
NP_001259800.1,0.0,825.0,100,96.875,XP_002077591.1
NP_001259806.1,0.0,1464.0,100,98.322,XP_002077604.2
NP_001259808.1,0.0,592.0,100,95.302,XP_002077608.1
NP_001259809.1,0.0,1041.0,100,98.02,XP_016022898.1
NP_001259812.1,0.0,1237.0,100,98.036,XP_016022899.1
NP_001259813.1,0.0,929.0,100,94.851,XP_016022903.1
NP_001259814.1,0.0,531.0,100,99.621,XP_002077621.1
NP_001259817.1,0.0,1020.0,100,98.387,XP_016022904.1
NP_001259819.1,0.0,1054.0,100,88.244,XP_016022913.1
NP_001259822.1,2.04e-76,220.0,100,100.0,XP_002077637.1
NP_001259829.1,0.0,2348.0,98,97.384,XP_039146927.1
NP_001259833.1,3.66e-119,332.0,100,100.0,XP_016022927.1
NP_001259837.1,0.0,2766.0,100,99.701,XP_016022938.2
NP_001259842.1,0.0,1174.0,100,97.727,XP_002077674.1
NP_001259844.1,0.0,602.0,100,96.633,XP_002077680.2
NP_001259846.1,0.0,687.0,100,98.225,XP_002077685.1
NP_001259849.1,1.5e-83,241.0,100,93.793,XP_002077687.1
NP_001259853.1,0.0,2792.0,100,96.932,XP_002077706.2
NP_001259855.1,0.0,691.0,100,91.031,XP_002077712.3
NP_001259859.1,0.0,2011.0,100,96.429,XP_016022999.1
NP_001259864.1,7.22e-11,52.4,56,93.333,XP_044779764.1
NP_001259865.1,0.0,1321.0,100,96.018,XP_002077740.1
NP_001259867.1,4.88e-168,461.0,91,99.554,XP_002077751.3
NP_001259868.1,0.0,2994.0,96,98.77,XP_002077753.3
NP_001259869.1,0.0,785.0,100,91.169,XP_002077755.1
NP_001259870.1,0.0,788.0,100,94.634,XP_002077757.3
NP_001259871.1,0.0,722.0,90,99.14,XP_002077760.1
NP_001259876.1,6.52e-174,476.0,100,99.565,XP_016023035.1
NP_001259877.1,0.0,576.0,100,100.0,XP_016023037.1
NP_001259881.1,1.73e-180,494.0,100,99.18,XP_002077776.1
NP_001259882.1,0.0,745.0,100,93.54,XP_002077787.2
NP_001259884.1,0.0,1986.0,100,99.068,XP_016023053.1
NP_001259885.1,1.1200000000000002e-179,497.0,99,86.842,XP_002077795.1
NP_001259886.1,0.0,4969.0,100,99.166,XP_016023064.1
NP_001259888.1,8.450000000000001e-79,226.0,100,92.174,XP_016023068.1
NP_001259891.2,0.0,1255.0,88,98.854,XP_002077799.3
NP_001259892.1,1.15e-180,494.0,100,98.367,XP_002077800.1
NP_001259893.1,5.81e-36,114.0,100,96.875,XP_002077809.1
NP_001259896.1,0.0,2027.0,100,99.181,XP_016023075.1
NP_001259900.1,0.0,1050.0,100,93.978,XP_016023080.1
NP_001259902.1,0.0,1024.0,100,95.446,XP_039147087.1
NP_001259904.1,4.76e-158,439.0,100,80.645,XP_039150853.1
NP_001259906.1,0.0,682.0,100,94.571,XP_002077823.1
NP_001259908.1,0.0,1468.0,100,97.967,XP_016023094.1
NP_001259911.1,0.0,638.0,100,97.792,XP_016023096.1
NP_001259912.1,4.6599999999999995e-40,124.0,100,100.0,XP_016023099.1
NP_001259918.1,0.0,2388.0,97,98.835,XP_016023115.2
NP_001259919.1,0.0,777.0,100,97.861,XP_002077848.1
NP_001259920.1,1.51e-156,434.0,100,85.887,XP_002077851.1
NP_001259921.1,2.82e-162,448.0,100,90.204,XP_002077857.1
NP_001259928.1,0.0,1715.0,100,98.239,XP_016023135.1
NP_001259930.1,0.0,683.0,100,97.923,XP_002077870.1
NP_001259932.1,0.0,1961.0,100,98.867,XP_016023141.1
NP_001259938.1,4.1799999999999996e-139,390.0,100,81.579,XP_016023142.1
NP_001259941.1,0.0,979.0,100,97.536,XP_002077882.2
NP_001259942.1,5.360000000000001e-35,111.0,100,92.857,XP_016023150.1
NP_001259943.1,0.0,1016.0,100,95.455,XP_044778281.1
NP_001259944.1,2.7299999999999998e-104,293.0,100,97.887,XP_016023156.1
NP_001259945.1,1.31e-111,312.0,100,99.338,XP_002077903.1
NP_001259946.1,0.0,1509.0,100,99.32,XP_002077904.1
NP_001259947.1,2.72e-109,306.0,100,93.082,XP_016023158.1
NP_001259948.1,3.4e-86,247.0,100,83.448,XP_016023161.1
NP_001259950.1,3.9299999999999997e-159,437.0,100,99.048,XP_002077914.2
NP_001259954.1,0.0,1284.0,100,98.878,XP_039150043.1
NP_001259959.1,0.0,833.0,100,99.518,XP_016023173.1
NP_001259960.1,5.04e-95,270.0,100,100.0,XP_002077927.1
NP_001259961.1,0.0,1920.0,100,99.249,XP_016023177.1
NP_001259963.1,5.22e-172,472.0,100,99.58,XP_002077933.1
NP_001259967.1,0.0,1202.0,100,98.294,XP_016023190.1
NP_001259969.1,0.0,657.0,100,100.0,XP_016023195.1
NP_001259970.1,4.7300000000000005e-58,171.0,100,98.795,XP_016023198.1
NP_001259971.1,3.2100000000000002e-86,245.0,100,97.521,XP_002077959.1
NP_001259972.1,0.0,1075.0,100,99.046,XP_016023207.1
NP_001259974.1,0.0,1302.0,100,96.637,XP_044779065.1
NP_001259979.1,0.0,1509.0,100,98.665,XP_016023231.1
NP_001259984.1,0.0,825.0,100,97.337,XP_002077979.2
NP_001259985.1,7.48e-75,218.0,99,78.832,XP_002077980.2
NP_001259986.1,0.0,4917.0,100,98.382,XP_016023241.1
NP_001259991.1,3.5e-83,237.0,100,95.69,XP_002077992.1
NP_001259992.1,0.0,1076.0,100,98.857,XP_016023244.1
NP_001259995.1,0.0,995.0,100,93.499,XP_016023264.1
NP_001259996.1,0.0,989.0,100,99.177,XP_039146942.1
NP_001259997.1,1.39e-106,299.0,100,100.0,XP_002078021.1
NP_001259998.1,0.0,983.0,100,99.79,XP_016023302.1
NP_001259999.1,1.34e-30,100.0,100,96.296,XP_016023314.1
NP_001260005.1,0.0,3249.0,97,93.202,XP_016023355.1
NP_001260009.1,3.39e-48,146.0,95,86.25,XP_016023358.1
NP_001260010.1,0.0,2029.0,100,98.079,XP_016023373.1
NP_001260011.1,3.99e-115,322.0,100,97.484,XP_016023375.1
NP_001260012.1,9.87e-21,86.7,94,26.446,XP_002076105.3
NP_001260013.1,0.0,2769.0,100,99.399,XP_016023386.1
NP_001260018.1,8.42e-93,263.0,100,100.0,XP_016023400.1
NP_001260025.1,0.0,2040.0,100,97.466,XP_039149579.1
NP_001260027.1,3.7299999999999996e-82,235.0,100,98.305,XP_039149636.1
NP_001260028.1,1.3e-102,288.0,100,98.551,XP_002078134.1
NP_001260029.1,0.0,659.0,99,91.218,XP_002078136.1
NP_001260032.1,0.0,28817.0,84,98.28,XP_039148806.2
NP_001260043.1,4.05e-66,212.0,58,78.226,XP_044778287.1
NP_001260044.1,8.31e-173,473.0,97,100.0,XP_016023455.1
NP_001260045.1,2.99e-82,240.0,92,74.011,XP_039147134.1
NP_001260046.1,1.64e-178,488.0,100,100.0,XP_016023461.1
NP_001260047.1,0.0,755.0,100,99.451,XP_016023463.1
NP_001260048.1,0.0,662.0,100,96.375,XP_002078162.1
NP_001260049.1,0.0,1956.0,100,99.261,XP_016023465.1
NP_001260063.1,0.0,602.0,100,97.02,XP_002078190.2
NP_001260064.1,0.0,994.0,100,96.976,XP_016023515.1
NP_001260066.1,0.0,3036.0,98,98.33,XP_039148279.1
NP_001260070.1,2.25e-146,404.0,100,97.475,XP_016023532.1
NP_001260072.1,0.0,3158.0,100,92.477,XP_039148274.1
NP_001260078.1,5.5699999999999995e-95,268.0,100,98.519,XP_016023544.1
NP_001260082.1,8.49e-97,273.0,100,100.0,"XP_016038650.1, XP_002078203.1"
NP_001260085.1,0.0,728.0,100,97.507,XP_002078206.2
NP_001260087.1,0.0,630.0,84,95.092,XP_039147495.1
NP_001260093.1,0.0,2219.0,100,98.122,XP_016023582.1
NP_001260094.1,0.0,907.0,100,98.874,XP_016023585.1
NP_001260097.1,0.0,671.0,95,98.773,XP_002078238.1
NP_001260098.1,5.71e-92,260.0,100,97.619,XP_039154375.1
NP_001260103.1,0.0,661.0,99,99.696,XP_044779877.1
NP_001260104.1,0.0,680.0,100,81.735,XP_039154514.1
NP_001260109.1,0.0,1394.0,100,98.988,XP_016023682.1
NP_001260110.1,8.29e-48,148.0,100,77.686,XP_016023683.1
NP_001260112.1,0.0,737.0,100,100.0,XP_002078289.1
NP_001260114.1,0.0,2630.0,100,96.662,XP_016023686.1
NP_001260115.1,1.1400000000000001e-97,276.0,100,100.0,XP_002078295.1
NP_001260125.1,2.49e-46,141.0,100,82.716,XP_016023736.1
NP_001260127.1,0.0,2588.0,100,99.201,XP_016023739.1
NP_001260130.1,0.0,861.0,100,99.281,XP_016023746.1
NP_001260132.1,0.0,1370.0,93,99.241,XP_002078371.3
NP_001260135.1,0.0,3573.0,100,97.789,XP_016023782.1
NP_001260143.1,0.0,906.0,100,98.658,XP_002078409.1
NP_001260145.1,3.05e-171,469.0,100,95.745,XP_016023789.1
NP_001260155.1,0.0,2452.0,99,99.253,XP_016023816.1
NP_001260167.1,0.0,1251.0,100,98.194,XP_016023848.1
NP_001260170.1,0.0,3766.0,100,98.685,XP_016023856.1
NP_001260171.1,0.0,622.0,100,97.778,XP_039154421.1
NP_001260173.1,0.0,879.0,100,99.33,XP_016023867.1
NP_001260176.1,0.0,1994.0,100,98.555,XP_016023907.1
NP_001260184.1,5.699999999999999e-106,307.0,99,63.38,XP_039147141.1
NP_001260185.1,1.98e-50,155.0,88,66.964,XP_044778828.1
NP_001260191.1,0.0,553.0,100,99.638,XP_002078503.1
NP_001260192.1,0.0,1655.0,100,99.507,XP_016023938.2
NP_001260200.1,0.0,4748.0,100,98.487,XP_039147199.1
NP_001260212.1,0.0,2501.0,100,93.87,XP_016023977.1
NP_001260213.1,0.0,859.0,100,98.104,XP_002078527.1
NP_001260218.1,0.0,657.0,100,100.0,XP_002078553.1
NP_001260220.1,6.9200000000000005e-65,189.0,100,98.889,XP_002078579.1
NP_001260223.1,0.0,522.0,94,99.203,XP_002078584.1
NP_001260230.1,0.0,2264.0,100,97.846,XP_039147727.1
NP_001260232.1,1.04e-115,323.0,100,99.367,XP_002078609.1
NP_001260233.1,7.73e-120,334.0,100,95.294,XP_002078610.1
NP_001260236.1,9.489999999999999e-61,181.0,88,86.111,XP_016024130.1
NP_001260237.1,0.0,3193.0,100,97.819,XP_016024148.1
NP_001260246.1,0.0,915.0,98,98.42,XP_016024155.1
NP_001260247.1,2.1600000000000002e-164,451.0,100,96.413,XP_016024176.1
NP_001260249.1,3.5600000000000003e-63,185.0,100,94.624,XP_002078654.1
NP_001260252.1,0.0,891.0,100,98.42,XP_016024189.1
NP_001260253.1,0.0,1035.0,100,94.982,XP_002078672.1
NP_001260254.1,6.519999999999999e-89,253.0,100,93.701,XP_016024203.1
NP_001260256.1,0.0,879.0,100,93.157,XP_039146983.1
NP_001260257.1,0.0,596.0,95,53.293,XP_002103718.1
NP_001260258.1,0.0,1310.0,100,98.73,XP_002078684.1
NP_001260259.1,0.0,705.0,100,99.178,XP_016024212.1
NP_001260261.1,1.18e-60,178.0,100,100.0,XP_039146984.1
NP_001260265.1,0.0,1885.0,80,99.558,XP_039154529.1
NP_001260268.1,0.0,1066.0,100,99.605,XP_002078697.1
NP_001260269.1,0.0,1459.0,100,98.95,XP_039148450.1
NP_001260272.1,0.0,1324.0,100,93.816,XP_002078728.1
NP_001260273.1,0.0,1316.0,100,98.916,XP_016024265.1
NP_001260274.1,0.0,564.0,100,99.273,XP_002078732.1
NP_001260276.1,0.0,919.0,100,100.0,XP_002078735.1
NP_001260279.1,3.98e-143,397.0,100,92.661,XP_002078749.1
NP_001260287.1,0.0,1234.0,100,97.697,XP_002078756.1
NP_001260288.1,3.85e-53,159.0,92,94.937,XP_016024301.1
NP_001260291.1,0.0,1141.0,100,99.46,XP_016024314.1
NP_001260292.1,0.0,1025.0,100,97.222,XP_016024331.1
NP_001260293.1,5.29e-91,258.0,100,100.0,XP_002078799.1
NP_001260294.1,2.07e-83,238.0,100,95.122,XP_016024341.1
NP_001260298.1,9.31e-77,221.0,100,97.273,XP_002078805.1
NP_001260303.1,0.0,530.0,100,98.502,XP_016024372.1
NP_001260304.1,0.0,568.0,100,98.577,XP_016024378.1
NP_001260305.1,0.0,546.0,100,94.286,XP_016024379.1
NP_001260306.1,0.0,581.0,100,97.561,XP_002078835.1
NP_001260310.1,0.0,1004.0,81,92.614,XP_039154543.1
NP_001260312.1,5.5800000000000006e-160,440.0,100,99.541,XP_016024391.1
NP_001260313.1,0.0,1394.0,94,98.571,XP_016024392.2
NP_001260314.1,0.0,3924.0,100,97.901,XP_039146990.1
NP_001260315.1,1.64e-45,146.0,79,91.346,XP_016024406.2
NP_001260316.1,0.0,1904.0,100,96.186,XP_016024441.1
NP_001260317.1,6.02e-147,405.0,100,99.02,XP_002078897.1
NP_001260318.1,3.56e-140,388.0,100,100.0,XP_016024450.1
NP_001260320.1,0.0,967.0,100,99.153,XP_016024473.1
NP_001260321.1,0.0,988.0,100,99.579,XP_002078916.1
NP_001260323.1,0.0,1300.0,100,95.335,XP_044778340.1
NP_001260327.1,0.0,1683.0,100,97.163,XP_002078923.1
NP_001260332.1,0.0,519.0,100,98.419,XP_002078931.1
NP_001260333.1,0.0,2546.0,100,99.76,XP_002078932.2
NP_001260334.1,7.119999999999999e-138,382.0,100,93.97,XP_002078933.1
NP_001260335.1,0.0,928.0,100,97.817,XP_016024486.1
NP_001260339.1,6.16e-160,439.0,100,97.248,XP_002078942.1
NP_001260343.1,0.0,1841.0,100,94.387,XP_016024500.1
NP_001260346.1,0.0,1292.0,100,97.222,XP_016024503.1
NP_001260347.1,0.0,522.0,100,100.0,XP_016024504.1
NP_001260348.1,0.0,1093.0,100,90.582,XP_016024508.1
NP_001260349.1,0.0,654.0,100,100.0,XP_016024511.1
NP_001260350.1,0.0,1932.0,100,96.74,XP_002078968.2
NP_001260353.1,1.37e-144,399.0,100,97.537,XP_002078979.1
NP_001260355.1,0.0,802.0,100,94.393,XP_002078982.2
NP_001260356.1,0.0,879.0,96,97.897,XP_016024529.1
NP_001260357.1,0.0,920.0,100,95.852,XP_016024538.1
NP_001260358.1,0.0,530.0,79,90.141,XP_016024543.1
NP_001260360.1,4.45e-42,131.0,100,82.292,XP_002078998.1
NP_001260361.1,2.15e-06,45.8,48,50.602,XP_039150095.1
NP_001260362.1,7.66e-170,466.0,100,97.845,XP_016024555.1
NP_001260366.1,0.0,1026.0,100,97.633,XP_016024567.1
NP_001260367.1,1.1099999999999999e-94,276.0,100,89.754,XP_002079048.2
NP_001260368.1,0.0,1373.0,100,98.968,XP_016024582.1
NP_001260372.1,0.0,997.0,100,91.255,XP_039151400.1
NP_001260374.1,4.769999999999999e-41,127.0,100,98.438,XP_002079072.2
NP_001260375.1,0.0,1724.0,100,99.763,XP_016024627.1
NP_001260387.1,0.0,692.0,99,98.276,XP_002079125.2
NP_001260388.1,0.0,1674.0,100,98.771,XP_016024679.1
NP_001260389.1,1.24e-153,424.0,100,93.722,XP_016024684.1
NP_001260394.1,0.0,845.0,100,99.507,XP_016024702.1
NP_001260397.1,5.21e-39,122.0,100,85.294,XP_044779864.1
NP_001260401.1,3.43e-55,177.0,75,94.565,XP_016024727.1
NP_001260403.1,0.0,1644.0,100,97.094,XP_039146920.1
NP_001260409.1,2.01e-19,71.6,100,97.368,XP_016024750.1
NP_001260414.1,3.2800000000000004e-58,172.0,100,100.0,XP_002079220.1
NP_001260415.1,0.0,1268.0,100,99.515,XP_002079225.1
NP_001260417.1,0.0,1512.0,100,97.852,XP_016024767.1
NP_001260418.1,0.0,825.0,100,91.549,XP_002079227.3
NP_001260420.1,0.0,1605.0,100,97.247,XP_002079254.2
NP_001260421.1,0.0,773.0,98,98.182,XP_002079255.2
NP_001260422.1,0.0,1444.0,100,92.219,XP_016024789.1
NP_001260427.1,0.0,5066.0,100,98.665,XP_016024823.1
NP_001260430.1,0.0,1341.0,100,99.084,XP_016024834.1
NP_001260431.1,0.0,789.0,88,96.401,XP_002079286.3
NP_001260433.1,3.55e-42,134.0,97,86.905,XP_039147007.1
NP_001260435.1,0.0,1209.0,99,91.172,XP_016024856.1
NP_001260438.1,2.1199999999999999e-131,365.0,100,97.826,XP_016024859.1
NP_001260439.1,0.0,509.0,100,98.0,XP_002079306.1
NP_001260440.1,1.41e-76,283.0,8,98.958,XP_039154315.1
NP_001260443.1,0.0,508.0,100,92.527,XP_002079318.1
NP_001260444.1,2.25e-50,151.0,100,97.368,XP_016024893.1
NP_001260445.1,0.0,2254.0,100,98.561,XP_016024898.1
NP_001260451.1,0.0,502.0,100,97.976,XP_002079382.1
NP_001260452.1,0.0,766.0,100,93.797,XP_002079413.2
NP_001260456.1,0.0,1542.0,99,98.413,XP_039147151.1
NP_001260457.1,0.0,622.0,100,97.764,XP_002079514.2
NP_001260458.1,0.0,857.0,80,81.594,XP_016025041.1
NP_001260462.1,0.0,1819.0,100,99.433,XP_002079525.1
NP_001260465.1,2.24e-98,277.0,100,97.826,XP_002079529.1
NP_001260468.1,8.26e-38,118.0,100,96.61,XP_016025089.1
NP_001260469.1,9.23e-91,258.0,100,91.791,XP_016025090.1
NP_001260470.1,8.26e-38,118.0,100,96.61,XP_016025089.1
NP_001260471.1,9.23e-91,258.0,100,91.791,XP_016025090.1
NP_001260472.1,0.0,923.0,100,93.617,XP_002079575.1
NP_001260474.1,1.58e-52,157.0,100,93.59,XP_016025096.1
NP_001260475.1,0.0,838.0,100,99.012,XP_002079579.1
NP_001260476.1,0.0,1208.0,100,99.316,XP_016025101.1
NP_001260477.1,3.24e-18,70.1,53,73.81,XP_016025123.3
NP_001260479.1,6.04e-32,103.0,100,100.0,XP_016025123.3
NP_001260486.1,0.0,2530.0,100,99.013,XP_039154415.1
NP_001260487.1,3.59e-133,369.0,100,100.0,XP_039154416.1
NP_001260490.1,0.0,719.0,100,97.772,XP_002079610.2
NP_001260495.1,6.69e-104,292.0,100,99.306,XP_002079624.1
NP_001260497.1,7.91e-07,41.6,30,95.833,XP_002079629.1
NP_001260501.1,0.0,1030.0,100,98.228,XP_002079643.2
NP_001260503.1,0.0,1399.0,100,97.592,XP_039154455.1
NP_001260505.1,7.38e-90,258.0,100,92.453,XP_002079646.1
NP_001260506.1,0.0,916.0,100,92.197,XP_002079653.1
NP_001260511.1,1.98e-149,412.0,100,98.01,XP_002079667.1
NP_001260513.1,0.0,1081.0,90,98.05,XP_002079672.3
NP_001260514.1,0.0,896.0,100,98.394,XP_002079677.1
NP_001260516.1,0.0,1012.0,100,94.455,XP_002079679.3
NP_001260520.2,0.0,2279.0,99,97.004,XP_039146961.1
NP_001260521.1,0.0,995.0,100,97.521,XP_002079686.1
NP_001260523.1,0.0,686.0,100,98.525,XP_016025251.1
NP_001260524.1,6.47e-122,341.0,100,91.053,XP_002079704.1
NP_001260525.1,1.62e-163,454.0,100,86.411,XP_002079705.2
NP_001260531.1,0.0,1555.0,98,98.98,XP_002079732.3
NP_001260538.1,0.0,497.0,100,98.755,XP_016025400.1
NP_001260541.1,0.0,582.0,94,99.644,XP_016025424.1
NP_001260546.1,4.11e-19,70.1,100,91.892,XP_039150407.1
NP_001260548.1,0.0,2568.0,100,93.575,XP_039147183.1
NP_001260550.2,6.64e-79,226.0,100,100.0,XP_016025474.1
NP_001260551.1,2.9000000000000002e-65,192.0,100,82.609,XP_016025476.1
NP_001260556.1,0.0,1214.0,97,94.722,XP_002079873.1
NP_001260558.1,0.0,1942.0,100,97.589,XP_002079878.2
NP_001260559.1,0.0,1049.0,94,97.732,XP_039147050.1
NP_001260560.1,1.59e-31,102.0,100,83.333,XP_016025487.1
NP_001260561.1,0.0,1142.0,100,98.387,XP_002079894.1
NP_001260563.1,2.19e-72,211.0,95,82.54,XP_002079896.2
NP_001260564.1,4.72e-28,93.6,100,98.0,XP_016025499.1
NP_001260565.1,0.0,956.0,100,100.0,XP_016025500.1
NP_001260566.1,0.0,1270.0,95,99.836,XP_002079902.3
NP_001260567.1,0.0,1212.0,100,99.829,XP_016025504.1
NP_001260568.1,1.07e-136,378.0,100,97.253,XP_002079910.1
NP_001260576.1,0.0,1208.0,100,97.148,XP_016025534.1
NP_001260580.1,0.0,2690.0,98,95.969,XP_016025540.1
NP_001260582.1,0.0,1022.0,92,98.826,XP_039150766.1
NP_001260583.1,0.0,712.0,100,94.737,XP_016025543.1
NP_001260584.1,0.0,699.0,100,92.222,XP_002079934.2
NP_001260585.1,0.0,793.0,100,95.802,XP_002079936.1
NP_001260586.1,0.0,2140.0,100,98.119,XP_039153580.1
NP_001260588.1,0.0,2691.0,99,99.16,XP_016025549.1
NP_001260590.1,0.0,2964.0,100,96.2,XP_016025562.1
NP_001260593.1,0.0,683.0,100,92.812,XP_016025571.1
NP_001260594.1,0.0,4207.0,100,98.927,XP_039149814.1
NP_001260600.1,0.0,3766.0,100,98.806,XP_016025590.1
NP_001260601.1,6.57e-116,323.0,100,99.351,XP_039149770.1
NP_001260607.1,0.0,5487.0,100,98.601,XP_016025597.1
NP_001260611.1,1.16e-101,288.0,100,90.132,XP_002079978.1
NP_001260613.1,6.399999999999999e-134,371.0,100,97.253,XP_016025605.1
NP_001260614.1,1.4400000000000001e-157,436.0,100,93.227,XP_002079988.1
NP_001260615.1,0.0,956.0,83,98.936,XP_039149743.1
NP_001260616.1,0.0,610.0,100,99.0,XP_016025616.1
NP_001260618.1,0.0,652.0,98,96.594,XP_002080004.2
