Dsim,E_value,Score,query cover,identity,Dmel
XP_002103073.1,0.0,674.0,100,91.892,NP_650622.1
XP_002103074.1,0.0,887.0,100,94.194,NP_650621.1
XP_002103080.1,0.0,1339.0,100,98.036,NP_650616.2
XP_002103085.2,2.83e-160,442.0,100,89.076,NP_732225.2
XP_002103086.1,1.7599999999999998e-120,340.0,100,85.022,NP_650615.2
XP_002103091.1,2.18e-110,309.0,100,98.052,NP_650608.1
XP_002103092.1,0.0,1422.0,100,98.148,NP_650607.1
XP_002103094.1,0.0,1300.0,100,95.801,NP_650605.1
XP_002103095.1,0.0,558.0,100,97.802,NP_650604.1
XP_002103096.1,0.0,551.0,100,97.426,NP_650603.1
XP_002103097.1,0.0,534.0,100,92.727,NP_732214.1
XP_002103099.1,0.0,529.0,100,97.358,NP_650601.2
XP_002103100.1,0.0,568.0,100,94.792,NP_001287372.1
XP_002103101.1,0.0,512.0,100,95.489,NP_650599.1
XP_002103102.1,0.0,543.0,100,96.35,NP_001097818.1
XP_002103103.1,0.0,526.0,100,93.258,NP_650598.1
XP_002103108.1,0.0,1594.0,100,96.907,NP_732202.2
XP_002103109.1,1.48e-145,402.0,100,98.0,NP_524382.1
XP_002103115.3,0.0,1959.0,100,98.049,NP_001287369.1
XP_002103116.1,0.0,650.0,100,97.826,NP_650591.1
XP_002103117.1,0.0,603.0,99,97.01,NP_650590.1
XP_002103119.2,0.0,1337.0,100,98.921,NP_001262655.1
XP_002103123.1,0.0,991.0,100,99.584,NP_650586.2
XP_002103125.1,0.0,1413.0,100,97.274,NP_001262653.1
XP_002103127.1,0.0,581.0,100,98.936,NP_001262651.1
XP_002103129.3,0.0,581.0,100,98.936,NP_001262651.1
XP_002103130.1,0.0,546.0,100,95.357,"NP_001262650.1, NP_732186.1"
XP_002103133.2,0.0,927.0,93,82.975,NP_524801.1
XP_002103136.3,0.0,968.0,100,98.6,NP_001303472.1
XP_002103141.2,0.0,938.0,100,92.899,NP_536732.1
XP_002103143.1,2.9900000000000004e-72,208.0,100,99.01,NP_732175.1
XP_002103147.1,0.0,599.0,100,91.883,NP_650574.2
XP_002103155.1,0.0,567.0,100,98.921,NP_650565.2
XP_002103158.1,0.0,1141.0,100,98.732,NP_650563.2
XP_002103159.1,0.0,878.0,100,96.154,NP_650562.1
XP_002103163.2,1.35e-82,236.0,100,98.319,NP_650561.1
XP_002103164.1,0.0,661.0,100,69.495,NP_650560.1
XP_002103171.1,2.89e-87,248.0,100,100.0,NP_650552.3
XP_002103172.1,1.14e-134,373.0,100,97.802,NP_001036720.1
XP_002103176.2,0.0,3486.0,100,82.852,NP_001138060.1
XP_002103180.1,0.0,548.0,100,98.881,NP_001036717.1
XP_002103183.1,0.0,506.0,98,94.656,NP_001262636.1
XP_002103185.1,2.6299999999999998e-81,232.0,100,98.23,NP_524380.1
XP_002103186.1,0.0,565.0,99,95.455,NP_732137.1
XP_002103187.1,0.0,858.0,100,97.613,NP_650540.1
XP_002103197.1,4.8e-125,348.0,100,99.422,NP_477445.1
XP_002103200.1,0.0,988.0,100,97.41,NP_650533.1
XP_002103201.1,0.0,963.0,100,95.316,NP_650532.2
XP_002103203.1,1.95e-40,125.0,100,90.909,NP_001262628.1
XP_002103205.1,0.0,979.0,100,97.384,NP_536747.2
XP_002103208.2,0.0,2301.0,100,94.934,NP_650530.2
XP_002103209.3,0.0,560.0,92,77.322,NP_650529.2
XP_002103210.2,0.0,1405.0,100,98.113,NP_524379.2
XP_002103214.1,5.64e-108,302.0,100,99.315,NP_536744.2
XP_002103215.1,3.09e-126,354.0,99,83.568,NP_001287362.1
XP_002103216.2,0.0,1134.0,100,99.64,NP_650528.1
XP_002103218.1,1.15e-113,317.0,100,99.333,NP_001303440.1
XP_002103220.1,0.0,1344.0,100,98.209,NP_650526.1
XP_002103224.1,3.97e-166,456.0,100,97.345,NP_001303436.1
XP_002103228.1,0.0,787.0,100,98.191,NP_001287352.1
XP_002103231.1,0.0,507.0,100,99.595,NP_650520.1
XP_002103234.1,0.0,540.0,100,98.148,NP_650518.1
XP_002103236.2,0.0,1136.0,100,91.489,NP_650516.2
XP_002103243.1,0.0,1356.0,100,88.889,NP_524372.1
XP_002103244.1,1.6900000000000002e-70,204.0,100,95.327,NP_001189229.1
XP_002103247.3,1.11e-40,126.0,100,95.385,NP_001356919.1
XP_002103249.1,0.0,503.0,100,93.156,NP_650513.1
XP_002103259.1,0.0,937.0,100,98.468,NP_650501.1
XP_002103262.1,0.0,689.0,94,95.894,NP_650499.1
XP_002103263.1,4.290000000000001e-164,450.0,100,99.078,NP_524719.1
XP_002103264.1,9.06e-135,372.0,100,100.0,NP_732075.3
XP_002103265.2,3e-157,435.0,100,92.683,NP_001138058.1
XP_002103266.1,0.0,1665.0,100,95.485,NP_732072.1
XP_002103267.2,0.0,1382.0,100,98.521,NP_650495.1
XP_002103272.1,0.0,510.0,100,97.233,NP_650489.1
XP_002103273.1,0.0,835.0,100,95.87,NP_650488.1
XP_002103274.1,0.0,637.0,100,90.055,NP_650487.1
XP_002103275.1,0.0,1181.0,100,99.123,NP_650486.1
XP_002103277.1,0.0,564.0,100,94.982,NP_650485.1
XP_002103278.1,3.3000000000000003e-56,168.0,100,82.178,NP_650484.1
XP_002103280.1,0.0,666.0,100,98.131,NP_001287340.1
XP_002103281.1,2.72e-172,473.0,100,91.532,NP_001097807.1
XP_002103282.1,3.04e-160,441.0,100,95.556,NP_732055.1
XP_002103283.1,0.0,1271.0,100,99.362,NP_650482.1
XP_002103284.1,3.26e-139,387.0,100,90.367,NP_001262611.1
XP_002103288.2,0.0,569.0,100,96.416,NP_001247122.1
XP_002103289.2,2.7299999999999997e-115,331.0,100,59.857,NP_001247122.1
XP_002103290.2,0.0,536.0,99,90.714,NP_001247121.1
XP_002103291.1,0.0,2594.0,100,98.01,NP_650478.1
XP_002103295.1,0.0,533.0,99,91.039,NP_001262608.1
XP_002103298.1,2.8099999999999998e-139,388.0,96,84.332,NP_732043.1
XP_002103304.1,0.0,764.0,100,100.0,NP_524368.5
XP_002103305.1,0.0,495.0,100,97.925,NP_650470.1
XP_002103315.1,7.71e-172,473.0,97,91.016,NP_650462.1
XP_002103317.2,1.72e-152,420.0,100,100.0,NP_650459.1
XP_002103323.1,0.0,618.0,100,98.658,NP_650454.2
XP_002103327.1,0.0,1451.0,100,99.007,NP_650451.1
XP_002103328.1,1.38e-114,320.0,100,100.0,NP_650450.1
XP_002103330.1,0.0,812.0,96,95.012,NP_650449.1
XP_002103333.1,0.0,841.0,100,97.602,NP_001262599.1
XP_002103334.2,0.0,2698.0,100,100.0,NP_650447.1
XP_002103335.1,0.0,518.0,100,88.796,NP_524364.2
XP_002103336.1,3.4400000000000003e-179,491.0,99,96.748,NP_524363.3
XP_002103337.2,0.0,806.0,100,98.98,NP_524362.2
XP_002103341.2,8.4e-22,78.2,100,93.333,NP_001262594.1
XP_002103342.1,0.0,965.0,100,98.085,NP_650445.3
XP_002103343.1,0.0,769.0,100,93.939,NP_001138057.1
XP_002103345.1,5.76e-76,218.0,100,99.048,NP_001262589.2
XP_002103346.1,0.0,849.0,100,96.037,NP_001262588.1
XP_002103347.2,8.89e-171,471.0,99,94.096,NP_650441.1
XP_002103350.2,0.0,995.0,100,89.837,NP_650439.1
XP_002103352.1,0.0,535.0,100,98.885,NP_650438.2
XP_002103360.1,0.0,526.0,100,97.378,NP_001097798.1
XP_002103361.1,9.65e-119,331.0,99,98.758,NP_524355.2
XP_002103363.1,0.0,895.0,100,100.0,NP_524354.1
XP_002103365.1,2.03e-127,353.0,100,100.0,NP_731983.1
XP_002103366.1,0.0,1666.0,100,100.0,NP_650432.1
XP_002103368.2,3.96e-127,353.0,100,96.552,NP_650430.1
XP_002103369.1,0.0,1315.0,100,98.435,NP_650429.1
XP_002103370.2,0.0,1311.0,100,99.525,NP_650428.1
XP_002103374.1,0.0,2771.0,100,99.399,NP_650425.1
XP_002103377.1,0.0,1488.0,100,100.0,NP_731967.2
XP_002103378.1,0.0,709.0,100,87.136,NP_650421.3
XP_002103387.1,0.0,635.0,100,85.908,NP_650409.1
XP_002103391.1,6.65e-166,456.0,100,95.217,NP_650407.1
XP_002103392.2,1.38e-142,395.0,100,97.17,NP_650406.2
XP_002103393.1,1.58e-143,403.0,100,93.525,NP_650405.2
XP_002103394.1,0.0,1561.0,100,94.347,NP_650404.1
XP_002103395.1,2.9299999999999997e-172,474.0,100,89.015,NP_650403.2
XP_002103396.1,0.0,955.0,100,97.655,NP_650402.1
XP_002103397.1,0.0,980.0,100,100.0,NP_731954.1
XP_002103398.2,0.0,545.0,100,100.0,NP_476848.1
XP_002103400.1,0.0,695.0,100,97.953,NP_996213.1
XP_002103404.1,0.0,947.0,100,96.107,NP_650396.1
XP_002103409.1,0.0,1110.0,99,97.283,NP_650391.1
XP_002103410.1,0.0,1122.0,99,97.302,NP_650390.2
XP_002103420.1,3.26e-157,444.0,100,88.385,NP_650383.2
XP_002103421.1,0.0,1081.0,100,97.009,NP_650382.3
XP_002103423.1,0.0,723.0,100,96.389,NP_650380.2
XP_002103428.1,0.0,1077.0,100,99.225,NP_001262575.1
XP_002103433.1,5.09e-77,222.0,100,88.095,NP_476856.1
XP_002103434.1,4.7400000000000005e-64,188.0,100,90.476,NP_650374.1
XP_002103435.1,4.2999999999999996e-83,238.0,100,93.548,NP_731919.1
XP_002103437.1,0.0,992.0,100,95.935,NP_650368.1
XP_002103438.1,1.29e-44,140.0,100,85.156,NP_001097790.1
XP_002103439.2,1.3600000000000001e-177,486.0,100,98.361,NP_650367.1
XP_002103440.2,1.17e-145,402.0,100,99.49,NP_524351.1
XP_002103441.1,0.0,848.0,100,97.867,NP_001262565.1
XP_002103450.1,4.06e-102,288.0,100,93.878,NP_650358.1
XP_002103454.1,0.0,696.0,100,98.827,NP_476740.1
XP_002103459.1,1.9000000000000002e-110,309.0,100,98.052,NP_524350.1
XP_002103460.1,0.0,1211.0,100,98.502,NP_731899.1
XP_002103467.2,7.79e-149,417.0,100,91.166,NP_650351.2
XP_002103468.1,3.82e-140,394.0,99,86.742,NP_650350.1
XP_002103469.1,3.18e-137,389.0,100,93.377,NP_650349.1
XP_002103470.2,0.0,1183.0,100,97.251,NP_001303507.1
XP_002103472.1,0.0,584.0,100,96.54,NP_650346.1
XP_002103473.2,0.0,827.0,100,93.864,NP_650345.1
XP_002103475.1,0.0,553.0,100,91.892,NP_788677.1
XP_002103476.2,0.0,1036.0,100,97.115,NP_650344.2
XP_002103477.1,0.0,944.0,100,93.651,NP_650343.1
XP_002103479.1,1.0400000000000001e-166,458.0,100,96.552,NP_650342.2
XP_002103480.1,0.0,1597.0,100,91.405,NP_731888.1
XP_002103481.1,0.0,1587.0,100,94.55,NP_731887.1
XP_002103482.1,0.0,510.0,100,96.212,NP_650341.1
XP_002103484.2,0.0,2020.0,100,96.686,NP_650340.1
XP_002103485.1,6.86e-111,310.0,100,98.675,NP_650339.1
XP_002103487.2,0.0,2463.0,100,100.0,NP_001287323.1
XP_002103488.1,9.19e-177,486.0,100,96.169,NP_001262561.1
XP_002103493.1,0.0,803.0,100,96.509,NP_524348.2
XP_002103494.1,0.0,1251.0,100,96.677,NP_001303481.1
XP_002103495.1,0.0,876.0,100,99.302,NP_001247089.1
XP_002103500.1,5.24e-83,238.0,100,99.194,NP_001262556.1
XP_002103502.1,0.0,993.0,100,95.472,NP_650327.1
XP_002103506.2,0.0,1493.0,100,82.143,NP_650324.1
XP_002103508.1,3.6500000000000005e-157,434.0,100,89.27,NP_001303460.1
XP_002103509.1,4.59e-41,127.0,100,95.238,NP_001287322.1
XP_002103510.2,0.0,674.0,99,94.985,NP_650322.1
XP_002103513.1,0.0,953.0,100,98.592,NP_731868.1
XP_002103515.2,1.5799999999999998e-150,416.0,90,95.631,NP_650320.1
XP_002103517.2,0.0,661.0,100,94.135,NP_731866.1
XP_002103522.1,0.0,556.0,100,95.623,NP_650317.3
XP_002103525.1,4.23e-113,320.0,100,90.047,NP_650313.1
XP_002103531.1,1.38e-114,320.0,100,92.683,NP_001027188.1
XP_002103533.2,5.26e-117,328.0,84,94.512,NP_731853.2
XP_002103534.1,0.0,1036.0,100,98.221,NP_650308.3
XP_002103535.1,0.0,1043.0,100,98.606,NP_524345.2
XP_002103536.1,0.0,1275.0,100,97.419,NP_650307.2
XP_002103537.2,0.0,627.0,100,99.032,NP_650305.1
XP_002103541.1,7.48e-160,439.0,100,98.182,NP_650301.1
XP_002103549.2,0.0,1503.0,100,99.176,NP_650299.1
XP_002103551.1,1.43e-84,243.0,100,95.973,NP_650297.1
XP_002103552.1,7.030000000000001e-26,94.4,34,98.0,NP_001262537.1
XP_002103556.1,1.21e-73,212.0,100,99.038,NP_731817.1
XP_002103559.1,1.5999999999999998e-134,372.0,100,100.0,NP_524631.1
XP_002103562.1,0.0,1969.0,100,98.061,NP_650291.1
XP_002103567.2,0.0,828.0,100,97.8,NP_650288.1
XP_002103568.1,0.0,523.0,100,99.6,NP_650287.3
XP_002103569.1,1.6299999999999998e-60,179.0,100,98.095,NP_731810.1
XP_002103570.1,4.73e-59,176.0,100,96.19,NP_731810.1
XP_002103572.1,0.0,1876.0,100,97.18,NP_650284.2
XP_002103574.1,2.7399999999999997e-60,177.0,100,100.0,NP_001262535.1
XP_002103575.2,0.0,536.0,93,75.358,NP_731802.1
XP_002103577.1,4.43e-70,203.0,100,97.03,NP_001097771.1
XP_002103578.1,0.0,816.0,100,98.477,NP_477331.1
XP_002103579.3,2.5800000000000003e-123,344.0,100,90.71,NP_650280.1
XP_002103590.1,0.0,662.0,100,97.289,NP_731783.1
XP_002103591.1,6.02e-96,271.0,100,99.27,NP_650270.1
XP_002103592.1,0.0,565.0,100,96.865,NP_001034050.1
XP_002103594.3,0.0,1338.0,100,98.165,NP_731780.1
XP_002103596.3,0.0,640.0,90,92.201,NP_731779.1
XP_002103600.1,6.65e-177,484.0,100,95.455,NP_731777.1
XP_002103602.1,0.0,807.0,100,98.477,NP_650264.1
XP_002103603.1,4.66e-154,426.0,100,87.083,NP_731776.1
XP_002103604.1,7.64e-113,317.0,100,94.048,NP_650262.2
XP_002103606.1,3.76e-173,477.0,99,87.313,NP_650261.1
XP_002103607.1,2.0899999999999998e-176,483.0,100,99.142,NP_650260.1
XP_002103615.2,0.0,2340.0,100,99.298,NP_650257.1
XP_002103616.1,0.0,996.0,100,98.354,NP_650256.2
XP_002103618.2,0.0,1293.0,100,99.21,NP_524339.1
XP_002103622.1,0.0,779.0,100,94.975,NP_650254.1
XP_002103624.1,1.04e-79,228.0,100,99.091,NP_524942.1
XP_002103627.1,0.0,593.0,100,94.915,NP_650252.1
XP_002103628.1,1.2e-180,498.0,100,95.533,NP_650251.1
XP_002103632.1,0.0,755.0,100,97.587,NP_650248.1
XP_002103633.1,0.0,907.0,100,96.681,NP_650247.1
XP_002103634.1,0.0,834.0,100,93.735,NP_524335.1
XP_002103636.1,0.0,640.0,100,92.771,NP_650245.1
XP_002103638.1,0.0,1003.0,98,96.071,NP_650243.2
XP_002103640.1,1.2e-86,250.0,100,76.705,NP_001262512.1
XP_002103641.1,0.0,1025.0,100,96.471,NP_731751.1
XP_002103642.1,2.98e-150,416.0,99,91.403,NP_650239.1
XP_002103646.1,0.0,630.0,100,87.608,NP_650236.1
XP_002103650.1,1.09e-158,437.0,100,94.714,NP_788664.2
XP_002103659.2,0.0,1553.0,100,98.037,NP_524880.2
XP_002103662.1,9.140000000000001e-70,203.0,100,95.455,NP_650227.1
XP_002103663.1,0.0,1102.0,100,100.0,NP_731737.1
XP_002103665.1,6.65e-97,273.0,100,96.296,NP_650225.2
XP_002103666.1,0.0,777.0,100,99.734,NP_524331.2
XP_002103667.1,2.79e-106,298.0,100,100.0,NP_731735.1
XP_002103668.1,0.0,957.0,99,97.881,NP_536750.2
XP_002103670.1,0.0,1012.0,100,98.178,NP_650224.3
XP_002103671.1,0.0,1361.0,100,93.732,NP_524330.2
XP_002103672.1,0.0,599.0,100,99.308,NP_650223.1
XP_002103674.1,0.0,1028.0,100,91.68,NP_650220.2
XP_002103675.1,0.0,838.0,100,99.753,NP_650219.2
XP_002103678.1,0.0,771.0,99,94.832,NP_001036710.1
XP_002103679.1,0.0,780.0,99,96.632,NP_652714.2
XP_002103681.1,3.39e-125,347.0,100,100.0,NP_731727.2
XP_002103685.1,7.11e-139,384.0,100,97.906,NP_524329.1
XP_002103690.1,0.0,1397.0,100,98.544,NP_650208.1
XP_002103693.1,0.0,868.0,100,94.845,NP_650205.1
XP_002103694.1,0.0,883.0,100,100.0,NP_650203.3
XP_002103695.2,0.0,612.0,97,77.041,NP_650202.1
XP_002103697.2,3.89e-50,152.0,90,88.095,NP_001369012.1
XP_002103699.1,0.0,734.0,100,97.784,NP_650201.1
XP_002103701.1,0.0,676.0,100,97.626,NP_650198.1
XP_002103702.1,7.050000000000001e-179,489.0,100,100.0,NP_524328.1
XP_002103704.1,0.0,809.0,100,98.99,NP_650196.1
XP_002103705.2,0.0,748.0,100,96.505,NP_650195.1
XP_002103708.1,6.600000000000001e-110,310.0,100,88.95,NP_650194.1
XP_002103709.1,0.0,718.0,100,99.148,NP_524327.1
XP_002103713.1,0.0,887.0,100,98.595,NP_650191.1
XP_002103714.1,0.0,871.0,100,97.216,NP_650190.1
XP_002103717.1,0.0,1048.0,100,97.093,NP_650189.1
XP_002103718.1,0.0,997.0,100,95.21,NP_001303465.1
XP_002103719.1,0.0,1016.0,100,97.211,NP_001303464.1
XP_002103723.3,0.0,505.0,96,100.0,NP_001138040.1
XP_002103725.1,0.0,523.0,100,96.154,NP_001287304.1
XP_002103726.1,1.56e-158,436.0,100,98.113,NP_524916.1
XP_002103736.1,2.9e-163,448.0,100,96.847,NP_650180.1
XP_002103737.2,1.1800000000000001e-169,466.0,84,100.0,NP_650179.1
XP_002103738.1,0.0,2215.0,100,93.436,NP_731688.2
XP_002103739.2,0.0,571.0,100,93.728,NP_650177.2
XP_002103740.2,0.0,664.0,100,97.231,NP_650176.3
XP_002103741.2,0.0,858.0,100,88.793,NP_650175.2
XP_002103743.2,0.0,652.0,100,83.503,NP_650174.1
XP_002103746.1,4.77e-58,171.0,100,97.701,NP_001163595.1
XP_002103747.1,1.67e-32,109.0,84,90.526,NP_650172.1
XP_002103748.1,0.0,1408.0,100,94.993,NP_650171.2
XP_002103752.2,0.0,602.0,100,98.63,NP_652041.2
XP_002103754.1,0.0,541.0,100,97.753,NP_650167.1
XP_002103755.1,0.0,584.0,99,99.645,NP_650166.2
XP_002103757.2,0.0,808.0,100,96.437,NP_650164.1
XP_002103758.1,0.0,832.0,100,97.108,NP_650163.2
XP_002103760.1,2.8199999999999997e-24,85.5,100,97.297,NP_001247074.1
XP_002103762.2,0.0,810.0,100,98.232,NP_731676.2
XP_002103764.1,0.0,1122.0,100,96.733,NP_731675.1
XP_002103776.2,0.0,1420.0,100,95.218,NP_650149.1
XP_002103779.1,1.11e-146,405.0,100,96.059,NP_001163593.1
XP_002103780.2,0.0,787.0,100,99.219,NP_650146.1
XP_002103782.1,0.0,2174.0,100,96.211,NP_001097755.1
XP_002103783.1,0.0,1175.0,100,97.217,NP_001262494.1
XP_002103787.1,0.0,691.0,100,97.368,NP_650140.1
XP_002103789.2,0.0,697.0,93,97.391,NP_650138.1
XP_002103794.1,0.0,815.0,100,94.299,NP_476749.1
XP_002103795.1,0.0,1062.0,100,94.238,NP_650132.1
XP_002103799.1,0.0,1249.0,100,92.2,NP_650130.1
XP_002103801.1,0.0,511.0,100,100.0,NP_650128.1
XP_002103804.1,0.0,1486.0,100,94.785,NP_650124.1
XP_002103805.2,0.0,1049.0,100,98.081,NP_650123.1
XP_002103818.1,0.0,1010.0,100,97.791,NP_650111.3
XP_002103820.2,0.0,718.0,100,99.13,NP_650110.3
XP_002103823.1,9.68e-149,410.0,100,98.039,NP_650108.2
XP_002103824.1,4.9e-111,313.0,100,82.162,NP_524323.2
XP_002103825.1,0.0,825.0,100,91.704,NP_650107.1
XP_002103826.2,0.0,617.0,86,97.712,NP_001262481.1
XP_002103827.1,5.7e-145,400.0,100,99.487,NP_524322.1
XP_002103828.2,0.0,735.0,100,90.331,NP_001097750.1
XP_002103830.2,0.0,1751.0,100,94.637,NP_650104.2
XP_002103832.1,0.0,603.0,100,98.649,NP_524321.1
XP_002103835.1,5.82e-100,281.0,100,98.551,NP_650101.1
XP_002103842.1,0.0,783.0,100,93.705,NP_652712.2
XP_002103845.1,0.0,726.0,100,95.756,NP_650094.1
XP_002103846.1,0.0,692.0,100,88.8,NP_731602.1
XP_002103847.1,0.0,808.0,100,92.289,NP_650092.4
XP_002103856.1,2.18e-121,341.0,100,85.366,NP_650082.1
XP_002103865.2,0.0,848.0,100,97.143,NP_650074.1
XP_002103866.1,2.76e-140,388.0,100,97.382,NP_650073.1
XP_002103867.1,1.64e-113,317.0,100,97.468,NP_650072.2
XP_002103870.1,0.0,2078.0,100,98.428,NP_650068.1
XP_002103871.1,0.0,1246.0,99,95.238,NP_536773.1
XP_002103872.1,6.63e-146,402.0,100,99.485,NP_650067.1
XP_002103873.1,1.3000000000000002e-129,361.0,100,95.918,NP_524318.1
XP_002103882.1,0.0,940.0,100,99.359,NP_650064.1
XP_002103883.1,3.25e-57,172.0,96,83.505,NP_001260865.1
XP_002103886.1,0.0,885.0,100,97.483,NP_650054.2
XP_002103887.1,0.0,1380.0,100,98.273,NP_650055.1
XP_002103889.1,2.1600000000000002e-57,170.0,100,100.0,NP_650057.1
XP_002103890.1,0.0,722.0,100,98.039,NP_650058.1
XP_002103891.1,5.69e-35,115.0,98,46.259,NP_001247041.1
XP_002103892.2,0.0,650.0,100,92.962,NP_731558.1
XP_002103893.1,0.0,875.0,100,94.619,NP_650060.1
XP_002103894.3,0.0,541.0,100,98.855,NP_001287282.1
XP_002103895.1,0.0,860.0,100,100.0,NP_731548.2
XP_002103897.1,0.0,1181.0,100,92.532,NP_650051.1
XP_002103898.1,0.0,726.0,100,96.409,NP_001097748.1
XP_002103899.1,3.0299999999999997e-81,233.0,100,100.0,NP_524315.2
XP_002103903.1,2.21e-76,220.0,100,92.982,NP_650044.1
XP_002103904.2,0.0,1009.0,100,93.536,NP_001262470.1
XP_002103905.1,0.0,986.0,97,92.146,NP_652619.1
XP_002103906.1,0.0,1015.0,100,93.296,NP_524314.2
XP_002103907.3,0.0,1001.0,94,94.851,NP_652623.2
XP_002103909.1,0.0,989.0,100,91.841,NP_652622.3
XP_002103910.1,0.0,1101.0,100,96.545,NP_001262469.1
XP_002103912.1,0.0,989.0,100,94.434,NP_652625.2
XP_002103913.2,0.0,1597.0,100,98.084,NP_650042.2
XP_002103915.1,0.0,996.0,100,94.004,NP_001097744.1
XP_002103916.1,4.8e-159,441.0,90,94.979,NP_650041.1
XP_002103919.1,0.0,756.0,100,93.651,NP_650038.2
XP_002103922.1,0.0,1043.0,100,98.462,NP_650037.2
XP_002103928.2,0.0,727.0,100,99.167,NP_524311.1
XP_002103929.1,0.0,879.0,100,100.0,NP_650031.1
XP_002103930.1,0.0,772.0,100,99.736,NP_524310.1
XP_002103931.1,0.0,580.0,100,97.595,NP_001262468.1
XP_002103934.1,0.0,880.0,100,96.637,NP_650028.1
XP_002103935.1,0.0,552.0,100,96.727,NP_650027.1
XP_002103945.1,0.0,1070.0,100,92.675,NP_001262467.1
XP_002103948.1,1.55e-97,275.0,100,96.377,NP_650018.1
XP_002103949.1,0.0,1519.0,100,100.0,NP_524308.2
XP_002103951.1,5.38e-106,297.0,100,100.0,NP_731510.1
XP_002103952.2,0.0,816.0,100,96.088,NP_524306.3
XP_002103953.1,0.0,531.0,100,98.851,NP_650016.1
XP_002103955.1,0.0,570.0,100,99.278,NP_524305.2
XP_002103957.2,4.6900000000000005e-164,450.0,100,100.0,NP_731500.1
XP_002103959.1,0.0,1050.0,100,97.701,NP_650012.2
XP_002103961.1,3.64e-97,275.0,100,87.755,NP_650011.1
XP_002103962.1,2.0500000000000002e-169,470.0,100,88.776,NP_650010.1
XP_002103963.1,0.0,1008.0,100,99.795,NP_650009.1
XP_002103964.1,3.37e-144,398.0,100,97.449,NP_731495.1
XP_002103966.1,3.16e-86,246.0,100,94.444,NP_650007.1
XP_002103967.1,0.0,959.0,100,94.792,NP_731492.1
XP_002103968.1,0.0,978.0,100,97.083,NP_731491.2
XP_002103969.1,0.0,1952.0,100,98.76,NP_731489.2
XP_002103973.1,0.0,581.0,99,66.749,NP_650004.1
XP_002103977.1,0.0,1009.0,100,100.0,NP_476576.1
XP_002103982.1,0.0,1180.0,100,97.256,NP_650002.1
XP_002103983.2,2.3799999999999997e-165,454.0,99,95.614,NP_650001.2
XP_002103985.1,0.0,1845.0,100,98.318,NP_650000.1
XP_002103989.2,0.0,1444.0,100,97.234,NP_524302.1
XP_002103994.1,0.0,551.0,100,94.881,NP_649996.1
XP_002103995.1,0.0,1160.0,100,99.302,NP_001262459.1
XP_002103998.1,0.0,927.0,100,99.781,NP_652608.1
XP_002104003.2,1.7e-82,235.0,100,98.246,NP_001036703.1
XP_002104014.2,0.0,1411.0,100,98.984,NP_649981.1
XP_002104016.2,0.0,569.0,100,97.173,NP_649980.1
XP_002104017.1,0.0,624.0,100,98.026,NP_001287268.1
XP_002104021.1,1.7799999999999998e-134,372.0,100,98.907,NP_001027169.1
XP_002104023.1,6.47e-135,374.0,100,91.282,NP_001027167.1
XP_002104024.2,1.54e-147,408.0,96,90.698,NP_001027166.1
XP_002104027.1,1.65e-122,341.0,100,98.266,NP_649975.1
XP_002104028.2,7.6e-121,339.0,73,97.619,NP_731439.2
XP_002104029.2,0.0,756.0,100,96.85,NP_649974.1
XP_002104030.1,0.0,1129.0,100,95.06,NP_649973.1
XP_002104031.2,6.88e-149,410.0,98,97.537,NP_649972.1
XP_002104032.1,0.0,867.0,99,95.796,NP_649971.1
XP_002104033.1,4.52e-151,416.0,100,98.522,NP_649970.1
XP_002104034.1,0.0,665.0,100,97.59,NP_649969.1
XP_002104035.1,1.2e-107,302.0,100,95.513,NP_001287265.1
XP_002104040.2,0.0,733.0,100,91.184,NP_731426.1
XP_002104043.1,0.0,1107.0,100,99.245,NP_001262445.1
XP_002104045.3,0.0,583.0,100,100.0,NP_001262442.1
XP_002104048.2,0.0,526.0,100,96.591,NP_731419.1
XP_002104049.1,7.48e-172,474.0,100,91.321,NP_649958.2
XP_002104050.1,0.0,524.0,100,97.71,NP_649957.1
XP_002104052.1,0.0,524.0,100,95.849,NP_649955.1
XP_002104054.1,0.0,1237.0,100,98.182,NP_649953.1
XP_002104055.1,7.05e-20,72.0,100,97.5,NP_001262438.1
XP_002104057.1,3.5799999999999997e-38,119.0,100,100.0,NP_731407.2
XP_002104063.2,0.0,769.0,100,100.0,NP_649950.1
XP_002104068.1,0.0,2109.0,99,96.207,NP_649937.1
XP_002104069.1,0.0,1078.0,100,98.462,NP_524946.1
XP_002104070.1,0.0,508.0,100,98.413,NP_001287263.1
XP_002104072.1,0.0,1938.0,100,99.468,NP_001262432.1
XP_002104073.1,0.0,941.0,100,100.0,NP_524297.1
XP_002104077.2,0.0,1570.0,100,90.341,NP_524295.1
XP_002104079.2,0.0,513.0,100,98.394,"NP_649928.1, NP_788618.1"
XP_002104080.1,4.7800000000000006e-164,450.0,100,99.537,NP_788616.1
XP_002104082.1,0.0,796.0,100,98.45,NP_649926.2
XP_002104084.1,0.0,1371.0,100,93.02,NP_649924.1
XP_002104090.1,0.0,823.0,100,99.754,NP_001262430.1
XP_002104091.1,0.0,714.0,100,92.689,NP_649920.2
XP_002104095.2,0.0,1022.0,100,99.197,NP_649916.1
XP_002104098.1,1.41e-108,306.0,100,83.333,NP_001027165.1
XP_002104099.2,0.0,1458.0,100,92.325,NP_649914.1
