NCBI GeneID	Symbol	Description	Taxonomic Name	Common Name	Gene Type	Transcripts	Gene Group Identifier	Gene Group Method	Chromosomes	Nomenclature ID	Ensembl GeneIDs	Annotation Genomic Range Accession 	Annotation Genomic Range Start	Annotation Genomic Range Stop	OMIM IDs	Orientation	Proteins	Synonyms	Taxonomic ID	SwissProt Accessions
6726278	LOC6726278	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial	Drosophila simulans		PROTEIN_CODING	1	32740	NCBI Ortholog	X	LOC6726278		NC_052525.2	17106535	17107783		plus	1	GD15675,GD15675-PA	7240	
6726279	LOC6726279	uncharacterized LOC6726279	Drosophila simulans		PROTEIN_CODING	1	32739	NCBI Ortholog	X	LOC6726279		NC_052525.2	17103914	17106253		minus	1	GD17351,GD17351-PA	7240	
6726280	LOC6726280	uncharacterized LOC6726280	Drosophila simulans		PROTEIN_CODING	1	32738	NCBI Ortholog	X	LOC6726280		NC_052525.2	17102321	17103654		minus	1	GD17352,GD17352-PA	7240	
6726281	LOC6726281	transmembrane protein 41 homolog	Drosophila simulans		PROTEIN_CODING	1	32737	NCBI Ortholog	X	LOC6726281		NC_052525.2	17097518	17102060		minus	1	GD17353,GD17353-PA	7240	
6726282	LOC6726282	uncharacterized LOC6726282	Drosophila simulans		PROTEIN_CODING	6	252671	NCBI Ortholog	X	LOC6726282		NC_052525.2	17074033	17081335		plus	6	GD15674,GD15674-PB,GD15674-PC,GD15674-PD,GD15674-PE,GD15674-PF,GD15674-PG,GD15674-PH	7240	
6726283	LOC6726283	uncharacterized protein DDB_G0271670	Drosophila simulans		PROTEIN_CODING	3	32734	NCBI Ortholog	X	LOC6726283		NC_052525.2	17054860	17073776		plus	3	GD15673,GD15673-PA,GD15673-PB,GD15673-PC	7240	
6726284	LOC6726284	uncharacterized LOC6726284	Drosophila simulans		PROTEIN_CODING	3	32733	NCBI Ortholog	X	LOC6726284		NC_052525.2	17063615	17066614		plus	3	GD15672,GD15672-PB,GD15672-PC,GD15672-PD,GD15672-PE,GD15672-PF	7240	
6726285	LOC6726285	rho guanine nucleotide exchange factor 10	Drosophila simulans		PROTEIN_CODING	2	32729	NCBI Ortholog	X	LOC6726285		NC_052525.2	16928177	17032867		minus	2	GD17354,GD17354-PB	7240	
6726286	LOC6726286	spore wall protein 2	Drosophila simulans		PROTEIN_CODING	1	32728	NCBI Ortholog	X	LOC6726286		NC_052525.2	16921143	16924592		minus	1	GD17356,GD17356-PB	7240	
6726287	LOC6726287	uncharacterized LOC6726287	Drosophila simulans		PROTEIN_CODING	3	32727	NCBI Ortholog	X	LOC6726287		NC_052525.2	16918586	16920956		minus	3	GD17357,GD17357-PA,GD17357-PB	7240	
6726289	LOC6726289	cytosolic endo-beta-N-acetylglucosaminidase	Drosophila simulans		PROTEIN_CODING	1	32726	NCBI Ortholog	X	LOC6726289		NC_052525.2	16895993	16901265		plus	1	GD15670,GD15670-PA	7240	
6726290	LOC6726290	uncharacterized LOC6726290	Drosophila simulans		PROTEIN_CODING	1	50350	NCBI Ortholog	X	LOC6726290		NC_052525.2	16895145	16916315		minus	1	GD17359,GD17359-PA	7240	
6726291	LOC6726291	probable ATP-dependent RNA helicase CG8611	Drosophila simulans		PROTEIN_CODING	1	32725	NCBI Ortholog	X	LOC6726291		NC_052525.2	16886354	16894657		minus	1	GD17360,GD17360-PB	7240	
6726293	LOC6726293	homeobox protein B-H1	Drosophila simulans		PROTEIN_CODING	2	32724	NCBI Ortholog	X	LOC6726293		NC_052525.2	16869910	16875728		plus	2	GD15668,GD15668-PA,GD15668-PB	7240	
6726295	LOC6726295	homeobox protein B-H2	Drosophila simulans		PROTEIN_CODING	2	32723	NCBI Ortholog	X	LOC6726295		NC_052525.2	16787334	16796829		plus	2	GD15666,GD28216,GD15666-PB,GD28216-PA	7240	
6726296	LOC6726296	protein ILRUN	Drosophila simulans		PROTEIN_CODING	2	32722	NCBI Ortholog	X	LOC6726296		NC_052525.2	16775380	16778373		plus	2	GD15665,GD15665-PA	7240	
6726297	LOC6726297	ras GTPase-activating protein raskol	Drosophila simulans		PROTEIN_CODING	12	32754	NCBI Ortholog	X	LOC6726297		NC_052525.2	17184133	17225346		plus	12	GD17363,GD17363-PB,GD17363-PC,GD17363-PD,GD17363-PE,GD17363-PF,GD17363-PG,GD17363-PH,GD17363-PI,GD17363-PJ,GD17363-PK,GD17363-PL,GD17363-PM	7240	
6726301	LOC6726301	uncharacterized LOC6726301	Drosophila simulans		PROTEIN_CODING	1	32761	NCBI Ortholog	X	LOC6726301		NC_052525.2	17303383	17313985		plus	1	GD17365,GD17365-PB	7240	
6726302	LOC6726302	transcription initiation factor TFIID subunit 9	Drosophila simulans		PROTEIN_CODING	1	32762	NCBI Ortholog	X	LOC6726302		NC_052525.2	17314395	17315600		plus	1	GD17368,GD17368-PA	7240	
6726303	LOC6726303	replication factor C subunit 4	Drosophila simulans		PROTEIN_CODING	1	32763	NCBI Ortholog	X	LOC6726303		NC_052525.2	17315589	17316981		minus	1	GD15662,GD15662-PB	7240	
6726304	LOC6726304	uncharacterized LOC6726304	Drosophila simulans		PROTEIN_CODING	1	32767	NCBI Ortholog	X	LOC6726304		NC_052525.2	17324183	17325041		minus	1	GD15661,GD15661-PA	7240	
6726305	LOC6726305	laccase	Drosophila simulans		PROTEIN_CODING	1	326221	NCBI Ortholog	X	LOC6726305		NC_052525.2	17325232	17328532		minus	1	GD15660,GD15660-PB	7240	
6726306	LOC6726306	putative sulfiredoxin	Drosophila simulans		PROTEIN_CODING	2	32768	NCBI Ortholog	X	LOC6726306		NC_052525.2	17329360	17330883		plus	2	GD17370,GD17370-PA,GD17370-PB	7240	
6726307	LOC6726307	actin-related protein 8	Drosophila simulans		PROTEIN_CODING	1	32769	NCBI Ortholog	X	LOC6726307		NC_052525.2	17330065	17333135		minus	1	GD15659,GD15659-PA,GD15659-PB	7240	
6726308	LOC6726308	zinc finger protein 622	Drosophila simulans		PROTEIN_CODING	1	32770	NCBI Ortholog	X	LOC6726308		NC_052525.2	17333282	17334999		plus	1	GD17371,GD17371-PA	7240	
6726309	LOC6726309	serine/threonine-protein kinase minibrain	Drosophila simulans		PROTEIN_CODING	6	32771	NCBI Ortholog	X	LOC6726309		NC_052525.2	17335057	17359804		minus	6	GD15658,GD15658-PA,GD15658-PB,GD15658-PC,GD15658-PD,GD15658-PE	7240	
6726310	LOC6726310	uncharacterized LOC6726310	Drosophila simulans		PROTEIN_CODING	1	32774	NCBI Ortholog	X	LOC6726310		NC_052525.2	17356342	17358083		plus	1	GD17372,GD17372-PA	7240	
6726311	LOC6726311	fibrinogen-like protein 1	Drosophila simulans		PROTEIN_CODING	1	32773	NCBI Ortholog	X	LOC6726311		NC_052525.2	17360313	17361864		plus	1	GD17373,GD17373-PA	7240	
6726312	LOC6726312	glutathione synthetase	Drosophila simulans		PROTEIN_CODING	9	318053	NCBI Ortholog	X	LOC6726312		NC_052525.2	17362019	17368332		plus	8	GD17374,GD17374-PB,GD17374-PC,GD17374-PD,GD17374-PF,GD17374-PG,GD17374-PH,GD17374-PI,GD17374-PJ	7240	
6726313	LOC6726313	mitochondrial fission process protein 1	Drosophila simulans		PROTEIN_CODING	1	32776	NCBI Ortholog	X	LOC6726313		NC_052525.2	17368333	17369592		minus	1	GD15657,GD15657-PA	7240	
6726314	LOC6726314	vacuolar protein sorting-associated protein 4	Drosophila simulans		PROTEIN_CODING	1	32777	NCBI Ortholog	X	LOC6726314		NC_052525.2	17369933	17373012		plus	1	GD17375,GD17375-PA	7240	
6726315	LOC6726315	uncharacterized LOC6726315	Drosophila simulans		PROTEIN_CODING	2	32778	NCBI Ortholog	X	LOC6726315		NC_052525.2	17373767	17386424		plus	2	GD17376,GD17376-PA	7240	
6726317	LOC6726317	potassium voltage-gated channel protein Shaker	Drosophila simulans		PROTEIN_CODING	16			X	LOC6726317		NC_052525.2	17396545	17514827		minus	16	GD15655,GD15655-PB,GD15655-PC,GD15655-PD,GD15655-PE,GD15655-PF,GD15655-PG	7240	
6726319	LOC6726319	uncharacterized LOC6726319	Drosophila simulans		PROTEIN_CODING	1	32782	NCBI Ortholog	X	LOC6726319		NC_052525.2	17490880	17495276		plus	1	GD17379,GD17379-PA	7240	
6726322	LOC6726322	dynein axonemal intermediate chain 7 homolog	Drosophila simulans		PROTEIN_CODING	1	32784	NCBI Ortholog	X	LOC6726322		NC_052525.2	17518266	17523084		plus	1	GD17382,GD17382-PB	7240	
6726323	LOC6726323	transcriptional protein SWT1	Drosophila simulans		PROTEIN_CODING	2	32788	NCBI Ortholog	X	LOC6726323		NC_052525.2	17563243	17565026		minus	1	GD15653,GD15653-PB	7240	
6726324	LOC6726324	3-hydroxyacyl-CoA dehydrogenase type-2	Drosophila simulans		PROTEIN_CODING	1	32789	NCBI Ortholog	X	LOC6726324		NC_052525.2	17565434	17567000		plus	1	GD17383,GD17383-PB	7240	
6726326	LOC6726326	rho GTPase-activating protein 15	Drosophila simulans		PROTEIN_CODING	3	32790	NCBI Ortholog	X	LOC6726326		NC_052525.2	17567269	17571439		plus	3	GD17385,GD29600,GD17385-PB,GD29600-PA	7240	
6726328	LOC6726328	uncharacterized LOC6726328	Drosophila simulans		PROTEIN_CODING	2	32805	NCBI Ortholog	X	LOC6726328		NC_052525.2	17721240	17725880		minus	2	GD15650,GD15650-PB,GD15650-PC	7240	
6726331	LOC6726331	uncharacterized LOC6726331	Drosophila simulans		PROTEIN_CODING	1	32813	NCBI Ortholog	X	LOC6726331		NC_052525.2	17785809	17788852		minus	1	GD15648,GD15648-PA	7240	
6726334	LOC6726334	pneumococcal serine-rich repeat protein	Drosophila simulans		PROTEIN_CODING	1	32815	NCBI Ortholog	X	LOC6726334		NC_052525.2	17802864	17835385		minus	1	GD15646,GD15646-PB	7240	
6726338	LOC6726338	allantoinase	Drosophila simulans		PROTEIN_CODING	3	32816	NCBI Ortholog	X	LOC6726338		NC_052525.2	17837052	17840939		plus	3	GD17391,GD17391-PA,GD17391-PB	7240	
6726339	LOC6726339	cyclic AMP response element-binding protein B	Drosophila simulans		PROTEIN_CODING	8	32817	NCBI Ortholog	X	LOC6726339		NC_052525.2	17844307	17854239		plus	8	GD17392,GD17392-PB	7240	
6726341	LOC6726341	nitric oxide synthase-interacting protein homolog	Drosophila simulans		PROTEIN_CODING	1	32819	NCBI Ortholog	X	LOC6726341		NC_052525.2	17857727	17859138		plus	1	GD17393,GD17393-PB	7240	
6726342	LOC6726342	coatomer subunit beta	Drosophila simulans		PROTEIN_CODING	1	32820	NCBI Ortholog	X	LOC6726342		NC_052525.2	17859221	17862941		minus	1	GD15643,GD15643-PB	7240	
6726346	LOC6726346	cytosolic purine 5'-nucleotidase	Drosophila simulans		PROTEIN_CODING	5	32822	NCBI Ortholog	X	LOC6726346		NC_052525.2	17868090	17887739		minus	5	GD15638,GD15638-PB	7240	
6726347	LOC6726347	cuticle protein 21.3	Drosophila simulans		PROTEIN_CODING	2	32825	NCBI Ortholog	X	LOC6726347		NC_052525.2	17899734	17904339		plus	2	GD17394,GD17394-PB,GD17394-PC	7240	
6726348	LOC6726348	mediator of RNA polymerase II transcription subunit 8	Drosophila simulans		PROTEIN_CODING	1	32826	NCBI Ortholog	X	LOC6726348		NC_052525.2	17907695	17909250		minus	1	GD15637,GD15637-PA	7240	
6726349	LOC6726349	uncharacterized LOC6726349	Drosophila simulans		PROTEIN_CODING	1	32827	NCBI Ortholog	X	LOC6726349		NC_052525.2	17909369	17910155		plus	1	GD17395,GD17395-PA	7240	
6726350	LOC6726350	uncharacterized LOC6726350	Drosophila simulans		PROTEIN_CODING	2	14462410	NCBI Ortholog	X	LOC6726350		NC_052525.2	17911567	17911973		plus	2	GD17396,GD17396-PB,GD17396-PC	7240	
6726352	LOC6726352	serine protease Hayan	Drosophila simulans		PROTEIN_CODING	4	32831	NCBI Ortholog	X	LOC6726352		NC_052525.2	17952074	17955729		minus	4	GD15634,GD15634-PB,GD15634-PC,GD15634-PD	7240	
6726353	LOC6726353	uncharacterized LOC6726353	Drosophila simulans		PROTEIN_CODING	1			X	LOC6726353		NC_052525.2	17961987	17963226		minus	1	GD15633,GD15633-PA	7240	
6726354	LOC6726354	uncharacterized LOC6726354	Drosophila simulans		PROTEIN_CODING	1	32834	NCBI Ortholog	X	LOC6726354		NC_052525.2	17963561	17964396		minus	1	GD15632,GD15632-PA	7240	
6726355	LOC6726355	uncharacterized LOC6726355	Drosophila simulans		PROTEIN_CODING	1	32835	NCBI Ortholog	X	LOC6726355		NC_052525.2	17965542	17966551		minus	1	GD15631,GD15631-PA	7240	
6726356	LOC6726356	N-acetylgalactosaminyltransferase 7	Drosophila simulans		PROTEIN_CODING	1	32836	NCBI Ortholog	X	LOC6726356		NC_052525.2	17967518	17972282		minus	1	GD15630,GD15630-PB	7240	
6726357	LOC6726357	DNA repair protein XRCC2	Drosophila simulans		PROTEIN_CODING	1	32837	NCBI Ortholog	X	LOC6726357		NC_052525.2	17972367	17973389		plus	1	GD17397,GD17397-PA	7240	
6726358	LOC6726358	protein Wnt-5	Drosophila simulans		PROTEIN_CODING	1	32838	NCBI Ortholog	X	LOC6726358		NC_052525.2	17973820	17977665		minus	1	GD15629,GD15629-PB	7240	
6726360	LOC6726360	uncharacterized LOC6726360	Drosophila simulans		PROTEIN_CODING	1	32840	NCBI Ortholog	X	LOC6726360		NC_052525.2	17985103	17987110		minus	1	GD15627,GD15627-PB	7240	
6726361	LOC6726361	histidine--tRNA ligase, cytoplasmic	Drosophila simulans		PROTEIN_CODING	3	32841	NCBI Ortholog	X	LOC6726361		NC_052525.2	17987763	17992626		plus	3	GD17398,GD17398-PB,GD17398-PC,GD17398-PD	7240	
6726363	LOC6726363	uncharacterized LOC6726363	Drosophila simulans		PROTEIN_CODING	1	32846	NCBI Ortholog	X	LOC6726363		NC_052525.2	17987763	18041862		plus	1	GD17400,GD17400-PB	7240	
6726369	LOC6726369	cholecystokinin receptor	Drosophila simulans		PROTEIN_CODING	1	32860	NCBI Ortholog	X	LOC6726369		NC_052525.2	18176882	18195892		minus	1	GD15623,GD15623-PB	7240	
6726370	LOC6726370	probable cytochrome P450 308a1	Drosophila simulans		PROTEIN_CODING	2	32859	NCBI Ortholog	X	LOC6726370		NC_052525.2	18179250	18181050		plus	2	GD17403,GD17403-PA	7240	
6726375	LOC6726375	cholecystokinin receptor type A	Drosophila simulans		PROTEIN_CODING	2	32864	NCBI Ortholog	X	LOC6726375		NC_052525.2	18231237	18240614		minus	2	GD15618,GD15618-PA,GD15618-PB	7240	
6726377	LOC6726377	coactosin-like protein	Drosophila simulans		PROTEIN_CODING	1	32865	NCBI Ortholog	X	LOC6726377		NC_052525.2	18242039	18248183		plus	1	GD17404,GD17404-PA	7240	
6726378	LOC6726378	uncharacterized LOC6726378	Drosophila simulans		PROTEIN_CODING	1			X	LOC6726378		NC_052525.2	18247908	18250388		minus	1	GD15615,GD15616,GD27500,GD15615-PB,GD15616-PB,GD27500-PA	7240	
6726380	LOC6726380	serine/threonine-protein kinase S6KL	Drosophila simulans		PROTEIN_CODING	2	45970	NCBI Ortholog	X	LOC6726380		NC_052525.2	18255328	18272595		plus	2	GD17405,GD17405-PB,GD17405-PC,GD17405-PD,GD17405-PE	7240	
6726383	LOC6726383	uncharacterized LOC6726383	Drosophila simulans		PROTEIN_CODING	1	32873	NCBI Ortholog	X	LOC6726383		NC_052525.2	18273178	18278463		plus	1	GD17407,GD17407-PA	7240	
6726385	LOC6726385	uncharacterized LOC6726385	Drosophila simulans		PROTEIN_CODING	2	32874	NCBI Ortholog	X	LOC6726385		NC_052525.2	18279911	18295881		plus	2	GD17409,GD17409-PB	7240	
6726386	LOC6726386	zinc finger protein 343	Drosophila simulans		PROTEIN_CODING	1	32875	NCBI Ortholog	X	LOC6726386		NC_052525.2	18297007	18298772		plus	1	GD17411,GD17411-PA	7240	
6726388	LOC6726388	vascular endothelial growth factor C	Drosophila simulans		PROTEIN_CODING	3	32876	NCBI Ortholog	X	LOC6726388		NC_052525.2	18298950	18309186		plus	2	GD17412,GD17412-PB	7240	
6726390	LOC6726390	uncharacterized LOC6726390	Drosophila simulans		PROTEIN_CODING	1	32882	NCBI Ortholog	X	LOC6726390		NC_052525.2	18327109	18329958		minus	1	GD15612,GD15612-PB	7240	
6726391	LOC6726391	sulfite oxidase, mitochondrial	Drosophila simulans		PROTEIN_CODING	1	32878	NCBI Ortholog	X	LOC6726391		NC_052525.2	18312538	18314737		minus	1	GD15611,GD15611-PB	7240	
6726394	LOC6726394	ubiquitin carboxyl-terminal hydrolase MINDY-3 homolog	Drosophila simulans		PROTEIN_CODING	1	32885	NCBI Ortholog	X	LOC6726394		NC_052525.2	18350451	18354393		plus	1	GD17416,GD17416-PB	7240	
6726395	LOC6726395	succinate dehydrogenase [ubiquinone] iron-sulfur subunit	Drosophila simulans		PROTEIN_CODING	1	32887	NCBI Ortholog	X	LOC6726395		NC_052525.2	18361031	18362961		plus	1	GD17417,GD17417-PB	7240	
6726396	LOC6726396	dual specificity protein phosphatase 3	Drosophila simulans		PROTEIN_CODING	4	32888	NCBI Ortholog	X	LOC6726396		NC_052525.2	18366776	18376369		plus	4	GD17418,GD17418-PA,GD17418-PB,GD17418-PC,GD17418-PD	7240	
6726401	LOC6726401	keratin, type I cytoskeletal 9	Drosophila simulans		PROTEIN_CODING	1	32892	NCBI Ortholog	X	LOC6726401		NC_052525.2	18534951	18535911		plus	1	GD17423,GD17423-PB	7240	
6726403	LOC6726403	ctenidin-1	Drosophila simulans		PROTEIN_CODING	1	32893	NCBI Ortholog	X	LOC6726403		NC_052525.2	18538905	18539908		plus	1	GD17424,GD17424-PA,GD17424-PB	7240	
6726404	LOC6726404	myotrophin	Drosophila simulans		PROTEIN_CODING	1	32894	NCBI Ortholog	X	LOC6726404		NC_052525.2	18540309	18540906		minus	1	GD15607,GD15607-PB	7240	
6726410	LOC6726410	rho GTPase-activating protein 15	Drosophila simulans		PROTEIN_CODING	3	32898	NCBI Ortholog	X	LOC6726410		NC_052525.2	18599449	18623303		minus	3	GD15602,GD15602-PB,GD15602-PC	7240	
6726412	LOC6726412	innexin inx5	Drosophila simulans		PROTEIN_CODING	2	32901	NCBI Ortholog	X	LOC6726412		NC_052525.2	18626592	18628789		minus	2	GD15600,GD15600-PB,GD15600-PC	7240	
6726413	LOC6726413	uncharacterized protein F54F2.9	Drosophila simulans		PROTEIN_CODING	1	32902	NCBI Ortholog	X	LOC6726413		NC_052525.2	18634867	18637775		minus	1	GD15599,GD15599-PB	7240	
6726415	LOC6726415	band 7 protein AGAP004871	Drosophila simulans		PROTEIN_CODING	2	2768889	NCBI Ortholog	X	LOC6726415		NC_052525.2	18641271	18646250		plus	2	GD17427,GD17427-PA	7240	
6726417	LOC6726417	band 7 protein AGAP004871	Drosophila simulans		PROTEIN_CODING	1			X	LOC6726417		NC_052525.2	18645823	18648061		plus	1	GD17429,GD17429-PB,GD17429-PC	7240	
6726419	LOC6726419	NADH-cytochrome b5 reductase-like	Drosophila simulans		PROTEIN_CODING	1			X	LOC6726419		NC_052525.2	18655615	18656809		minus	1		7240	
6726420	LOC6726420	transmembrane protein 185B	Drosophila simulans		PROTEIN_CODING	2	32908	NCBI Ortholog	X	LOC6726420		NC_052525.2	18656853	18659324		plus	1	GD17431,GD17431-PA	7240	
6726421	LOC6726421	post-GPI attachment to proteins factor 2-like	Drosophila simulans		PROTEIN_CODING	3	32909	NCBI Ortholog	X	LOC6726421		NC_052525.2	18660587	18665190		minus	3	GD15597,GD15597-PA,GD15597-PB,GD15597-PC	7240	
6726423	LOC6726423	uncharacterized LOC6726423	Drosophila simulans		PROTEIN_CODING	1	32910	NCBI Ortholog	X	LOC6726423		NC_052525.2	18665509	18671927		minus	1		7240	
6726425	LOC6726425	uncharacterized LOC6726425	Drosophila simulans		PROTEIN_CODING	2	32911	NCBI Ortholog	X	LOC6726425		NC_052525.2	18676839	18679950		minus	2	GD15593,GD15593-PA	7240	
6726427	LOC6726427	flocculation protein FLO11	Drosophila simulans		PROTEIN_CODING	1	32912	NCBI Ortholog	X	LOC6726427		NC_052525.2	18681485	18683204		plus	1	GD17434,GD17434-PB	7240	
6726428	LOC6726428	mucin-1	Drosophila simulans		PROTEIN_CODING	1	32913	NCBI Ortholog	X	LOC6726428		NC_052525.2	18683834	18684983		plus	1	GD17435,GD17435-PA	7240	
6726430	LOC6726430	chromatin modification-related protein eaf-1	Drosophila simulans		PROTEIN_CODING	1	32914	NCBI Ortholog	X	LOC6726430		NC_052525.2	18689071	18704007		plus	1	GD17436,GD17436-PA	7240	
6726431	LOC6726431	uncharacterized LOC6726431	Drosophila simulans		PROTEIN_CODING	2	32915	NCBI Ortholog	X	LOC6726431		NC_052525.2	18704188	18709918		minus	2	GD15591,GD15591-PA,GD15591-PB	7240	
6726433	LOC6726433	protein-lysine N-methyltransferase EEF2KMT	Drosophila simulans		PROTEIN_CODING	1	32916	NCBI Ortholog	X	LOC6726433		NC_052525.2	18711570	18712836		plus	1	GD17437,GD17437-PB	7240	
6726434	LOC6726434	uncharacterized LOC6726434	Drosophila simulans		PROTEIN_CODING	1	32917	NCBI Ortholog	X	LOC6726434		NC_052525.2	18713063	18715410		minus	1	GD15589,GD15589-PA	7240	
6726437	LOC6726437	uncharacterized LOC6726437	Drosophila simulans		PROTEIN_CODING	1	32921	NCBI Ortholog	X	LOC6726437		NC_052525.2	18734487	18736779		minus	1	GD15588,GD15588-PA	7240	
6726438	LOC6726438	protein vav	Drosophila simulans		PROTEIN_CODING	5	32920	NCBI Ortholog	X	LOC6726438		NC_052525.2	18729855	18741102		plus	5	GD17440,GD17440-PB,GD17440-PC,GD17440-PD	7240	
6726440	LOC6726440	uncharacterized LOC6726440	Drosophila simulans		PROTEIN_CODING	1	318079	NCBI Ortholog	X	LOC6726440		NC_052525.2	18739678	18742641		minus	1	GD15587,GD15587-PB	7240	
6726441	LOC6726441	receptor-binding cancer antigen expressed on SiSo cells	Drosophila simulans		PROTEIN_CODING	1	32922	NCBI Ortholog	X	LOC6726441		NC_052525.2	18742790	18744713		minus	1	GD15586,GD15586-PB	7240	
6726442	LOC6726442	monocarboxylate transporter 7	Drosophila simulans		PROTEIN_CODING	3	32925	NCBI Ortholog	X	LOC6726442		NC_052525.2	18768619	18774963		minus	3	GD15585,GD15585-PA	7240	
6726443	LOC6726443	uncharacterized LOC6726443	Drosophila simulans		PROTEIN_CODING	1	32926	NCBI Ortholog	X	LOC6726443		NC_052525.2	18778203	18789280		minus	1	GD15584,GD15584-PA	7240	
6726447	LOC6726447	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	Drosophila simulans		PROTEIN_CODING	1	32936	NCBI Ortholog	X	LOC6726447		NC_052525.2	18959016	18959964		plus	1	GD17444,GD17444-PA	7240	
6726448	LOC6726448	splicing factor U2af large subunit A	Drosophila simulans		PROTEIN_CODING	1	32937	NCBI Ortholog	X	LOC6726448		NC_052525.2	18959884	18961023		minus	1	GD15581,GD15581-PA	7240	
6726449	LOC6726449	protein kish	Drosophila simulans		PROTEIN_CODING	1	50363	NCBI Ortholog	X	LOC6726449		NC_052525.2	18961023	18961668		minus	1	GD15580,GD15580-PB	7240	
6726451	LOC6726451	probable isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	Drosophila simulans		PROTEIN_CODING	2	32940	NCBI Ortholog	X	LOC6726451		NC_052525.2	18985178	18987889		minus	2	GD15579,GD15579-PA,GD15579-PB	7240	
6726452	LOC6726452	REST corepressor	Drosophila simulans		PROTEIN_CODING	5	32941	NCBI Ortholog	X	LOC6726452		NC_052525.2	18988139	18996763		plus	5	GD17446,GD17446-PB,GD17446-PC,GD17446-PD,GD17446-PE,GD17446-PF,GD17446-PG,GD17446-PH	7240	
6726453	LOC6726453	deubiquitinase DESI2	Drosophila simulans		PROTEIN_CODING	1	32942	NCBI Ortholog	X	LOC6726453		NC_052525.2	18996878	18997617		minus	1	GD15578,GD15578-PA	7240	
6726455	LOC6726455	gamma-tubulin complex component 2 homolog	Drosophila simulans		PROTEIN_CODING	2	32946	NCBI Ortholog	X	LOC6726455		NC_052525.2	19027753	19032063		minus	2	GD15576,GD15576-PB,GD15576-PC	7240	
6726456	LOC6726456	vacuolar protein sorting-associated protein 33A	Drosophila simulans		PROTEIN_CODING	1	32947	NCBI Ortholog	X	LOC6726456		NC_052525.2	19032445	19035108		plus	1	GD17447,GD17447-PA	7240	
6726457	LOC6726457	serine/threonine-protein kinase Tao	Drosophila simulans		PROTEIN_CODING	3	32948	NCBI Ortholog	X	LOC6726457		NC_052525.2	19035967	19046010		minus	3	GD15575,GD15575-PB,GD15575-PC,GD15575-PD	7240	
6726459	LOC6726459	O-acyltransferase like protein	Drosophila simulans		PROTEIN_CODING	1	32950	NCBI Ortholog	X	LOC6726459		NC_052525.2	19049008	19052802		plus	1	GD17448,GD17448-PB	7240	
6726461	LOC6726461	nose resistant to fluoxetine protein 6	Drosophila simulans		PROTEIN_CODING	1	32952	NCBI Ortholog	X	LOC6726461		NC_052525.2	19059266	19062150		plus	1	GD17449,GD17449-PA	7240	
6726462	LOC6726462	40S ribosomal protein S10b	Drosophila simulans		PROTEIN_CODING	1	32953	NCBI Ortholog	X	LOC6726462		NC_052525.2	19063463	19064558		plus	1	GD17450,GD17450-PA,GD17450-PB	7240	
6726463	LOC6726463	sin3 histone deacetylase corepressor complex component SDS3	Drosophila simulans		PROTEIN_CODING	1	32954	NCBI Ortholog	X	LOC6726463		NC_052525.2	19064855	19067358		minus	1	GD15572,GD15572-PA	7240	
6726466	LOC6726466	supporter of activation of yellow protein	Drosophila simulans		PROTEIN_CODING	2	32965	NCBI Ortholog	X	LOC6726466		NC_052525.2	19101444	19113329		minus	2	GD15571,GD15571-PB	7240	
6726467	LOC6726467	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	Drosophila simulans		PROTEIN_CODING	1	32973	NCBI Ortholog	X	LOC6726467		NC_052525.2	19139536	19141399		plus	1	GD17455,GD17455-PA	7240	
6726468	LOC6726468	cdc42 homolog	Drosophila simulans		PROTEIN_CODING	2	32981	NCBI Ortholog	X	LOC6726468		NC_052525.2	19169260	19172069		plus	2	GD17456,GD17456-PB,GD17456-PC	7240	
6726469	LOC6726469	probable tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial	Drosophila simulans		PROTEIN_CODING	1	32982	NCBI Ortholog	X	LOC6726469		NC_052525.2	19172420	19173820		minus	1	GD15569,GD15569-PA	7240	
6726470	LOC6726470	Golgi resident protein GCP60	Drosophila simulans		PROTEIN_CODING	1	32983	NCBI Ortholog	X	LOC6726470		NC_052525.2	19173968	19177308		minus	1	GD15568,GD15568-PB	7240	
6726471	LOC6726471	probable RNA-binding protein CG14230	Drosophila simulans		PROTEIN_CODING	1	32984	NCBI Ortholog	X	LOC6726471		NC_052525.2	19177382	19179522		plus	1	GD17457,GD17457-PA	7240	
6726472	LOC6726472	high affinity cationic amino acid transporter 1	Drosophila simulans		PROTEIN_CODING	2	32986	NCBI Ortholog	X	LOC6726472		NC_052525.2	19189600	19203044		plus	2	GD17458,GD17458-PB,GD17458-PC	7240	
6726474	LOC6726474	ATP-binding cassette sub-family D member 3	Drosophila simulans		PROTEIN_CODING	2	32992	NCBI Ortholog	X	LOC6726474		NC_052525.2	19223611	19231821		plus	2	GD17461,GD17461-PA,GD17461-PB	7240	
6726475	LOC6726475	uncharacterized LOC6726475	Drosophila simulans		PROTEIN_CODING	1	32993	NCBI Ortholog	X	LOC6726475		NC_052525.2	19231704	19234883		minus	1	GD15566,GD15566-PA	7240	
