NCBI GeneID,Protein Accession,Protein_length,Transcript Accession,Transcript_length
31691,NP_001245569.1,1573,NM_001258640.2,5683
31691,NP_001245570.1,1191,NM_001258641.1,3686
31691,NP_001245571.1,960,NM_001258642.1,3612
31691,NP_727202.1,1208,NM_167132.2,3737
31691,NP_511072.2,1590,NM_078517.3,5696
31691,NP_727203.1,950,NM_167133.2,3751
31692,NP_001245572.1,625,NM_001258643.1,2358
31692,NP_572411.1,625,NM_132183.2,2135
7354416,NP_001138175.1,594,NM_001144703.1,1785
7354417,NP_001138176.1,608,NM_001144704.1,1827
7354418,NP_001138177.1,621,NM_001144705.1,1983
31694,NP_001368933.1,607,NM_001382032.1,1824
31695,NP_001284987.1,410,NM_001298058.1,1656
31695,NP_572414.1,410,NM_132186.2,1517
31696,NP_572415.1,735,NM_132187.3,2581
19835262,NP_001284989.1,54,NM_001298060.1,487
19835262,NP_001284991.1,54,NM_001298062.1,649
19835262,NP_001284990.1,54,NM_001298061.1,509
31697,NP_001162693.1,56,NM_001169222.2,413
31697,NP_572416.1,56,NM_132188.3,487
31697,NP_001284988.1,56,NM_001298059.1,575
31697,NP_001162694.1,56,NM_001169223.2,649
31697,NP_727209.1,56,NM_167134.2,509
31698,NP_001284992.1,836,NM_001298063.1,2961
31698,NP_572417.1,836,NM_132189.3,2756
31700,NP_511073.1,248,NM_078518.3,960
31700,NP_727213.1,217,NM_167136.2,1195
31701,NP_511074.1,436,NM_078519.3,1518
31702,NP_001245573.1,340,NM_001258644.2,3794
31702,NP_572419.1,340,NM_132191.3,1668
31703,NP_572420.1,321,NM_132192.3,1705
31704,NP_001284993.1,1117,NM_001298064.1,5250
31704,NP_572421.1,1117,NM_132193.2,4246
31705,NP_572422.1,486,NM_132194.1,1461
31706,NP_572423.1,199,NM_132195.3,1469
31707,NP_572424.1,945,NM_132196.3,8365
31707,NP_001284994.1,945,NM_001298065.1,6384
31708,NP_001259316.1,300,NM_001272387.1,1251
31708,NP_572425.1,300,NM_132197.3,1346
47218,NP_727218.1,151,NM_167137.2,877
47218,NP_524884.1,151,NM_080145.5,643
47219,NP_536352.1,151,NM_080427.4,594
47219,NP_001284995.1,151,NM_001298066.1,562
31713,NP_572428.3,2219,NM_132200.4,9371
31713,NP_001259317.1,2236,NM_001272388.1,9371
31713,NP_001259318.1,2218,NM_001272389.1,9308
31712,NP_572427.1,664,NM_132199.4,2453
31712,NP_996366.1,646,NM_206643.2,2559
31714,NP_572429.1,571,NM_132201.2,2003
31715,NP_572430.1,181,NM_132202.3,639
31716,NP_727224.2,1425,NM_167140.2,5571
31716,NP_511075.3,1425,NM_078520.3,5571
31716,NP_727225.1,341,NM_167141.3,1928
31717,NP_511076.3,512,NM_078521.3,2322
31717,NP_727227.1,512,NM_167143.3,3358
31717,NP_727226.1,512,NM_167142.3,3101
31717,NP_001162697.1,512,NM_001169226.2,2451
31718,NP_788884.1,670,NM_176711.3,3772
31718,NP_001284996.1,670,NM_001298067.1,3771
31720,NP_572431.2,542,NM_132203.4,1823
31721,NP_572433.1,414,NM_132205.3,1480
31722,NP_001259321.1,2046,NM_001272392.2,9949
31722,NP_511078.2,2038,NM_078523.3,8942
31722,NP_996370.1,1110,NM_206647.3,9034
31722,NP_727228.1,1110,NM_167144.4,9146
31722,NP_996369.1,1110,NM_206646.4,9071
31722,NP_001259323.1,1115,NM_001272394.2,8716
31722,NP_996368.1,1110,NM_206645.4,8773
31722,NP_001259322.1,1105,NM_001272393.2,9076
31722,NP_001162699.1,1110,NM_001169228.2,5081
44885,NP_001284999.1,846,NM_001298070.1,4397
44885,NP_001284998.1,846,NM_001298069.1,4187
44885,NP_524793.2,846,NM_080054.3,4042
44885,NP_001284997.1,846,NM_001298068.1,4042
31724,NP_572434.1,1241,NM_132206.3,5078
31725,NP_572435.1,651,NM_132207.3,2301
31726,NP_572436.1,320,NM_132208.2,1404
31727,NP_572437.2,324,NM_132209.2,1146
31728,NP_727233.1,183,NM_167145.2,2894
31728,NP_572438.1,183,NM_132210.3,2292
31728,NP_727234.1,183,NM_167146.2,2328
31729,NP_001285000.1,801,NM_001298071.1,5277
31729,NP_996372.1,801,NM_206649.2,5254
31729,NP_996371.1,801,NM_206648.2,3920
31729,NP_572439.1,801,NM_132211.2,3570
53581,NP_001285001.1,717,NM_001298072.1,4238
53581,NP_525005.2,717,NM_080266.3,3426
53581,NP_001285002.1,717,NM_001298073.1,3231
53581,NP_996373.1,717,NM_206650.2,3145
31731,NP_572440.1,637,NM_132212.3,2119
31731,NP_001285003.1,637,NM_001298074.1,2053
31732,NP_572441.1,609,NM_132213.2,2004
31733,NP_572442.1,513,NM_132214.2,2452
31733,NP_001285005.1,454,NM_001298076.1,2378
31733,NP_001285004.1,513,NM_001298075.1,2555
31735,NP_572444.2,598,NM_132216.4,1972
31736,NP_572445.1,743,NM_132217.4,2683
31737,NP_572446.2,315,NM_132218.3,1155
31738,NP_001285006.1,486,NM_001298077.1,4521
31738,NP_511079.1,486,NM_078524.4,3171
31739,NP_001285007.1,301,NM_001298078.1,1286
31739,NP_572447.1,301,NM_132219.2,1056
31740,NP_572448.1,498,NM_132220.4,1699
31741,NP_572449.1,465,NM_132221.4,2017
31742,NP_572450.4,159,NM_132222.3,757
31743,NP_572451.1,443,NM_132223.4,1836
31743,NP_001259324.1,441,NM_001272395.1,1830
31744,NP_572452.1,358,NM_132224.3,1545
31745,NP_572453.1,469,NM_132225.2,1586
31746,NP_511080.2,475,NM_078525.4,2788
31747,NP_001285008.1,217,NM_001298079.1,1543
31747,NP_572454.2,217,NM_132226.3,1212
31748,NP_572455.1,405,NM_132227.2,1430
31749,NP_572456.1,323,NM_132228.3,1253
31750,NP_511081.1,413,NM_078526.1,1242
31751,NP_001285009.1,600,NM_001298080.1,4294
31751,NP_572457.1,600,NM_132229.2,2980
31751,NP_001259325.1,655,NM_001272396.1,2980
44111,NP_001188559.1,1148,NM_001201630.2,5594
44111,NP_001188560.1,1148,NM_001201631.2,4945
44111,NP_572458.3,1148,NM_132230.4,5144
44111,NP_001188558.1,1155,NM_001201629.2,5165
44861,NP_001259326.1,1901,NM_001272397.1,9152
44861,NP_001285011.1,1173,NM_001298082.1,6968
44861,NP_001033835.2,2020,NM_001038746.3,8462
44861,NP_001285010.1,1606,NM_001298081.1,7220
44861,NP_001245576.1,1941,NM_001258647.1,7745
44861,NP_001245574.1,1527,NM_001258645.1,6406
44861,NP_572463.1,1292,NM_132235.5,6828
44861,NP_001033836.1,859,NM_001038747.3,4482
44861,NP_001259327.1,1292,NM_001272398.1,5650
44861,NP_996376.1,1367,NM_206653.3,6490
44861,NP_572464.4,1269,NM_132236.6,5214
44861,NP_001036263.1,934,NM_001042798.2,4017
44861,NP_996375.1,879,NM_206652.2,3838
44861,NP_001245575.1,879,NM_001258646.1,3790
31759,NP_572465.1,165,NM_132237.3,746
31761,NP_001285012.1,247,NM_001298083.1,1761
31761,NP_572466.1,247,NM_132238.3,1105
31760,NP_511082.2,491,NM_078527.3,2003
31760,NP_727251.1,596,NM_167149.2,2277
31760,NP_727252.1,508,NM_167150.2,2108
31760,NP_001368975.1,525,NM_001382047.1,2156
31762,NP_511083.1,731,NM_078528.3,2571
31762,NP_727255.1,731,NM_167152.2,2543
31763,NP_572467.1,1056,NM_132239.3,4268
31763,NP_001245577.1,1056,NM_001258648.2,4098
31764,NP_001245578.1,213,NM_001258649.2,1216
31764,NP_572468.1,213,NM_132240.3,1084
31765,NP_572469.1,213,NM_132241.2,948
31766,NP_001285013.1,366,NM_001298084.1,2325
31766,NP_572470.3,382,NM_132242.6,2124
31766,NP_001285014.1,382,NM_001298085.1,1343
31767,NP_001285015.1,795,NM_001298086.1,10506
31767,NP_525079.3,795,NM_080340.4,3908
31770,NP_572473.1,955,NM_132245.1,3426
31771,NP_001285016.1,926,NM_001298087.1,5188
31771,NP_572474.2,926,NM_132246.3,4614
31772,NP_572475.1,633,NM_132247.4,2521
318164,NP_001245579.1,73,NM_001258650.2,2632
318164,NP_727260.1,73,NM_167153.3,1072
318164,NP_001162700.1,73,NM_001169229.2,1332
318164,NP_001245580.1,73,NM_001258651.2,1870
31773,NP_996377.1,632,NM_206654.2,10041
31773,NP_001162701.1,1715,NM_001169230.2,9866
31773,NP_001096905.1,1715,NM_001103435.3,7131
31773,NP_001259329.1,1714,NM_001272400.1,7034
31773,NP_511084.2,632,NM_078529.4,6934
31773,NP_001259330.1,1715,NM_001272401.1,6840
318165,NP_727262.2,183,NM_167155.3,600
31775,NP_001285017.1,525,NM_001298088.1,3773
31775,NP_572476.2,525,NM_132248.3,2754
31775,NP_001162702.1,525,NM_001169231.2,2286
31776,NP_001285018.1,551,NM_001298089.1,2394
31776,NP_572477.1,488,NM_132249.2,1877
31776,NP_001096907.1,511,NM_001103437.1,2040
31776,NP_001096906.1,368,NM_001103436.1,1969
31777,NP_572478.1,218,NM_132250.4,1044
31778,NP_001285019.1,699,NM_001298090.1,3417
31778,NP_511085.2,699,NM_078530.3,3067
318166,NP_001285020.1,184,NM_001298091.1,796
318166,NP_727264.1,184,NM_167156.2,704
31779,NP_572479.1,214,NM_132251.4,923
31779,NP_001188562.1,229,NM_001201633.2,968
31780,NP_572480.1,501,NM_132252.5,1729
31781,NP_727265.1,261,NM_167157.2,1143
2768867,NP_996378.1,184,NM_206655.2,1114
2768867,NP_001285021.1,184,NM_001298092.1,689
31782,NP_572481.1,273,NM_132253.2,1570
3885650,NP_001368953.1,343,NM_001382069.1,1183
3885650,NP_001033837.1,293,NM_001038748.1,1033
31785,NP_572484.1,500,NM_132256.3,2093
31785,NP_001188563.1,139,NM_001201634.2,775
31786,NP_572485.1,321,NM_132257.2,1132
31787,NP_511087.1,284,NM_078532.2,1116
31788,NP_001162703.1,306,NM_001169232.1,1249
31788,NP_511088.1,306,NM_078533.2,1112
31789,NP_001259332.1,811,NM_001272403.1,3006
31789,NP_727271.1,811,NM_167158.3,3101
31789,NP_511089.2,853,NM_078534.4,3227
31789,NP_996379.1,853,NM_206656.2,3241
31789,NP_001259333.1,811,NM_001272404.1,3118
318916,NP_001096911.1,696,NM_001103441.2,4113
318916,NP_001259334.1,696,NM_001272405.1,4107
318916,NP_001096908.1,696,NM_001103438.2,3095
318916,NP_001096910.1,526,NM_001103440.2,2409
318916,NP_001259335.1,670,NM_001272406.1,3920
318916,NP_001285022.1,550,NM_001298093.1,1926
318916,NP_001096912.1,696,NM_001103442.2,4232
318916,NP_788885.1,679,NM_176712.3,3708
31792,NP_001162705.1,1302,NM_001169234.3,7386
31792,NP_001259337.1,1302,NM_001272408.1,5548
31792,NP_996380.1,1239,NM_206657.4,5090
31792,NP_727274.1,1302,NM_167160.2,4492
31792,NP_511090.1,1239,NM_078535.3,5247
31792,NP_001245581.1,1309,NM_001258652.1,5403
31792,NP_001162706.1,1239,NM_001169235.1,5064
31792,NP_001259336.1,1239,NM_001272407.2,5272
31792,NP_001162704.1,1239,NM_001169233.2,5059
31791,NP_572487.3,1195,NM_132259.3,4089
31793,NP_572488.1,1022,NM_132260.3,3466
31794,NP_572489.2,201,NM_132261.3,1117
31794,NP_001259338.1,196,NM_001272409.1,1096
31795,NP_996381.1,1001,NM_206658.4,4400
31795,NP_572490.2,1001,NM_132262.3,4238
31795,NP_001096913.1,802,NM_001103443.2,3981
31795,NP_001259340.1,1001,NM_001272411.1,6812
31795,NP_001096914.1,802,NM_001103444.2,6507
31795,NP_996382.2,1001,NM_206659.3,4205
31795,NP_996383.2,1001,NM_206660.2,3975
31796,NP_001259341.1,188,NM_001272412.1,675
31796,NP_572491.1,188,NM_132263.4,631
31797,NP_001162707.1,393,NM_001169236.2,1546
31797,NP_727276.1,393,NM_167161.2,1579
31797,NP_001259342.1,393,NM_001272413.1,1595
31797,NP_572492.1,393,NM_132264.3,1575
31798,NP_001162709.1,641,NM_001169238.2,2658
31798,NP_001368976.1,706,NM_001382017.1,2850
31798,NP_572493.1,687,NM_132265.4,2793
31798,NP_996385.1,641,NM_206662.3,2655
31798,NP_001162708.1,641,NM_001169237.2,2652
31798,NP_727278.1,687,NM_167162.4,2653
31798,NP_996384.1,641,NM_206661.3,2515
31799,NP_001259343.1,403,NM_001272414.1,1964
31799,NP_572494.1,403,NM_132266.2,1900
50403,NP_001259344.1,110,NM_001272415.1,896
31800,NP_001162710.2,1671,NM_001169239.2,7001
31800,NP_525080.3,1671,NM_080341.4,6196
31800,NP_727281.2,1644,NM_167164.4,6115
31801,NP_572495.1,1183,NM_132267.5,4043
31802,NP_001259345.1,542,NM_001272416.1,4668
31802,NP_001356934.1,664,NM_001369965.1,4949
31802,NP_001014727.2,542,NM_001014727.3,4949
31802,NP_511091.4,548,NM_078536.4,4967
31802,NP_001259347.1,539,NM_001272418.1,4747
31802,NP_001259346.1,542,NM_001272417.1,4435
31803,NP_001259348.1,827,NM_001272419.2,3278
31803,NP_572496.1,827,NM_132268.2,3068
31804,NP_001285023.1,250,NM_001298094.1,2309
31804,NP_572497.1,250,NM_132269.3,2010
31804,NP_001259351.1,250,NM_001272422.1,1650
31804,NP_001259350.1,250,NM_001272421.1,1897
31804,NP_001259349.1,250,NM_001272420.1,1801
31805,NP_001285024.1,314,NM_001298095.2,1286
31805,NP_727284.1,314,NM_167166.4,1165
31806,NP_572499.2,343,NM_132271.5,1307
31807,NP_001259352.1,261,NM_001272423.2,1291
31807,NP_572500.1,261,NM_132272.3,1068
31808,NP_525081.1,622,NM_080342.4,2140
31809,NP_001259353.1,425,NM_001272424.2,1920
31809,NP_001259354.1,425,NM_001272425.1,1640
31809,NP_572501.1,425,NM_132273.2,1659
31809,NP_001259355.1,425,NM_001272426.1,1729
31809,NP_001259357.1,425,NM_001272428.1,1509
31810,NP_572502.1,478,NM_132274.3,1885
31811,NP_572503.1,1008,NM_132275.2,3246
31811,NP_001285025.1,967,NM_001298096.1,3250
31812,NP_572504.1,237,NM_132276.3,860
31813,NP_001259358.1,347,NM_001272429.2,2708
31813,NP_572505.1,505,NM_132277.3,3081
31815,NP_001245582.1,1006,NM_001258653.1,4192
31815,NP_001259360.1,1006,NM_001272431.1,4590
31815,NP_996386.1,1006,NM_206663.3,4195
31815,NP_001259359.1,994,NM_001272430.1,4159
31815,NP_572506.2,1006,NM_132278.4,3532
31816,NP_001259361.1,584,NM_001272432.1,2995
31816,NP_996391.1,575,NM_206668.3,2919
31816,NP_525082.2,575,NM_080343.4,3003
31816,NP_001245583.1,646,NM_001258654.1,3064
31816,NP_996390.1,575,NM_206667.3,2295
31816,NP_996389.1,575,NM_206666.3,2236
31816,NP_996392.1,575,NM_206669.2,2283
31816,NP_996388.1,575,NM_206665.3,2282
31816,NP_996387.1,578,NM_206664.3,2401
31816,NP_001245584.1,578,NM_001258655.1,2528
31816,NP_727290.1,649,NM_167168.4,2462
31816,NP_727291.1,640,NM_167169.2,2353
31816,NP_727292.1,512,NM_167170.2,2027
31817,NP_001259362.1,277,NM_001272433.1,1711
31817,NP_572507.1,277,NM_132279.4,1229
31818,NP_001285026.1,343,NM_001298097.1,1535
31818,NP_572508.1,343,NM_132280.5,1238
43951,NP_727293.1,104,NM_167171.2,1381
43951,NP_001259364.1,104,NM_001272435.1,1191
43951,NP_001259363.1,104,NM_001272434.1,1199
43951,NP_001259365.1,104,NM_001272436.1,1332
43951,NP_524662.1,104,NM_079923.3,881
31826,NP_001188564.1,1009,NM_001201635.1,4276
31826,NP_001036264.2,991,NM_001042799.2,4222
31826,NP_001096917.1,1024,NM_001103447.4,4974
31826,NP_001096916.1,1027,NM_001103446.2,3919
31826,NP_001259367.1,1460,NM_001272438.1,10147
31826,NP_001259366.1,1462,NM_001272437.1,8292
31826,NP_001188565.1,1452,NM_001201636.1,5583
31826,NP_001285028.1,1314,NM_001298099.1,5561
31826,NP_001285027.1,1307,NM_001298098.1,5497
31826,NP_511092.2,1457,NM_078537.3,5598
31826,NP_001368977.1,1365,NM_001382089.1,5808
31822,NP_001259368.1,131,NM_001272439.1,800
31822,NP_572511.1,131,NM_132283.2,517
12797953,NP_001245585.1,135,NM_001258656.2,490
31824,NP_788887.1,249,NM_176714.3,1074
31825,NP_001356935.1,196,NM_001369967.1,682
31825,NP_572513.1,171,NM_132285.2,557
8673992,NP_001285029.1,1330,NM_001298100.1,5956
8673992,NP_001188566.1,768,NM_001201637.1,3014
8673992,NP_572515.2,675,NM_132287.3,2735
8673992,NP_001162712.1,671,NM_001169241.1,2508
8673992,NP_001188567.1,1225,NM_001201638.2,5133
8673992,NP_001162711.1,1225,NM_001169240.2,3916
31829,NP_572516.1,821,NM_132288.2,3310
31829,NP_001285030.1,828,NM_001298101.1,3331
31829,NP_001285031.1,821,NM_001298102.1,2984
31830,NP_001285032.1,103,NM_001298103.1,1810
31830,NP_572517.1,103,NM_132289.2,589
31831,NP_001285034.1,146,NM_001298105.1,836
31831,NP_001285035.1,125,NM_001298106.1,1399
31831,NP_572518.1,125,NM_132290.2,741
31831,NP_001285033.1,127,NM_001298104.1,1117
31831,NP_572519.2,146,NM_132291.2,649
31833,NP_572520.1,602,NM_132292.4,2043
31834,NP_572521.2,240,NM_132293.3,1210
31834,NP_001245586.1,240,NM_001258657.2,1493
31834,NP_001162713.1,240,NM_001169242.2,1105
31835,NP_572522.2,775,NM_132294.3,2617
31835,NP_001162714.2,773,NM_001169243.3,2605
318161,NP_727306.1,239,NM_167174.4,855
318160,NP_727307.1,230,NM_167175.3,872
31837,NP_572523.1,233,NM_132295.2,875
31838,NP_572524.1,535,NM_132296.3,2121
31839,NP_001285036.1,1210,NM_001298107.1,4588
31839,NP_788889.2,1248,NM_176716.4,4702
31839,NP_001245587.1,1338,NM_001258658.2,4972
31839,NP_001245588.1,1358,NM_001258659.2,5032
31839,NP_001138180.1,1227,NM_001144708.3,4639
31839,NP_572525.3,1247,NM_132297.6,4699
31839,NP_001138179.1,1305,NM_001144707.3,4873
31840,NP_001259370.1,547,NM_001272441.2,2403
31840,NP_511093.2,547,NM_078538.4,1955
31841,NP_572526.1,200,NM_132298.5,1101
31842,NP_788891.2,982,NM_176718.4,4666
31842,NP_727311.2,976,NM_167178.5,4648
31842,NP_001245590.1,969,NM_001258661.2,4997
31842,NP_001259371.1,963,NM_001272442.1,4887
31842,NP_001096918.1,963,NM_001103448.3,4974
31842,NP_788890.2,969,NM_176717.4,4761
31842,NP_572527.2,963,NM_132299.6,4743
31842,NP_996394.2,963,NM_206671.4,4681
31842,NP_001245589.1,963,NM_001258660.1,4718
31843,NP_001259372.1,321,NM_001272443.2,5133
31843,NP_572528.1,321,NM_132300.3,3566
31844,NP_572529.2,1231,NM_132301.4,4267
31845,NP_511094.1,190,NM_078539.3,923
31846,NP_572530.1,749,NM_132302.4,2668
31848,NP_001259374.1,136,NM_001272445.2,2114
31848,NP_511095.1,136,NM_078540.5,1399
31848,NP_788892.1,136,NM_176719.1,1519
31848,NP_727314.1,136,NM_167180.4,1537
31849,NP_511096.2,449,NM_078541.4,1513
53580,NP_001259375.1,176,NM_001272446.1,694
53580,NP_525004.2,175,NM_080265.3,691
50405,NP_001285037.1,77,NM_001298108.1,481
50405,NP_652538.1,77,NM_144281.4,386
31851,NP_572532.1,457,NM_132304.3,1853
19835861,NP_001285038.1,183,NM_001298109.1,963
45775,NP_001259377.1,1206,NM_001272448.2,23041
45775,NP_001356936.1,1310,NM_001369966.1,5232
45775,NP_652022.1,1189,NM_143765.4,5232
45775,NP_001259378.1,1189,NM_001272449.1,8899
45775,NP_001259376.1,1189,NM_001272447.2,22580
45775,NP_001285039.1,1206,NM_001298110.1,4966
31853,NP_572533.1,263,NM_132305.2,869
31854,NP_572534.1,219,NM_132306.3,892
31854,NP_001259379.1,219,NM_001272450.1,800
31855,NP_572535.1,287,NM_132307.4,952
31856,NP_572536.1,211,NM_132308.2,1372
31857,NP_788893.1,284,NM_176720.2,1260
31857,NP_572537.1,284,NM_132309.3,1277
31858,NP_727320.1,1031,NM_167182.2,3399
31859,NP_001285040.1,500,NM_001298111.1,2401
31859,NP_572539.2,500,NM_132311.3,2061
31860,NP_727322.1,163,NM_167184.2,597
31861,NP_572541.1,162,NM_132313.2,756
31862,NP_001285041.1,122,NM_001298112.1,542
31862,NP_572542.1,122,NM_132314.3,444
31863,NP_572543.1,387,NM_132315.1,1975
31863,NP_001285042.1,387,NM_001298113.1,1632
31864,NP_572544.1,370,NM_132316.2,1252
31865,NP_511097.3,385,NM_078542.6,1509
31866,NP_572545.1,738,NM_132317.2,2954
31867,NP_727328.1,936,NM_167185.1,2811
31869,NP_572548.1,1837,NM_132320.3,6237
31869,NP_001285043.1,1837,NM_001298114.1,6060
44900,NP_524795.2,595,NM_080056.6,2049
43869,NP_524644.1,284,NM_079905.3,1422
43869,NP_001245591.1,284,NM_001258662.2,1211
31872,NP_511098.1,396,NM_078543.4,1799
31872,NP_001285044.1,393,NM_001298115.1,1503
31873,NP_001285047.1,651,NM_001298118.1,2539
31873,NP_001285046.1,625,NM_001298117.1,2972
31873,NP_572549.2,654,NM_132321.4,2397
31873,NP_727331.1,654,NM_167187.2,2333
31873,NP_788894.1,625,NM_176721.2,2840
31873,NP_001285045.1,550,NM_001298116.1,1972
31874,NP_001285048.1,573,NM_001298119.1,2970
31874,NP_572550.2,573,NM_132322.4,2438
31877,NP_001188568.1,916,NM_001201639.1,3640
31877,NP_727335.1,916,NM_167188.2,3721
31877,NP_001188569.1,451,NM_001201640.2,2296
31879,NP_572555.1,366,NM_132327.2,1300
31880,NP_001188570.1,643,NM_001201641.2,2344
31880,NP_572556.1,663,NM_132328.3,2404
31881,NP_001285049.1,466,NM_001298120.1,1888
31881,NP_572557.1,466,NM_132329.4,1587
53436,NP_001285050.1,1742,NM_001298121.1,6204
53436,NP_652606.1,1742,NM_144349.3,5874
31883,NP_511099.2,826,NM_078544.3,3468
31883,NP_001096919.1,705,NM_001103449.2,3105
53435,NP_652605.1,259,NM_144348.3,1246
53434,NP_001259381.1,1403,NM_001272452.1,4444
53434,NP_652604.2,1386,NM_144347.3,4393
31887,NP_727339.3,934,NM_167189.6,6294
31887,NP_001285052.1,906,NM_001298123.1,6324
31887,NP_001245592.1,523,NM_001258663.3,6951
31887,NP_001285051.1,852,NM_001298122.1,6176
31887,NP_001259382.1,1052,NM_001272453.1,4144
31887,NP_001096921.1,911,NM_001103451.3,4189
31887,NP_001096922.1,500,NM_001103452.4,2342
5740775,NP_001096923.1,375,NM_001103453.3,1472
31890,NP_572562.1,154,NM_132334.4,1664
8674055,NP_001285053.1,4769,NM_001298124.1,16625
8674055,NP_001096924.2,4769,NM_001103454.3,15259
8674055,NP_572563.3,4769,NM_132335.3,15229
8674055,NP_001285054.1,4769,NM_001298125.1,15850
19835594,NP_001285056.1,119,NM_001298127.1,398
31896,NP_727345.1,218,NM_167192.2,4208
31896,NP_727344.1,218,NM_167191.2,1441
3885648,NP_001033838.1,189,NM_001038749.1,570
3885569,NP_001285057.1,117,NM_001298128.1,747
3885569,NP_001033839.1,117,NM_001038750.2,427
326234,NP_001285058.1,302,NM_001298129.1,1854
326234,NP_572567.1,302,NM_132339.3,1309
31897,NP_001285059.1,65,NM_001298130.1,972
31897,NP_572568.1,65,NM_132340.4,520
31898,NP_572569.1,193,NM_132341.3,825
326235,NP_727348.2,3750,NM_167193.2,11349
31899,NP_001036265.1,533,NM_001042800.3,3378
7354436,NP_001138182.3,179,NM_001144710.3,851
45875,NP_001259384.1,448,NM_001272455.2,4139
45875,NP_524848.1,541,NM_080109.4,2512
45875,NP_727350.1,448,NM_167194.3,2512
31902,NP_572571.1,660,NM_132343.4,2360
31903,NP_572572.1,313,NM_132344.4,1760
31904,NP_572573.1,574,NM_132345.2,1969
31904,NP_001188571.1,607,NM_001201642.2,2160
31904,NP_727353.1,607,NM_167196.3,2223
31905,NP_001188572.1,1423,NM_001201643.2,6200
31905,NP_572574.2,1426,NM_132346.3,5407
31905,NP_001259385.1,434,NM_001272456.1,2596
31905,NP_572575.2,436,NM_132347.2,1954
31907,NP_727358.1,498,NM_167199.4,4904
31907,NP_001014728.1,597,NM_001014728.4,5646
31907,NP_001188573.1,790,NM_001201644.3,5668
31907,NP_727356.1,797,NM_167197.3,3053
31907,NP_572576.1,827,NM_132348.3,3046
31907,NP_727357.1,802,NM_167198.2,2969
31907,NP_001259386.1,498,NM_001272457.1,2203
31907,NP_001014729.1,498,NM_001014729.3,2495
31907,NP_001188574.1,498,NM_001201645.2,2498
31909,NP_001285060.1,742,NM_001298131.1,2589
31909,NP_572577.1,742,NM_132349.3,2443
43856,NP_001188576.1,3276,NM_001201647.2,15729
43856,NP_001259387.1,3266,NM_001272458.1,15400
43856,NP_001188575.1,3282,NM_001201646.2,11704
43856,NP_524642.2,3276,NM_079903.4,11733
31912,NP_511100.1,644,NM_078545.3,2934
31913,NP_572579.3,720,NM_132351.3,3763
31913,NP_001096927.2,715,NM_001103457.4,3593
31913,NP_001259388.1,726,NM_001272459.1,3593
31913,NP_727360.1,520,NM_167200.4,3399
31914,NP_727363.1,397,NM_167202.4,1684
31914,NP_727362.1,397,NM_167201.4,1528
31914,NP_001356937.1,427,NM_001369969.1,1498
31914,NP_572580.1,397,NM_132352.4,1498
31914,NP_001259389.1,397,NM_001272460.1,1491
31914,NP_727364.1,348,NM_167203.2,1257
31915,NP_001285061.1,327,NM_001298132.1,1775
31915,NP_001245593.1,327,NM_001258664.2,2007
31915,NP_572581.1,327,NM_132353.3,1762
31915,NP_001259390.1,327,NM_001272461.1,8207
31917,NP_572582.1,397,NM_132354.3,1413
19835394,NP_001285062.1,76,NM_001298133.1,501
19835998,NP_001285063.1,76,NM_001298134.1,493
31918,NP_001285065.1,79,NM_001298136.1,1613
31918,NP_001285064.1,79,NM_001298135.1,512
31918,NP_727367.1,79,NM_167205.2,385
31919,NP_572584.1,355,NM_132356.3,2108
31920,NP_572585.3,206,NM_132357.3,735
31921,NP_572586.2,162,NM_132358.3,666
31922,NP_572587.1,173,NM_132359.2,1655
31922,NP_001285066.1,173,NM_001298137.1,688
31923,NP_727371.1,121,NM_167206.2,603
31923,NP_572588.1,121,NM_132360.2,534
31924,NP_001096928.1,187,NM_001103458.2,1188
31924,NP_001096929.2,187,NM_001103459.2,1227
31925,NP_001285067.1,404,NM_001298138.1,2167
31925,NP_572590.1,404,NM_132362.1,1438
31926,NP_001285068.1,442,NM_001298139.1,1807
31926,NP_511101.2,442,NM_078546.4,1514
31926,NP_727374.1,442,NM_167207.3,1541
31927,NP_001259391.1,333,NM_001272462.1,1176
31927,NP_572591.1,334,NM_132363.1,1179
31927,NP_001096930.1,195,NM_001103460.1,1193
31928,NP_572592.1,332,NM_132364.4,1468
31928,NP_001259392.1,99,NM_001272463.1,1227
31928,NP_727376.2,338,NM_167208.3,1241
31928,NP_001096931.1,332,NM_001103461.2,1223
31929,NP_572593.2,153,NM_132365.3,716
31929,NP_001245595.1,208,NM_001258666.2,1134
31929,NP_572594.2,208,NM_132366.4,1036
31931,NP_001096932.1,567,NM_001103462.3,1783
31931,NP_572595.2,587,NM_132367.3,1843
31933,NP_001285069.1,167,NM_001298140.1,3542
31933,NP_727381.1,349,NM_167210.2,2528
31933,NP_727380.1,349,NM_167209.2,2440
31933,NP_001245596.1,344,NM_001258667.1,2425
31933,NP_727382.1,187,NM_167211.2,1373
31933,NP_727383.1,364,NM_167212.2,3153
31933,NP_001245597.1,195,NM_001258668.2,2729
3346145,NP_001014730.1,150,NM_001014730.2,674
31934,NP_727386.1,1100,NM_167214.2,3683
31934,NP_001096933.1,1099,NM_001103463.2,3680
31935,NP_001245602.1,3703,NM_001258673.2,11742
31935,NP_001245598.1,4611,NM_001258669.2,14389
31935,NP_001245600.1,1580,NM_001258671.2,5317
31935,NP_001245599.1,1367,NM_001258670.2,4678
