NCBI GeneID,Transcript Accession,Transcript_length
40849,NM_169173.3,2382
40905,NM_001260036.2,2490
40905,NM_079541.4,1754
40931,NM_169201.2,3738
40931,NM_206459.2,3758
40931,NM_169200.2,3651
40931,NM_001300285.1,3757
41007,NM_079555.2,1173
41022,NM_134311.3,1472
41022,NM_057876.5,1355
41096,NM_141611.2,4239
41096,NM_001275476.1,2835
41096,NM_001170094.2,2967
41144,NM_141644.4,2993
41144,NM_001170099.3,4774
41144,NM_001170098.2,4378
41151,NM_001275492.1,1225
41151,NM_169293.2,1222
41151,NM_141650.3,883
41182,NM_001260082.3,3552
41182,NM_001104256.4,2428
41182,NM_001316572.1,2800
41269,NM_079579.3,2901
41286,NM_001104271.1,3223
41286,NM_079580.3,2659
41431,NM_169435.3,2059
41431,NM_169434.3,2162
41431,NM_001414143.1,2198
41431,NM_141863.3,2117
41498,NM_169461.3,3864
41656,NM_001144572.2,4249
41656,NM_001144573.2,3811
41656,NM_142034.2,4369
41656,NM_001144574.2,4464
41756,NM_001275636.1,2512
41756,NM_142109.2,1415
42029,NM_169727.2,2165
42029,NM_001202307.2,2086
42029,NM_001202308.2,2071
42029,NM_142315.4,2027
42109,NM_079663.3,1017
42236,NM_142478.3,6098
42289,NM_001260262.2,6523
42289,NM_079677.4,5665
42294,NM_142526.4,1697
42491,NM_001260295.1,2388
42491,NM_001260294.1,2391
42491,NM_079702.3,2416
42491,NM_001260293.2,2419
42642,NM_142792.5,2025
42642,NM_001170215.2,1976
42642,NM_170015.3,1965
42689,NM_058023.5,2882
42734,NM_142869.5,3473
42802,NM_170088.2,1578
42802,NM_142920.3,1340
42805,NM_079740.4,1627
42822,NM_079743.4,617
42848,NM_170119.2,3300
42848,NM_170116.2,3218
42848,NM_170117.2,3298
42848,NM_001275969.1,3370
42848,NM_001275968.1,3328
42848,NM_170118.2,3222
42900,NM_142989.4,3588
42900,NM_001275981.1,3095
42927,NM_170148.3,5610
42927,NM_143011.3,5526
43023,NM_001276020.1,3968
43023,NM_143089.4,3340
43023,NM_001276019.2,3340
43080,NM_170228.3,4493
43080,NM_001300598.1,4493
43080,NM_143141.4,4557
43080,NM_001300599.1,4557
43155,NM_079784.3,957
43236,NM_079799.3,1858
43236,NM_001276071.1,1858
43341,NM_079812.2,1194
43349,NM_079814.3,1400
43438,NM_143412.3,1866
43449,NM_001276129.1,3412
43449,NM_143420.3,3325
43449,NM_001276128.1,3325
43528,NM_001202382.1,5651
43528,NM_170435.2,5795
43560,NM_079833.2,1080
43560,NM_001276165.1,914
43570,NM_001316522.1,3300
43570,NM_079840.3,1260
4379834,NM_001042853.3,8144
4379834,NM_001298611.1,8207
4379834,NM_001042854.3,8270
4379834,NM_001298610.1,8332
43799,NM_166771.2,5312
43799,NM_166770.2,3128
43799,NM_143670.5,3025
43869,NM_079905.3,1422
43869,NM_001258662.2,1211
43928,NM_001273263.1,3302
43928,NM_135273.5,2955
43928,NM_001259001.2,2422
44006,NM_143709.3,1312
44052,NM_079944.3,1600
44071,NM_079949.3,6296
44266,NM_001276121.1,2136
44266,NM_001300646.1,1652
44266,NM_079991.3,1605
44317,NM_001258602.1,1148
44317,NM_080002.4,1214
44496,NM_080017.3,2329
44513,NM_080021.4,2228
44643,NM_170407.3,2615
44643,NM_057809.5,2623
44643,NM_001043301.2,2620
44643,NM_001043302.2,2092
45039,NM_143582.2,2049
45587,NM_001299383.1,4482
45587,NM_165821.4,5173
45587,NM_080092.4,5235
45587,NM_206096.3,5044
45587,NM_165822.4,5106
45827,NM_057505.5,1474
45827,NM_165954.3,992
45871,NM_176242.3,1894
45906,NM_138018.3,2555
45994,NM_132056.5,5690
46008,NM_164321.5,3030
46008,NM_206427.4,2897
46008,NM_080126.4,2836
46008,NM_176394.3,2807
46008,NM_001043192.3,2584
46008,NM_206426.4,2839
46008,NM_164319.4,2628
46234,NM_133434.4,1910
46234,NM_080131.5,2386
46234,NM_001259919.1,2352
46234,NM_138997.2,1866
46234,NM_168851.3,2093
46234,NM_168852.2,1541
46234,NM_001259918.1,1370
47137,NM_141724.4,2674
47186,NM_080142.3,6750
47408,NM_001273867.2,1173
47408,NM_143796.4,805
47869,NM_080161.2,5867
48228,NM_142415.3,1228
48481,NM_080180.4,3571
49638,NM_080527.3,2572
49638,NM_164545.2,2330
49638,NM_001298661.1,1799
49762,NM_080203.2,551
49802,NM_166277.3,367
49805,NM_206034.2,1370
49805,NM_206033.2,1490
49805,NM_206039.3,1531
49805,NM_206037.3,1669
49805,NM_206038.3,1643
49805,NM_165495.4,2155
49805,NM_206036.2,1651
49805,NM_206032.2,1789
49805,NM_206035.2,1763
49805,NM_080216.3,1385
49805,NM_165496.3,1505
50392,NM_167063.3,2201
50392,NM_144269.4,2487
53446,NM_001382022.1,3014
53446,NM_144357.3,3014
53566,NM_080258.4,2563
53566,NM_001275347.1,2662
5740310,NM_001299557.1,6586
5740310,NM_137272.2,4913
5740310,NM_001299556.1,4636
5740310,NM_001103866.2,4706
117479,NM_001259681.1,2858
117479,NM_079189.4,1542
117498,NM_164438.1,1170
12797914,NR_048279.1,90
12797956,NR_047785.1,70
12798127,NR_048171.1,84
12798129,NR_048175.1,71
12798236,NR_047967.1,92
12798299,NR_047916.1,98
12798352,NR_048153.1,74
12798353,NR_048156.1,82
12798355,NR_048160.1,81
12798482,NR_048116.1,98
2768722,NM_206044.1,1362
31103,NM_166888.3,1466
31103,NM_130565.4,1564
31110,NM_001297857.1,4686
31110,NM_130570.3,3254
31110,NM_001297858.1,2776
31188,NM_166932.2,1644
31188,NM_057559.4,1685
31204,NM_001272254.2,12119
31204,NM_001272253.1,12107
31204,NM_080306.4,12023
31207,NM_080307.2,1267
31406,NM_167018.2,1667
31406,NM_167017.3,2034
31406,NM_167019.2,1992
31406,NM_131953.5,1760
31425,NM_001169198.2,6672
31425,NM_080337.3,6568
31425,NM_001169200.2,6060
31425,NM_001297946.1,6059
31425,NM_167024.3,5480
31425,NM_001169201.2,6591
31425,NM_001169199.2,6590
31532,NM_001297993.1,3751
31532,NM_132058.3,2619
31567,NM_132080.4,1465
31617,NM_001298035.1,1733
31617,NM_001298036.1,1745
31617,NM_132121.3,1784
31617,NM_001298034.1,1796
31625,NM_001298038.1,10621
31625,NM_167095.3,10039
31681,NM_132174.3,2226
317824,NM_001258501.3,1958
317824,NM_166819.3,2180
317824,NM_166815.3,1788
317824,NM_166816.3,1979
317824,NM_143758.4,2061
31801,NM_132267.5,4043
318164,NM_001258650.2,2632
318164,NM_167153.3,1072
318164,NM_001169229.2,1332
318164,NM_001258651.2,1870
31838,NM_132296.3,2121
31842,NM_176718.4,4666
31842,NM_167178.5,4648
31842,NM_001258661.2,4997
31842,NM_001272442.1,4887
31842,NM_001103448.3,4974
31842,NM_176717.4,4761
31842,NM_132299.6,4743
31842,NM_206671.4,4681
31842,NM_001258660.1,4718
318579,NM_170321.3,1026
318721,NM_001275951.1,2335
318721,NM_001104418.2,2030
318855,NM_165382.3,493
31926,NM_001298139.1,1807
31926,NM_078546.4,1514
31926,NM_167207.3,1541
31957,NM_167223.3,4132
31957,NM_078550.4,3710
31957,NM_206676.3,3785
31957,NM_206673.3,3808
31957,NM_206674.3,3853
31957,NM_206675.3,3961
31957,NM_167224.3,4102
31957,NM_206672.3,3445
31957,NM_001272473.2,3156
31975,NM_078552.3,1179
32071,NM_001103480.2,3949
32071,NM_001103481.3,3777
32071,NM_001272516.2,3768
32071,NM_167278.3,3780
32071,NM_001144714.1,3440
32169,NM_132551.3,5642
32169,NM_001298220.1,4880
32273,NM_078589.4,5997
32273,NM_001103497.2,6315
32285,NM_001298272.1,2355
32285,NM_132645.3,2979
32285,NM_001103499.2,2554
32285,NM_001298271.1,2222
32285,NM_167358.2,2807
32285,NM_132647.2,2683
32321,NM_078592.3,5870
32321,NM_001272597.2,5781
32321,NM_001169275.2,5243
32321,NM_001298290.1,5049
32321,NM_001169274.2,5935
32321,NM_001103504.2,5651
32321,NM_001169276.3,6009
32425,NM_001272624.2,3212
32425,NM_167416.3,2931
32425,NM_167417.3,2892
32425,NM_167415.3,2819
32425,NM_001272625.2,2780
32425,NM_078602.4,2780
32425,NM_001272623.2,2240
32425,NM_001272626.2,3160
32425,NM_167419.2,2602
32425,NM_001169287.2,2762
32425,NM_167421.2,1811
32425,NM_001169288.1,2429
32637,NM_001298411.1,5083
32637,NM_132912.2,4471
32721,NM_078661.4,3387
32721,NM_167564.2,3269
32721,NM_167565.2,3236
32743,NM_001272730.1,6742
32743,NM_001272729.1,7411
32743,NM_167573.2,7639
32743,NM_001272728.1,7693
32743,NM_001272727.1,7301
32743,NM_167572.2,7348
32743,NM_133003.3,5872
32787,NM_078671.5,2658
32787,NM_001272738.2,2658
32797,NM_001038764.2,5732
32797,NM_133043.3,5686
32797,NM_001272744.1,5594
32797,NM_001272745.1,5590
32799,NM_001272746.1,4161
32799,NM_206778.3,4028
32799,NM_080354.4,2397
32799,NM_206779.3,2322
32860,NM_001103551.2,3192
32910,NM_133134.3,5498
32920,NM_167642.3,4603
32920,NM_001103560.3,4036
32920,NM_001272774.1,3925
32920,NM_133144.4,3412
32955,NM_001298517.1,1380
32955,NM_167669.3,1267
32955,NM_134482.4,1240
32955,NM_001258831.1,753
33081,NM_134580.3,1911
33081,NM_001298579.1,1788
33081,NM_167726.2,1990
33118,NM_078710.4,2116
33118,NM_001298588.1,1963
33210,NM_057360.4,3564
33214,NM_001272893.1,768
33214,NM_057282.4,601
33228,NM_080359.4,1532
33240,NM_001316376.1,1124
33240,NM_057601.3,2362
33240,NM_001144290.2,2362
33247,NM_058079.3,3057
33247,NM_001169374.2,3169
33247,NM_001169373.2,3398
33248,NM_164387.2,5991
33248,NM_001298625.1,5987
33248,NM_001258897.1,5730
33248,NM_001298624.1,5633
33248,NM_001298623.1,5800
33248,NM_078723.3,5466
33248,NM_001169375.1,2359
3346167,NM_001014622.3,8282
3346167,NM_001275653.1,8309
3346167,NM_001014625.3,7376
3346167,NM_001144584.3,7481
3346167,NM_001260180.2,14849
3346167,NM_001014624.3,8811
3346167,NM_001014623.3,5606
3346167,NM_001144583.3,2713
3346167,NM_001104324.4,3037
33469,NM_058115.5,664
33629,NM_001273089.2,659
33629,NM_057428.4,587
33659,NM_175958.3,3452
33659,NM_057664.6,3664
33659,NM_057665.5,2272
33659,NM_001169400.2,3436
33659,NM_175959.3,3458
33778,NM_135091.4,4049
33778,NM_001169416.2,3960
33829,NM_001273186.1,745
33829,NM_057435.3,641
33836,NM_057246.5,1784
33836,NM_001273189.1,1656
33847,NM_164675.2,4337
33847,NM_057864.4,4281
33847,NM_164676.2,4277
33903,NM_001298744.1,2064
33903,NM_164690.2,1921
33903,NM_135188.3,2030
33905,NM_001298745.1,2128
33905,NM_135190.5,2019
33962,NM_001258987.2,5383
33962,NM_001298764.1,5007
33962,NM_078772.4,4776
33983,NM_135247.6,11437
33983,NM_001258993.2,11533
33983,NM_001258995.2,11780
33983,NM_001144332.3,11654
33983,NM_001258994.2,11750
33983,NM_001169428.3,11753
34031,NM_078781.3,575
34193,NM_058156.4,3373
34193,NM_001259017.2,3260
34276,NM_164860.2,2886
34276,NM_135455.3,2725
34280,NM_135458.5,2328
34291,NM_078803.2,1805
34307,NM_135474.3,1965
34380,NM_164909.2,2095
34380,NM_135527.3,2073
34380,NM_164911.2,1846
34387,NM_001273392.1,1632
34387,NM_135533.2,1555
34392,NM_057679.5,2577
34441,NM_135568.4,2141
34526,NM_001298897.1,807
34526,NM_057813.4,761
34526,NM_164955.2,798
34549,NM_135649.2,4747
34549,NM_001298903.1,4404
34558,NM_001298908.1,499
34558,NM_057755.2,437
34602,NM_078830.1,1140
34603,NM_078831.1,1155
34604,NM_001298925.1,2261
34604,NM_057558.5,1886
34761,NM_001298972.1,3181
34761,NM_058090.4,2749
34803,NM_165067.2,4444
34803,NM_078838.3,3869
34803,NM_165068.2,3516
34831,NM_205988.3,4681
34831,NM_205989.3,4677
34831,NM_001038817.1,4417
34831,NM_001038818.1,4590
34831,NM_001273526.1,4663
34831,NM_078840.5,4037
34831,NM_001273527.1,2826
34840,NM_057823.6,1147
34840,NM_176042.2,1468
34840,NM_176043.2,878
34842,NM_001259102.2,4433
34842,NM_001299002.1,4042
34842,NM_001014482.3,2901
34842,NM_078841.5,3161
34850,NM_001169504.2,6846
34850,NM_078843.6,5890
34850,NM_165089.4,6239
34850,NM_001144354.3,5917
35103,NM_001273609.1,2100
35103,NM_136036.4,1789
35173,NM_001273627.1,3153
35173,NM_136091.4,2884
35173,NM_165273.2,2513
35279,NM_206010.3,796
35279,NM_136169.4,731
35279,NM_001273683.1,818
35279,NM_001273684.1,1114
35362,NM_136231.4,2930
35380,NM_001273737.1,3292
35380,NM_001273736.1,3154
35380,NM_136247.3,3163
35480,NM_165423.2,3076
35480,NM_206023.2,2488
35480,NM_136315.3,3959
35498,NM_001169584.2,746
35498,NM_136329.3,849
35512,NM_001273785.1,7801
35512,NM_136340.3,5969
35539,NM_001273790.1,3026
35539,NM_001273791.1,3248
35539,NM_165460.2,3038
35539,NM_136359.3,3419
35539,NM_165459.2,3549
35539,NM_165458.2,3198
35543,NM_001299216.1,2392
35543,NM_136362.3,1628
35554,NM_165470.3,4980
35554,NM_165469.4,4492
35554,NM_165471.3,4704
35554,NM_001144138.2,4651
35554,NM_078903.4,4330
35554,NM_165472.3,4276
35559,NM_058091.3,2478
35559,NM_001273797.1,2303
35573,NM_136382.3,2281
35735,NM_078929.4,1915
35735,NM_165564.1,1737
35744,NM_001259265.2,2004
35744,NM_136487.4,2022
35762,NM_165582.2,1283
35762,NM_165583.2,1331
35762,NM_136499.3,1208
35813,NM_001201956.2,5156
35813,NM_001144145.4,5153
35813,NM_001299264.1,5099
35813,NM_136533.2,4066
35817,NM_001273872.2,1065
35817,NM_057271.4,543
35942,NM_057798.3,1690
35971,NM_001259296.2,2462
35971,NM_136644.3,2257
35971,NM_001259297.2,2563
35971,NM_165676.2,2572
35971,NM_165675.3,2382
36013,NM_136678.3,1067
36015,NM_136680.4,1090
36015,NM_001299326.1,1148
36048,NM_165730.2,2994
36048,NM_001103784.2,2715
36048,NM_165732.2,2710
36048,NM_136704.3,2838
36236,NM_001299387.1,1351
36236,NM_001273964.1,1529
36236,NM_078973.3,1444
36236,NM_165833.3,1745
36236,NM_001273963.1,1180
36236,NM_001273961.1,1514
36236,NM_001273962.1,1288
36241,NM_001273969.1,11743
36241,NM_078977.5,10470
36241,NM_001103800.3,10866
36241,NM_001273970.1,10721
36241,NM_165844.2,2291
36248,NM_136849.2,3132
36248,NM_165845.2,1980
36266,NM_001316416.1,2028
36266,NM_078979.3,964
36304,NM_136891.4,7442
36307,NM_165865.3,1909
36307,NM_165863.3,1736
36307,NM_165864.3,1471
36350,NM_078987.3,1191
36368,NM_136945.4,3069
36368,NM_165907.4,2100
36413,NM_078997.3,1739
36444,NM_165966.2,4641
36444,NM_001299447.1,4375
36444,NM_057899.3,4287
36444,NM_001299448.1,4350
36445,NM_057907.4,3235
36467,NM_137011.3,1008
36468,NM_001014522.2,693
36468,NM_057295.4,879
36499,NM_137035.2,3475
36499,NM_001169672.1,3221
36526,NM_137058.4,6057
36526,NM_001259375.2,4866
36526,NM_001259374.2,5825
36582,NM_079016.3,4256
36585,NM_137102.4,1867
36589,NM_001038858.4,8900
36589,NM_001038859.4,8257
36589,NM_001144195.3,6961
36589,NM_001144196.3,7042
36589,NM_001038856.4,6988
36589,NM_001144197.3,6038
36589,NM_001259390.2,2524
36589,NM_001259388.2,4152
36589,NM_001259389.1,2485
36589,NM_001259391.2,2526
36589,NM_001038857.3,2383
36693,NM_137181.3,3361
36750,NM_206125.2,1806
36750,NM_001169693.1,2112
36750,NM_166123.4,1761
36750,NM_079029.5,1599
36750,NM_001259425.1,1501
36750,NM_166122.4,1783
36750,NM_001259424.2,1387
36750,NM_001259426.2,1745
36782,NM_166148.2,1682
36782,NM_137242.3,1683
36963,NM_079047.4,527
37007,NM_137400.4,4269
37007,NM_206157.2,4262
37007,NM_001169707.2,3910
37073,NM_137452.3,2291
37073,NM_001299634.1,2241
37111,NM_137484.4,751
37112,NM_137485.4,765
37123,NM_079059.3,1757
37152,NM_001202040.1,6469
37152,NM_001299658.1,6278
37152,NM_001103900.2,6020
37152,NM_001103899.2,6011
37152,NM_137517.5,5637
37152,NM_137515.3,2983
37190,NM_001299667.1,4668
37190,NM_001144235.2,5170
37190,NM_166318.2,4678
37190,NM_001299669.1,3182
37190,NM_001299668.1,4308
37190,NM_137546.3,4536
37264,NM_137598.3,547
37289,NM_137619.3,3522
37289,NM_166381.2,3554
37289,NM_166382.2,3613
37323,NM_080378.4,2822
37364,NM_001369956.1,2835
37364,NM_001299723.1,2835
37364,NM_001103918.3,2961
37364,NM_001299724.1,2856
37364,NM_001299725.1,2982
37364,NM_079075.5,2326
37364,NM_001299722.1,2452
37364,NM_001043098.2,2347
37364,NM_001299721.1,2473
37367,NM_166413.3,3267
37482,NM_137764.3,2701
37482,NM_166484.2,2792
37482,NM_166485.2,2719
37575,NM_001274208.2,3553
37575,NM_137836.3,3194
37716,NM_079099.2,1399
3771872,NM_001202147.1,724
3771872,NM_001202148.2,636
3771872,NM_001031945.2,1900
3771872,NM_001031946.2,427
3771951,NM_142422.5,1449
3771951,NM_001032020.3,733
3772015,NM_001032264.4,2338
3772015,NM_001032266.4,2450
3772015,NM_001202034.3,2447
3772015,NM_001032265.4,2012
3772015,NM_001259468.2,1962
3772329,NM_057298.4,592
3772462,NR_002076.1,164
3772474,NR_002077.1,164
37784,NM_058030.4,1593
37800,NM_001299864.1,4154
37800,NM_166630.2,3883
37800,NM_166631.2,3543
37800,NM_001299865.1,3612
37800,NM_131901.3,3544
37800,NM_001299866.1,3675
37800,NM_166632.2,3528
37859,NM_001299894.1,7406
37859,NM_079114.2,7137
37916,NM_138081.4,3291
37970,NM_057972.4,1615
37978,NM_001038884.2,1349
38003,NM_001144288.2,2695
38003,NM_001043105.3,2313
38003,NM_138149.3,2044
38013,NM_001274253.1,3413
38013,NM_138154.3,1729
38208,NM_001370049.1,1321
38208,NM_079162.4,1016
38257,NM_167927.3,4054
38257,NM_001169855.2,4099
38257,NM_079163.4,4117
38347,NM_001259652.2,12592
38347,NM_001274414.2,12610
38347,NM_001259654.2,9919
38347,NM_001259653.1,12477
38347,NM_001274415.1,12495
38347,NM_139493.4,9642
38357,NM_001299996.1,3912
38357,NM_139501.4,3638
38357,NM_001274418.2,3638
38407,NM_168015.2,2566
38407,NM_168017.2,2454
38407,NM_168016.2,2202
38407,NM_001274435.1,2033
38407,NM_139544.3,1969
38407,NM_168018.2,1955
38407,NM_001274436.1,1959
38409,NM_139546.3,364
38451,NM_168042.2,2104
38451,NM_001274450.1,2104
38451,NM_079183.3,2039
38451,NM_001274451.1,2092
38490,NM_139603.3,1429
38490,NM_001274469.1,1226
38639,NM_139726.2,1152
38640,NM_079211.3,2177
38652,NM_001300021.1,3993
38652,NM_139732.3,3632
38701,NM_001316466.1,1568
38701,NM_001316467.1,2150
38701,NM_168157.2,2321
38721,NM_058020.4,5496
38721,NM_001274543.1,5414
38721,NM_168160.2,4704
38721,NM_168161.2,4666
38788,NM_168196.4,10070
38788,NM_001300035.1,8681
38788,NM_001300036.1,7573
38788,NM_168194.4,8863
38788,NM_001274570.2,8851
38788,NM_001274569.2,8881
38788,NM_001274571.2,8881
38788,NM_001316478.1,8881
38788,NM_001169896.3,6457
38788,NM_001043123.3,6202
38788,NM_001144424.2,6270
38788,NM_168195.3,6195
38788,NM_001169897.2,6210
38788,NM_001144426.2,3631
38788,NM_001144425.2,3476
38797,NM_079232.1,996
38963,NM_001259740.2,8844
38963,NM_001300054.1,8799
38963,NM_001144440.2,7889
38963,NM_001274650.1,4872
38963,NM_139969.4,7079
39062,NM_206304.2,1698
39062,NM_206305.2,1286
39062,NM_001274694.1,945
39062,NM_206307.2,1606
39062,NM_206306.2,1593
39085,NM_079277.3,1529
39102,NM_079279.3,1394
39102,NM_001274703.1,1153
39103,NM_140067.2,8463
39195,NM_001274749.1,3963
39195,NM_079295.4,3423
39198,NM_001259778.1,6692
39198,NM_001259779.1,3944
39198,NM_168412.4,6610
39198,NM_001274751.1,5584
39198,NM_168413.3,6097
39198,NM_001104102.4,3508
39198,NM_001370003.1,2966
39198,NM_001104103.3,3413
39198,NM_001104104.3,3244
39324,NM_079303.2,1170
39338,NM_168480.2,960
39338,NM_140257.2,750
39393,NM_176323.2,1740
39480,NM_168534.4,613
39610,NM_140465.3,5961
39625,NM_168601.3,2376
39625,NM_168600.3,2046
39625,NM_079350.5,2491
39737,NM_140561.4,6707
39745,NM_079374.4,863
39812,NM_168659.2,942
39812,NM_079381.3,945
39812,NM_001144487.2,920
39812,NM_001144488.2,913
39943,NM_001144490.3,3871
39943,NM_079402.4,1609
39970,NM_001275068.2,5957
39970,NM_001300172.1,5957
39970,NM_140744.3,4147
40019,NM_001031964.2,3735
40019,NM_001316469.1,3735
40019,NM_001275086.1,2370
40019,NM_140782.4,2370
40020,NM_140783.2,2912
40078,NM_001259902.1,1198
40078,NM_079429.2,1201
40095,NM_001300185.1,1289
40095,NM_140840.4,995
40095,NM_001259904.2,822
40138,NM_140876.3,3707
40138,NM_168806.3,3761
40164,NM_001275140.1,3588
40164,NM_079445.3,2425
40164,NM_001038944.2,2416
40164,NM_001275139.1,2042
40164,NM_001275141.1,2033
40174,NM_140901.3,3041
40177,NM_140903.2,1797
40297,NM_140999.3,1849
40297,NM_168872.1,1426
40300,NM_001275194.1,6134
40300,NM_141002.2,6083
40304,NM_079464.3,1065
40372,NM_141058.3,1785
40372,NM_001275230.1,1806
40393,NM_206418.3,1822
40393,NM_001275246.1,1827
40433,NM_001275266.1,3232
40433,NM_168940.3,2716
40433,NM_001202229.2,2713
40433,NM_168941.4,3073
40527,NM_164317.3,4410
40527,NM_141181.3,4312
40527,NM_001275314.1,4276
40527,NM_001275315.1,4288
40559,NM_141209.3,2691
40580,NM_001259980.2,2536
40580,NM_079501.4,2518
40607,NM_001014605.3,3274
40607,NM_079505.3,3208
40667,NM_141290.6,2054
40667,NM_001300252.1,2348
40667,NM_001144538.2,1812
40687,NM_001275362.1,903
40687,NM_141303.3,722
40693,NM_001144539.2,4976
40693,NM_141309.4,4059
40693,NM_169086.3,4167
40693,NM_001275364.2,4167
40712,NM_169098.4,3363
40738,NM_079518.3,528
40790,NM_079522.4,1938
40818,NM_079523.3,652
40850,NM_001275401.1,5100
40850,NM_001275402.1,5324
40850,NM_169170.3,5196
40850,NM_001170066.2,5327
40850,NM_001104227.3,5420
40850,NM_001170065.2,5420
40850,NM_079526.3,5006
40850,NM_001275403.1,6029
40850,NM_001275399.1,5033
40850,NM_169171.2,4823
40850,NM_001275400.1,4850
40850,NM_169172.3,3883
40850,NM_001104228.3,4906
40901,NM_079537.4,2017
40990,NM_001043222.3,2566
41054,NM_141578.2,1964
41107,NM_141620.3,2741
41135,NM_141640.5,1862
41266,NM_001260092.2,4736
41266,NM_141742.3,4694
41266,NM_001260094.2,4760
41266,NM_001275535.1,4329
41266,NM_001104268.2,4268
41266,NM_001260093.2,3861
41290,NM_079581.4,1118
41347,NM_169378.2,1610
41347,NM_169380.2,1688
41347,NM_079592.3,1381
41347,NM_169377.2,715
41407,NM_079597.3,1123
41532,NM_141941.3,1167
41609,NM_079615.4,2174
41693,NM_001300388.1,515
41693,NM_079622.4,446
41786,NM_169602.2,1219
41786,NM_001275651.1,1102
41786,NM_001275652.1,1297
41786,NM_079629.4,1028
41800,NM_169607.2,1632
41800,NM_142144.3,1560
41823,NM_169611.2,2487
41823,NM_142165.3,3129
41823,NM_001275654.1,2473
41823,NM_169610.2,2584
41860,NM_079640.3,1299
41938,NM_001370053.1,5277
41938,NM_001300421.1,5288
41938,NM_169688.3,5196
41938,NM_169684.3,5235
41938,NM_169690.3,5972
41938,NM_079647.4,5903
41938,NM_169686.3,5171
41938,NM_169687.3,4989
41938,NM_001370054.1,4819
41938,NM_169689.3,4819
41938,NM_169685.3,4843
41938,NM_001275688.1,2968
41941,NM_079648.4,2693
42003,NM_001043255.2,662
42003,NM_169721.2,595
42032,NM_080515.3,2289
42077,NM_142351.4,651
42131,NM_142391.5,2716
42133,NM_169777.2,3222
42133,NM_079669.3,3152
42175,NM_142429.3,2060
42208,NM_001300460.1,1495
42208,NM_142458.4,1495
42208,NM_001170175.2,1498
42300,NM_079679.3,3258
42492,NM_206530.2,1300
42492,NM_057255.3,1184
42492,NM_057256.4,1252
42492,NM_001275868.1,1457
42492,NM_206531.2,1432
42492,NM_001275867.1,1456
42493,NM_079703.3,2039
42514,NM_001275874.1,2280
42514,NM_142696.3,1949
42568,NM_079718.3,1450
42586,NM_142743.3,1861
42586,NM_001170211.1,1625
42591,NM_169990.3,1618
42591,NM_001275892.1,1423
42591,NM_079721.4,1379
42595,NM_169991.2,2324
42595,NM_001300530.1,2803
42595,NM_079722.4,2270
42641,NM_142791.3,1393
42681,NM_142824.3,2619
42758,NM_079738.3,6849
42770,NM_001300556.1,2248
42770,NM_142892.2,1894
42770,NM_001170229.2,1485
42770,NM_170076.2,1600
42796,NM_142915.3,1777
43026,NM_143092.3,2939
43041,NM_001260373.2,8553
43041,NM_143104.3,8484
43095,NM_143153.3,5486
43095,NM_001276034.1,5486
43098,NM_170236.2,3005
43130,NM_170247.2,3287
43130,NM_001300608.1,3161
43130,NM_001300607.1,3128
43130,NM_170246.2,3113
43130,NM_001300609.1,2951
43130,NM_143181.3,2918
43273,NM_170318.3,1391
43273,NM_143286.3,1317
43284,NM_170329.2,1440
43284,NM_057647.4,1595
43284,NM_057648.4,1586
43300,NM_001144645.3,11301
43300,NM_001260406.2,6074
43300,NM_001260405.2,5059
43300,NM_079806.4,5651
43330,NM_143325.4,2892
43447,NM_079822.3,1136
43447,NM_001038986.3,1042
43447,NM_001038987.2,1022
43488,NM_143450.3,610
43488,NM_001300657.1,561
43491,NM_143452.3,4301
43532,NM_001300668.1,931
43532,NM_001260433.3,756
43532,NM_143483.3,1045
43532,NM_001300667.1,726
43671,NM_079862.3,2153
43671,NM_170534.2,2021
43687,NM_079865.4,1028
43717,NM_170553.2,3276
43717,NM_079869.3,3057
43717,NM_001170313.1,3054
43717,NM_001276216.1,3054
43724,NM_001276217.2,4450
43724,NM_170557.3,2545
43724,NM_079870.4,2289
43724,NM_170555.3,3132
43724,NM_170556.3,2687
43792,NM_079883.3,3382
43792,NM_166764.2,1950
43792,NM_166761.2,2604
43792,NM_166760.2,2580
43792,NM_166759.2,2239
43793,NM_143666.3,4514
43797,NM_079885.2,1319
43797,NM_166767.2,1313
43797,NM_166769.2,2547
43797,NM_001272134.1,2544
43797,NM_166768.2,1238
43797,NM_001272133.1,1213
43797,NM_001272132.1,2719
43804,NM_079887.3,2705
43805,NM_143673.3,2895
43805,NM_166779.4,2853
43905,NM_001300046.1,5252
43905,NM_001274620.1,4995
43905,NM_001274619.1,5056
43905,NM_001274621.1,5148
43905,NM_001274623.1,5013
43905,NM_001274622.1,5074
43905,NM_001274624.1,5166
43905,NM_001169902.2,5095
43905,NM_001169903.1,4441
43905,NM_168245.3,4459
43905,NM_079913.3,4467
43990,NM_143704.3,1729
43990,NM_165578.3,1704
44095,NM_166105.3,3671
44095,NM_001169690.1,3834
44095,NM_001259418.2,2630
44095,NM_166106.3,2790
44095,NM_166108.3,5243
44095,NM_079952.4,5256
44095,NM_166107.2,5512
44095,NM_166109.2,4375
44098,NM_079174.2,1673
44173,NM_001273364.1,607
44173,NM_079975.4,569
44251,NM_167955.2,1173
44251,NM_079987.3,998
44543,NM_206270.2,8375
44543,NM_001274447.1,7638
44543,NM_001104027.2,7623
44543,NM_001274449.1,7293
