NCBI GeneID,Transcript Accession,Transcript_length
33247,NM_001169373.2,3398
33248,NM_164387.2,5991
3346167,NM_001260180.2,14849
33469,NM_058115.5,664
33629,NM_001273089.2,659
33659,NM_057664.6,3664
33778,NM_135091.4,4049
33829,NM_001273186.1,745
33836,NM_057246.5,1784
33847,NM_164675.2,4337
33903,NM_001298744.1,2064
33905,NM_001298745.1,2128
33962,NM_001258987.2,5383
33983,NM_001258995.2,11780
34031,NM_078781.3,575
34193,NM_058156.4,3373
34276,NM_164860.2,2886
34280,NM_135458.5,2328
34291,NM_078803.2,1805
34307,NM_135474.3,1965
34380,NM_164909.2,2095
34387,NM_001273392.1,1632
34392,NM_057679.5,2577
34441,NM_135568.4,2141
34526,NM_001298897.1,807
34549,NM_135649.2,4747
34558,NM_001298908.1,499
34602,NM_078830.1,1140
34603,NM_078831.1,1155
34604,NM_001298925.1,2261
34761,NM_001298972.1,3181
34803,NM_165067.2,4444
34831,NM_205988.3,4681
34840,NM_176042.2,1468
34842,NM_001259102.2,4433
34850,NM_001169504.2,6846
35103,NM_001273609.1,2100
35173,NM_001273627.1,3153
35279,NM_001273684.1,1114
35362,NM_136231.4,2930
35380,NM_001273737.1,3292
35480,NM_136315.3,3959
35498,NM_136329.3,849
35512,NM_001273785.1,7801
35539,NM_165459.2,3549
35543,NM_001299216.1,2392
35554,NM_165470.3,4980
35559,NM_058091.3,2478
35573,NM_136382.3,2281
35735,NM_078929.4,1915
35744,NM_136487.4,2022
35762,NM_165583.2,1331
35813,NM_001201956.2,5156
35817,NM_001273872.2,1065
35942,NM_057798.3,1690
35971,NM_165676.2,2572
36013,NM_136678.3,1067
36015,NM_001299326.1,1148
36048,NM_165730.2,2994
36236,NM_165833.3,1745
36241,NM_001273969.1,11743
36248,NM_136849.2,3132
36266,NM_001316416.1,2028
36304,NM_136891.4,7442
36307,NM_165865.3,1909
36350,NM_078987.3,1191
36368,NM_136945.4,3069
36413,NM_078997.3,1739
36444,NM_165966.2,4641
36445,NM_057907.4,3235
36467,NM_137011.3,1008
36468,NM_057295.4,879
36499,NM_137035.2,3475
36526,NM_137058.4,6057
36582,NM_079016.3,4256
36585,NM_137102.4,1867
36589,NM_001038858.4,8900
36693,NM_137181.3,3361
36750,NM_001169693.1,2112
36782,NM_137242.3,1683
36963,NM_079047.4,527
37007,NM_137400.4,4269
37073,NM_137452.3,2291
37111,NM_137484.4,751
37112,NM_137485.4,765
37123,NM_079059.3,1757
37152,NM_001202040.1,6469
37190,NM_001144235.2,5170
37264,NM_137598.3,547
37289,NM_166382.2,3613
37323,NM_080378.4,2822
37364,NM_001299725.1,2982
37367,NM_166413.3,3267
37482,NM_166484.2,2792
37575,NM_001274208.2,3553
37716,NM_079099.2,1399
3771872,NM_001031945.2,1900
3771951,NM_142422.5,1449
3772015,NM_001032266.4,2450
3772329,NM_057298.4,592
3772462,NR_002076.1,164
3772474,NR_002077.1,164
37784,NM_058030.4,1593
37800,NM_001299864.1,4154
37859,NM_001299894.1,7406
37916,NM_138081.4,3291
37970,NM_057972.4,1615
37978,NM_001038884.2,1349
38003,NM_001144288.2,2695
38013,NM_001274253.1,3413
38208,NM_001370049.1,1321
38257,NM_079163.4,4117
38347,NM_001274414.2,12610
38357,NM_001299996.1,3912
38407,NM_168015.2,2566
38409,NM_139546.3,364
38451,NM_168042.2,2104
38490,NM_139603.3,1429
38639,NM_139726.2,1152
38640,NM_079211.3,2177
38652,NM_001300021.1,3993
38701,NM_168157.2,2321
38721,NM_058020.4,5496
38788,NM_168196.4,10070
38797,NM_079232.1,996
38963,NM_001259740.2,8844
39062,NM_206304.2,1698
39085,NM_079277.3,1529
39102,NM_079279.3,1394
39103,NM_140067.2,8463
39195,NM_001274749.1,3963
39198,NM_001259778.1,6692
39324,NM_079303.2,1170
39338,NM_168480.2,960
39393,NM_176323.2,1740
39480,NM_168534.4,613
39610,NM_140465.3,5961
39625,NM_079350.5,2491
39737,NM_140561.4,6707
39745,NM_079374.4,863
39812,NM_079381.3,945
39943,NM_001144490.3,3871
39970,NM_001275068.2,5957
40019,NM_001031964.2,3735
40020,NM_140783.2,2912
40078,NM_079429.2,1201
40095,NM_001300185.1,1289
40138,NM_168806.3,3761
40164,NM_001275140.1,3588
40174,NM_140901.3,3041
40177,NM_140903.2,1797
40297,NM_140999.3,1849
40300,NM_001275194.1,6134
40304,NM_079464.3,1065
40372,NM_001275230.1,1806
40393,NM_001275246.1,1827
40433,NM_001275266.1,3232
40527,NM_164317.3,4410
40559,NM_141209.3,2691
40580,NM_001259980.2,2536
40607,NM_001014605.3,3274
40667,NM_001300252.1,2348
40687,NM_001275362.1,903
40693,NM_001144539.2,4976
40712,NM_169098.4,3363
40738,NM_079518.3,528
40790,NM_079522.4,1938
40818,NM_079523.3,652
40850,NM_001275403.1,6029
40901,NM_079537.4,2017
40990,NM_001043222.3,2566
41054,NM_141578.2,1964
41107,NM_141620.3,2741
41135,NM_141640.5,1862
41266,NM_001260094.2,4760
41290,NM_079581.4,1118
41347,NM_169380.2,1688
41407,NM_079597.3,1123
41532,NM_141941.3,1167
41609,NM_079615.4,2174
41693,NM_001300388.1,515
41786,NM_001275652.1,1297
41800,NM_169607.2,1632
41823,NM_142165.3,3129
41860,NM_079640.3,1299
41938,NM_169690.3,5972
41941,NM_079648.4,2693
42003,NM_001043255.2,662
42032,NM_080515.3,2289
42077,NM_142351.4,651
42131,NM_142391.5,2716
42133,NM_169777.2,3222
42175,NM_142429.3,2060
42208,NM_001170175.2,1498
42300,NM_079679.3,3258
42492,NM_001275868.1,1457
42493,NM_079703.3,2039
42514,NM_001275874.1,2280
42568,NM_079718.3,1450
42586,NM_142743.3,1861
42591,NM_169990.3,1618
42595,NM_001300530.1,2803
42641,NM_142791.3,1393
42681,NM_142824.3,2619
42758,NM_079738.3,6849
42770,NM_001300556.1,2248
42796,NM_142915.3,1777
43026,NM_143092.3,2939
43041,NM_001260373.2,8553
43095,NM_143153.3,5486
43098,NM_170236.2,3005
43130,NM_170247.2,3287
43273,NM_170318.3,1391
43284,NM_057647.4,1595
43300,NM_001144645.3,11301
43330,NM_143325.4,2892
43447,NM_079822.3,1136
43488,NM_143450.3,610
43491,NM_143452.3,4301
43532,NM_143483.3,1045
43671,NM_079862.3,2153
43687,NM_079865.4,1028
43717,NM_170553.2,3276
43724,NM_001276217.2,4450
43792,NM_079883.3,3382
43793,NM_143666.3,4514
43797,NM_001272132.1,2719
43804,NM_079887.3,2705
43805,NM_143673.3,2895
43905,NM_001300046.1,5252
43990,NM_143704.3,1729
44095,NM_166107.2,5512
44098,NM_079174.2,1673
44173,NM_001273364.1,607
44251,NM_167955.2,1173
44543,NM_206270.2,8375
44653,NM_165534.3,7593
45234,NM_164852.3,12225
45250,NM_143755.4,2170
45360,NM_137993.4,1694
45556,NM_001299504.1,1727
45668,NM_078836.3,2610
45780,NM_080098.4,969
45879,NM_001274648.1,6099
46058,NM_143774.3,852
46059,NM_143775.3,2077
46243,NM_057638.4,16216
46719,NM_167916.3,4000
47141,NM_001297810.1,4163
47611,NM_001103862.2,2637
47895,NM_057581.5,1257
48336,NM_176479.2,746
48338,NM_080175.3,840
48775,NM_143812.4,2160
48986,NM_165541.2,704
49168,NM_001169541.2,2022
49241,NM_169674.2,4131
49636,NM_001274168.2,4043
49807,NM_080218.5,1213
50209,NM_001299640.1,769
50225,NM_001259386.2,8827
50286,NM_001300130.1,610
53437,NM_001275697.1,5042
53567,NM_170365.4,8064
59214,NM_080274.3,1164
8674055,NM_001298124.1,16625
8674098,NM_001258788.2,7965
117480,NM_168049.2,2858
12798150,NR_047831.1,100
12798237,NR_047969.1,85
12798295,NR_048510.1,97
12798333,NR_048136.1,92
12798351,NR_048150.1,80
12798354,NR_048158.1,69
12798356,NR_048162.1,100
12798358,NR_048166.1,69
12798410,NR_048399.1,68
12798421,NR_048301.1,99
12798576,NR_048219.1,97
2768679,NM_206554.2,1184
2768687,NM_001276044.1,6012
31017,NM_001169159.2,9406
31024,NM_001272173.1,2840
31157,NM_130606.3,3688
31192,NM_001297877.1,2467
31243,NM_130655.2,1027
31359,NM_001258587.1,1502
31459,NM_167034.2,4509
31547,NM_001297997.1,4026
31582,NM_078506.3,1675
31588,NM_001298016.1,1130
31613,NM_132118.3,1100
31659,NM_078513.3,3927
31660,NM_167121.3,6934
31706,NM_132195.3,1469
31778,NM_001298090.1,3417
31840,NM_001272441.2,2403
31865,NM_078542.6,1509
318918,NM_001274013.2,5718
32097,NM_001169253.2,4847
32102,NM_132501.3,1002
32152,NM_001298215.1,5320
32162,NM_078581.3,4698
32195,NM_167323.2,1618
32209,NM_001298230.1,8008
32301,NM_132660.4,7583
32349,NM_132700.4,1839
32353,NM_001201660.3,15683
32562,NM_078635.3,1257
32565,NM_001298384.1,1282
32569,NM_001298385.1,4340
32607,NM_132895.3,2297
326128,NM_001014636.3,2445
326270,NM_176518.2,274
326273,NM_165381.4,595
32645,NM_057429.3,2575
32646,NM_167532.2,2919
32671,NM_132941.3,2190
32796,NM_001258807.3,4416
32850,NM_133085.4,3808
32872,NM_167634.3,2406
32898,NM_133124.4,4695
32970,NM_001298524.1,5879
33003,NM_167686.3,6790
33027,NM_176699.3,1634
33034,NM_078696.3,1282
33040,NM_078697.3,1101
33119,NM_001298589.1,2443
33130,NM_134616.3,1358
33131,NM_001298597.1,3366
33157,NM_001103573.2,2629
33230,NM_134686.2,5308
33319,NM_058060.4,675
33334,NM_001144293.2,616
33349,NM_134770.2,3601
33435,NM_057692.2,3223
33462,NM_001273031.2,2524
3346201,NM_001103970.2,13189
33468,NM_058070.6,560
33487,NM_001273041.1,715
33526,NM_057805.3,8297
3354918,NM_001015156.2,1017
3355111,NM_001015405.4,7395
33672,NM_135008.4,591
33701,NM_078751.4,3950
33757,NM_001273164.2,4666
33814,NM_001298713.1,2268
33845,NM_001298722.1,2230
33966,NM_058064.5,1813
33988,NM_164729.3,2055
33989,NM_001298774.1,3145
33992,NM_135252.4,1290
34024,NM_135277.3,5563
34036,NM_135285.3,1821
34095,NM_001273291.1,1022
34110,NM_135342.5,1846
34235,NM_078795.2,3378
34250,NM_057599.4,1147
34283,NM_205948.3,13330
34312,NM_057999.5,2134
34313,NM_078804.4,1391
34329,NM_001273383.2,1186
34367,NM_057614.3,2271
34416,NM_001273414.1,3972
34433,NM_058093.4,1277
34437,NM_135564.4,3499
34450,NM_001273427.1,1936
34453,NM_001201857.2,3816
34541,NM_164957.2,4932
34570,NM_001259056.1,1697
34624,NM_001298935.1,2182
34674,NM_135735.3,1916
34734,NM_135787.4,2146
34804,NM_165069.2,4809
34890,NM_165105.3,1812
34902,NM_078850.4,948
34903,NM_057252.4,2273
34992,NM_001273577.1,2378
35016,NM_078864.3,3237
35054,NM_078866.4,2477
35305,NM_057666.5,1549
35306,NM_001103714.3,5284
35311,NM_001299173.1,1974
35396,NM_001273738.1,2435
35414,NM_165385.4,2758
35420,NM_165390.2,3426
35454,NM_176070.3,2140
35504,NM_136335.3,1060
35505,NM_165441.2,3390
35535,NM_001169589.2,2761
35579,NM_080368.4,1290
35623,NM_078915.3,1029
35738,NM_165568.3,6282
35756,NM_165579.2,4001
35764,NM_078933.3,1687
35818,NM_001273873.2,927
35846,NM_001259276.2,7805
35865,NM_001382199.1,3201
35877,NM_001299286.1,4148
35954,NM_136633.4,2439
35955,NM_001259293.2,5839
35974,NM_001299320.1,7588
36020,NM_165710.3,4446
36098,NM_078959.5,856
36107,NM_136745.5,2481
36133,NM_136764.3,4806
36270,NM_165849.3,1807
36311,NM_001299405.1,1796
36317,NM_136900.2,1989
36373,NM_165912.2,2509
36395,NM_001299429.1,2313
36420,NM_001274002.2,2246
36436,NM_001299442.1,6020
36590,NM_137106.3,1942
36604,NM_137119.4,2027
36621,NM_137128.4,10289
36661,NM_137156.3,1761
36663,NM_079024.3,1964
36702,NM_137188.3,2089
36706,NM_001382195.1,5121
36726,NM_166102.2,1830
36786390,NR_156795.1,6457
36794,NM_137252.3,2147
36863,NM_057914.4,1549
36868,NM_001299570.1,1811
36957,NM_137366.4,1188
36981,NM_166239.4,2565
37004,NM_137397.3,2642
37006,NM_137399.4,1154
37047,NM_001299624.1,5336
37181,NM_176233.4,1926
37214,NM_079068.5,633
37229,NM_137576.4,497
37266,NM_001299690.1,922
37400,NM_137705.3,2523
37449,NM_001299751.1,1350
37462,NM_001259522.2,5346
37671,NM_137915.4,2120
37711,NM_079097.1,1140
3771927,NR_001646.1,192
3772048,NR_001672.1,191
3772126,NR_001673.1,192
3772327,NR_002081.1,107
3772392,NR_001645.1,192
3772559,NM_001032002.2,5035
3772638,NM_168050.3,2882
37815,NM_057933.5,1842
37846,NM_138034.3,752
37950,NM_079129.3,2229
38076,NM_138200.4,1757
38154,NM_057655.4,740
38199,NM_058047.5,4078
38298,NM_139456.3,3544
38338,NM_001259651.3,7755
38350,NM_139496.3,1996
38375,NM_139516.1,2779
38432,NM_057232.5,1708
38489,NM_139602.3,4393
38491,NM_001104028.2,5057
38558,NM_001274488.1,3985
38578,NM_168102.3,7297
38613,NM_168117.3,1609
38649,NM_139730.3,1940
38809,NM_168200.2,4022
3885565,NM_001038717.2,1493
38864,NM_139892.3,1461
38914,NM_139928.5,3199
38958,NM_139966.3,1092
38989,NM_139990.3,2483
39027,NM_140015.3,2223
39065,NM_001169929.2,2686
39132,NM_168360.2,2163
39143,NM_079287.2,918
39189,NM_079294.3,1215
39270,NM_206321.2,3124
39293,NM_168461.2,4355
39304,NM_168467.2,1353
39418,NM_079317.3,2400
39484,NM_001300126.1,1305
39518,NM_001104130.2,3357
39581,NM_001274910.1,4233
39583,NM_001259826.1,8707
39644,NM_168605.2,2545
39764,NM_001274994.1,5042
39829,NM_140638.3,1771
39860,NM_140652.4,2784
39864,NM_168681.4,4413
39877,NM_058037.5,1520
39889,NM_206391.3,7424
39935,NM_079400.3,2130
39982,NM_140755.3,1982
40047,NM_168777.2,1183
40052,NM_140807.4,1391
40055,NM_079427.3,5316
40157,NM_001104177.3,1991
40225,NM_140943.3,5099
40240,NM_140953.3,2321
40245,NM_140957.4,3490
40267,NM_140972.3,1477
40308,NM_079466.3,1679
40359,NM_001300213.1,3355
40370,NM_168903.3,3826
40391,NM_001275243.3,8199
40475,NM_079492.3,1794
40515,NM_001275303.1,8333
40563,NM_168999.3,3892
40675,NM_169070.2,2814
40704,NM_001275368.1,6315
40709,NM_141323.2,3986
40793,NM_141398.4,10196
40858,NM_001014610.2,3910
40891,NM_141463.2,1935
40913,NM_169191.4,6006
40935,NM_001260043.1,2105
41017,NM_001300309.1,6333
41018,NM_001275445.1,1404
41027,NM_141555.2,2493
41071,NM_141593.4,1408
41119,NM_079565.3,1179
41150,NM_141649.2,1755
41279,NM_169350.3,3273
41295,NM_141760.4,1528
41387,NM_141829.3,4726
41427,NM_058053.4,6782
41455,NM_176475.1,3163
41520,NM_141932.3,1758
41566,NM_079607.3,1469
41615,NM_079617.3,4337
41646,NM_169519.2,2021
41675,NM_142047.4,5618
41711,NM_001104314.2,857
41713,NM_001260160.1,2512
41773,NM_079628.4,753
41868,NM_142195.2,2665
41880,NM_001202298.3,8410
41911,NM_001170153.3,6120
41943,NM_169693.2,6481
41983,NM_058097.6,847
42049,NM_001275724.1,2390
42063,NM_169745.3,2238
42064,NM_142339.3,2476
42087,NM_142359.3,2975
42136,NM_001300453.1,5221
42185,NM_142439.3,1335
42203,NM_142453.4,3744
42268,NM_001275791.1,1155
42291,NM_001300472.1,950
42306,NM_001275797.1,3491
42314,NM_169854.2,5243
42416,NM_142625.2,268
42467,NM_001275858.1,2287
42471,NM_142667.3,2742
42518,NM_142699.3,3409
42530,NM_001170203.1,5029
42572,NM_142730.3,941
42633,NM_142783.2,1746
42661,NM_079727.3,1203
42695,NM_142835.4,2328
42753,NM_058049.5,2615
42834,NM_079747.3,5405
42898,NM_170139.3,7244
42991,NM_143062.3,1099
43067,NM_001104448.2,1463
43072,NM_143134.3,2104
43074,NM_143136.4,1717
43163,NM_206576.2,2246
43174,NM_001104466.2,4195
43231,NM_079796.5,3101
43265,NM_143279.3,2635
43294,NM_057811.4,2360
43350,NM_143340.4,3546
43351,NM_170360.2,4589
43439,NM_057545.4,4239
43493,NM_057740.4,2354
43595,NM_001300676.1,373
43618,NM_170491.2,2875
43664,NM_206591.2,3571
43747,NM_001276223.2,2660
43783,NM_205871.3,3002
43785,NM_001272123.1,2009
43823,NM_079892.3,930
43864,NM_001275304.1,1224
43867,NM_138988.4,7025
43938,NM_001273169.1,689
43943,NM_080532.4,823
43952,NM_079924.3,1037
44046,NM_167468.3,450
44059,NM_001273621.2,735
44172,NM_079974.3,1648
44207,NM_079980.4,819
44261,NM_001259673.2,4403
44272,NM_001273750.1,5708
44360,NM_080005.4,833
44409,NM_080011.3,3236
44437,NM_001300551.1,1809
44668,NM_080035.3,729
44724,NM_080040.5,808
44848,NM_057335.3,616
44910,NM_001316496.1,3987
45883,NM_001202284.1,2321
45969,NM_080121.4,3099
46020,NM_165961.2,5618
46194,NM_001259642.1,10136
47218,NM_167137.2,877
47762,NM_001298855.1,1587
47852,NM_080159.3,243
48224,NM_001299980.1,924
48341,NM_080177.4,808
48450,NM_169558.2,2047
49804,NM_080215.4,1521
49968,NM_001258510.2,5584
50126,NM_001299719.1,767
53433,NM_080247.3,1309
53444,NM_001259076.2,1880
59223,NM_144449.4,3487
7354404,NM_001300707.1,1576
8674026,NM_001170004.2,6363
117348,NM_078780.5,1417
117361,NM_001273057.2,8161
117492,NM_001014456.1,1161
12797897,NR_048381.1,93
12797936,NR_048297.1,84
12797955,NR_047783.1,127
12797981,NR_047809.1,100
12797982,NR_047811.1,88
12798170,NR_048250.1,99
12798204,NR_048261.1,100
12798357,NR_048164.1,69
12798411,NR_048401.1,75
12798412,NR_048403.1,102
12798417,NR_048092.1,92
12798430,NR_048413.2,2841
12798432,NR_048417.1,68
246493,NM_001144282.2,4375
246497,NM_001299881.1,584
246627,NM_166188.2,5876
250736,NM_136176.4,2269
26067066,NM_001316433.1,6398
2768688,NM_206574.4,2986
2768691,NM_001260430.1,310
2768714,NM_206022.4,2345
2768719,NM_001273950.1,8446
2768964,NM_206347.1,1182
2769001,NM_001274388.1,11516
31015,NM_130497.4,6137
31030,NM_001272174.1,1749
31120,NM_001272206.1,3038
31154,NM_166915.2,4251
31205,NM_057243.4,3927
31215,NM_001169174.2,3387
31245,NM_130656.4,2045
31252,NM_130660.2,1013
31269,NM_080318.3,1667
31270,NM_001258580.1,2070
31303,NM_057329.4,690
31340,NM_057799.4,2752
31399,NM_001297937.1,1383
31408,NM_131955.2,3509
31458,NM_001297961.1,4454
31470,NM_001297969.1,3633
31480,NM_167042.3,1253
31524,NM_001144690.2,2054
31564,NM_132078.2,1362
31565,NM_001298009.1,3296
31587,NM_078507.2,1410
31596,NM_001298020.1,6318
31605,NM_132111.3,1740
31618,NM_176694.3,7553
31620,NM_001258625.2,6374
31669,NM_206638.3,2225
31678,NM_001272383.1,7773
31684,NM_001258639.2,1406
31724,NM_132206.3,5078
31761,NM_001298083.1,1761
31781,NM_167157.2,1143
317955,NM_168020.3,360
31797,NM_001272413.1,1595
31800,NM_001169239.2,7001
31805,NM_001298095.2,1286
31806,NM_132271.5,1307
318623,NM_001043268.2,3444
31987,NM_001272489.1,7333
32002,NM_001272499.2,3474
32008,NM_078555.4,1335
32028,NM_001042804.3,10635
32040,NM_001298177.1,796
32119,NM_001272527.2,8842
32166,NM_001298219.1,737
32228,NM_001272564.1,2547
32260,NM_132626.2,751
32341,NM_001272607.2,1594
32387,NM_167408.2,4958
32426,NM_001201661.2,3407
32478,NM_132802.4,3484
32518,NM_132838.3,1924
32613,NM_001144732.2,8763
326151,NM_135062.4,4364
326219,NM_139505.4,2594
32635,NM_001298409.1,949
32758,NM_078665.3,1289
32764,NM_001201735.2,2022
32785,NM_078670.3,12442
32801,NM_133045.4,920
32864,NM_001103553.3,2230
32871,NM_133098.3,1850
32940,NM_167657.3,2029
32941,NM_001201742.3,3998
32953,NM_134480.4,1469
32966,NM_001272793.2,1725
32975,NM_134499.2,2405
33002,NM_167687.3,6470
33022,NM_134534.3,1905
33078,NM_001272821.1,3078
33103,NM_134601.3,6793
33136,NM_001038770.2,2919
33161,NM_001258883.3,4153
33223,NM_134684.3,2592
33227,NM_078720.3,1736
33231,NM_134687.4,853
33239,NM_057982.4,1880
33277,NM_164401.5,9821
33282,NM_078727.3,2745
33367,NM_001042862.2,8783
33401,NM_134813.3,2331
33409,NM_001272988.1,4827
33434,NM_001144297.2,4220
33441,NM_134846.3,1654
3346238,NM_001104057.1,6298
3354921,NM_001015159.4,3726
3355013,NM_001299206.1,2519
3355041,NM_001015321.2,1651
3355116,NM_001273768.1,7180
3355151,NM_001015473.3,1961
3355163,NM_001042857.1,1077
33623,NM_078746.5,1197
33636,NM_001103609.3,4546
33649,NM_134990.3,1863
33695,NM_135029.3,2731
33707,NM_001298679.1,894
33708,NM_001038784.2,866
33710,NM_078754.4,1177
33716,NM_135044.4,1561
33749,NM_135068.4,1617
33796,NM_164654.2,2162
33852,NM_135143.3,1590
33864,NM_135152.4,712
33882,NM_001273198.1,4546
33918,NM_135202.2,729
33921,NM_001298751.1,2385
33930,NM_135214.4,4679
33939,NM_164701.2,3749
33985,NM_057325.3,718
34005,NM_001273249.1,4563
34011,NM_135265.5,2375
34080,NM_135318.2,521
34117,NM_135348.3,2660
34137,NM_135360.4,1245
34206,NM_135409.3,3160
34215,NM_135414.3,2227
34222,NM_001273345.1,1613
34245,NM_164850.4,1298
34352,NM_001298865.1,1167
34370,NM_001273389.1,1760
34427,NM_164928.3,1679
34487,NM_001273433.1,2111
34516,NM_001298894.1,1456
34550,NM_001298904.1,1604
34573,NM_001273455.1,7320
34594,NM_001144348.4,5704
34601,NM_078829.1,1137
34611,NM_164979.2,1809
34716,NM_165028.2,2210
34735,NM_135788.3,2520
34754,NM_001298966.1,1226
34774,NM_001298974.1,1716
34817,NM_135850.3,1766
34822,NM_135852.4,2206
34837,NM_135865.4,1433
34892,NM_001201887.2,1486
34952,NM_001273558.1,3153
34976,NM_001299050.1,1781
34999,NM_001273582.1,815
35049,NM_135996.4,1587
35066,NM_078868.3,1806
35100,NM_078872.5,4457
35130,NM_136058.5,2276
35131,NM_001144363.2,1820
35154,NM_057818.4,5364
35207,NM_001273638.1,2639
35216,NM_057852.3,759
35236,NM_078878.3,3925
35265,NM_165314.2,1202
35359,NM_001273721.1,5158
35376,NM_001259188.2,6466
35390,NM_136253.4,2820
35478,NM_165419.3,2040
35527,NM_165454.3,2670
35529,NM_176097.3,5110
35552,NM_001316407.1,5616
35576,NM_001259222.2,1426
35609,NM_206045.2,3470
35635,NM_078922.4,1667
35671,NM_058057.6,1986
35713,NM_136471.4,1001
35766,NM_057704.5,1253
35771,NM_206056.5,5436
35784,NM_136511.3,1907
35793,NM_136517.3,1558
35799,NM_001273871.2,15774
35816,NM_136535.3,1186
35819,NM_001273874.1,730
35820,NM_057274.4,792
35824,NM_057279.5,1826
35882,NM_136574.3,1904
35949,NM_001014514.2,4332
35958,NM_078942.4,3461
35980,NM_078943.1,1191
36064,NM_136712.4,6172
36084,NM_001382043.1,9023
36094,NM_078958.4,1206
36122,NM_136755.4,2503
36195,NM_001299381.1,791
36209,NM_058032.5,1465
36213,NM_001144173.3,6113
36232,NM_001316415.1,1772
36237,NM_001259337.2,1479
36252,NM_057627.4,1579
36281,NM_001299395.1,1533
36286,NM_001259342.2,4929
36289,NM_078982.3,3532
36290,NM_136877.5,2153
36308,NM_078983.4,1948
36309,NM_136893.4,1124
36314,NM_078984.4,467
36321,NM_165868.2,738
36372,NM_176157.2,2124
36460,NM_137005.2,1287
36498,NM_001299459.1,4465
36514,NM_137047.3,2793
36565,NM_137088.4,1590
36576,NM_137095.3,865
36592,NM_001299488.1,5475
36654,NM_058120.3,950
36685,NM_137175.4,4414
36731,NM_057621.5,659
36769,NM_137236.5,2557
36790,NM_137249.4,4589
36793,NM_137251.3,5896
36851,NM_166183.3,726
36879,NM_057689.4,1378
36905,NM_057490.4,2705
36920,NM_079042.4,2168
36973,NM_166235.2,1501
36986,NM_001103889.2,8012
37005,NM_001299616.1,3275
37027,NM_057954.3,1078
37033,NM_137425.4,7194
37130,NM_137497.3,3449
37313,NM_137639.2,515
37335,NM_137655.3,4123
37429,NM_001299744.1,1150
37434,NM_137732.4,1987
37451,NM_206192.2,2798
37461,NM_166465.2,5069
37467,NM_137753.3,1189
37492,NM_137773.2,1990
37537,NM_137808.3,2049
37559,NM_001299792.1,1729
37580,NM_001299802.1,754
37581,NM_137842.3,899
37602,NM_001299814.1,4033
37628,NM_079089.4,542
37637,NM_137889.3,1064
3772109,NM_001032403.2,5841
3772192,NR_002130.1,192
3772221,NM_001032005.2,1660
3772337,NR_002513.1,192
3772477,NR_001670.1,142
3772712,NR_001679.1,143
37731,NM_137963.2,1137
37732,NM_137964.2,3207
37755,NM_001103968.2,4745
37776,NM_145105.3,1056
37791,NM_137999.3,2386
37804,NM_079111.3,1116
37810,NM_138012.3,2035
37844,NM_001144276.2,1770
37852,NM_001299889.1,1985
37853,NM_001299892.1,2468
37909,NM_079124.3,908
37912,NM_138078.3,3972
37941,NM_079126.3,1743
37965,NM_138123.3,1540
37999,NM_001299944.1,2694
38006,NM_001259588.2,3725
38009,NM_001274249.1,1529
38050,NM_001274273.1,12307
38059,NM_167831.3,4116
38093,NM_001274294.2,4329
38122,NM_079157.2,564
38128,NM_057479.3,580
38137,NM_138243.4,2365
38145,NM_058044.5,1600
38175,NM_167885.2,3916
38193,NM_167902.2,2743
38198,NM_057717.5,1242
38202,NM_057718.3,744
38223,NM_001259621.2,2690
38258,NM_139423.3,2453
38296,NM_167945.3,2918
38306,NM_001299990.1,14937
38369,NM_167977.3,5010
38408,NM_168019.4,333
38412,NM_001274437.1,3792
38447,NM_079181.4,1479
38457,NM_139579.3,1105
38478,NM_139595.3,1947
38499,NM_079195.3,3657
38527,NM_001169875.1,1121
38531,NM_168078.2,2890
38610,NM_001274511.1,3655
38612,NM_139701.2,1521
38620,NM_139709.2,1268
38636,NM_176284.3,2035
38682,NM_139755.3,904
38753,NM_079225.3,1932
38762,NM_139809.3,839
38816,NM_001169899.2,2543
38835,NM_139868.3,2089
38845,NM_001274595.1,4108
3885647,NM_001038719.2,4032
38923,NM_139937.2,1040
38930,NM_001274646.1,1062
38937,NM_139949.3,2862
38974,NM_168277.2,932
38975,NM_139980.3,954
38988,NM_001169914.3,1793
39147,NM_168369.2,5759
39169,NM_001300088.1,2133
39212,NM_001274756.1,5110
39254,NM_079299.4,1194
39322,NM_140244.5,1687
39411,NM_079315.2,546
39432,NM_140330.2,808
39433,NM_079319.4,1128
39485,NM_001274865.1,1568
39492,NM_140376.2,2232
39547,NM_138985.3,1872
39561,NM_001144476.3,5827
39567,NM_140437.2,2335
39652,NM_001274942.1,1906
39688,NM_140523.4,1714
39706,NM_079368.3,1486
39708,NM_079370.3,413
39842,NM_168673.2,1648
39845,NM_140647.4,995
39846,NM_140648.2,1686
39862,NM_168680.2,1030
39916,NM_001300162.1,1059
39919,NM_001275050.2,9015
39929,NM_079399.3,1215
39957,NM_140735.3,4062
39996,NM_140767.2,3553
40056,NM_168781.3,3373
40061,NM_140814.2,892
40063,NM_079428.3,1802
40167,NM_001043152.2,2729
40188,NM_001170008.1,2251
40189,NM_001275156.1,1008
40207,NM_168831.3,898
40272,NM_140977.2,1611
40292,NM_001259922.2,4391
40354,NM_079474.3,967
40373,NM_206092.3,1982
40385,NM_141068.4,4772
40403,NM_141084.3,4962
40429,NM_079483.3,1065
40457,NM_079488.4,2470
40541,NM_001316492.1,1498
40542,NM_001316528.1,3326
