NCBI GeneID,Protein Accession,Protein_length,Transcript Accession,Transcript_length
34834,NP_609706.2,511,NM_135862.2,1841
34836,NP_609708.2,239,NM_135864.3,774
34837,NP_609709.1,410,NM_135865.4,1433
34838,NP_001285930.1,159,NM_001299001.1,733
12798214,NP_001246030.1,131,NM_001259101.2,491
34839,NP_609711.1,721,NM_135867.4,2321
34840,NP_788056.1,239,NM_176042.2,1468
48775,NP_652069.2,632,NM_143812.4,2160
34842,NP_001246031.1,917,NM_001259102.2,4433
34843,NP_477232.1,606,NM_057884.5,2462
34844,NP_523566.4,553,NM_078842.5,3326
34845,NP_609712.1,141,NM_135868.2,545
34846,NP_609713.1,218,NM_135869.2,813
50454,NP_652574.3,126,NM_144317.3,641
34847,NP_476917.1,537,NM_057569.3,2859
3772188,NP_001027265.2,178,NM_001032094.2,689
34848,NP_001285936.1,281,NM_001299007.1,1145
34849,NP_001285937.1,151,NM_001299008.1,712
10178899,NP_001188810.1,60,NM_001201881.2,251
34850,NP_001162975.1,1566,NM_001169504.2,6846
3772432,NP_477495.1,272,NM_058147.4,2080
3771877,NP_001027269.1,256,NM_001032098.2,2080
34853,NP_609716.2,79,NM_135872.4,563
5740685,NP_001285940.1,99,NM_001299011.1,686
34854,NP_609717.5,1609,NM_135873.5,5002
318972,NP_723881.1,349,NM_165090.2,1225
318935,NP_723882.1,89,NM_165091.3,613
8674069,NP_001162977.1,349,NM_001169506.1,1225
8673977,NP_001162979.1,89,NM_001169508.2,613
5740596,NP_001285942.1,82,NM_001299013.1,613
10178949,NP_001188812.1,109,NM_001201883.2,344
8674060,NP_001162981.1,49,NM_001169510.2,279
34856,NP_609719.1,262,NM_135875.3,1158
34857,NP_609720.1,364,NM_135876.2,1301
34858,NP_609721.1,384,NM_135877.3,1318
34859,NP_609722.2,299,NM_135878.3,964
2768923,NP_995714.2,349,NM_205992.3,1103
2768924,NP_995715.1,299,NM_205993.2,1857
2768925,NP_995716.2,192,NM_205994.3,909
2768926,NP_995717.2,572,NM_205995.3,1779
10178926,NP_001188813.2,210,NM_001201884.2,669
34863,NP_723885.1,639,NM_165093.2,2531
34864,NP_001188814.1,272,NM_001201885.1,1422
34865,NP_001246032.2,196,NM_001259103.2,995
34866,NP_477050.1,146,NM_057702.5,683
34867,NP_477051.1,144,NM_057703.4,679
3346206,NP_001400995.1,1067,NM_001414093.1,5223
34870,NP_609731.1,1801,NM_135887.3,5860
34872,NP_001036362.1,474,NM_001042897.2,3012
34873,NP_723893.1,189,NM_165097.4,730
34874,NP_609735.1,215,NM_135891.4,800
34875,NP_609736.1,183,NM_135892.4,726
34876,NP_609737.1,286,NM_135893.2,1149
34877,NP_523568.2,427,NM_078844.4,1769
34878,NP_001246033.1,841,NM_001259104.2,5642
2768910,NP_995718.2,876,NM_205996.2,2632
318970,NP_723894.2,227,NM_165098.2,762
34879,NP_001285947.1,438,NM_001299018.1,1600
49424,NP_524938.1,248,NM_080199.3,2358
34881,NP_476868.1,594,NM_057520.4,2950
34882,NP_001285950.1,2167,NM_001299021.1,7404
3772494,NP_001027273.1,173,NM_001032102.2,755
34883,NP_001260457.1,313,NM_001273528.1,1773
26067080,NP_001260458.1,661,NM_001273529.2,2285
26067079,NP_001027274.2,1031,NM_001032103.2,3337
34885,NP_723898.1,490,NM_165102.2,3209
34886,NP_609738.1,1338,NM_135894.3,6072
34887,NP_609739.2,587,NM_135895.3,2122
34888,NP_476599.1,1106,NM_057251.4,4145
34889,NP_001285953.1,1330,NM_001299024.1,6080
8674064,NP_001162982.1,81,NM_001169511.1,368
12798223,NP_001246035.1,56,NM_001259106.1,799
34890,NP_609741.3,472,NM_135897.5,1740
34891,NP_001260462.1,882,NM_001273533.1,4083
34892,NP_001188816.1,431,NM_001201887.2,1486
34893,NP_609744.2,162,NM_135900.4,1011
34894,NP_723903.3,890,NM_165106.5,2920
34896,NP_723909.2,934,NM_165112.2,3558
34897,NP_001260465.1,138,NM_001273536.1,610
34898,NP_609748.1,292,NM_135904.3,1048
34899,NP_609749.2,230,NM_135905.3,814
49529,NP_723911.2,133,NM_165114.2,1489
34901,NP_609750.1,438,NM_135906.3,1560
34902,NP_523574.4,245,NM_078850.4,948
34903,NP_476600.1,470,NM_057252.4,2273
34904,NP_609751.1,196,NM_135907.2,707
19834832,NP_001285954.1,76,NM_001299025.1,378
34906,NP_476601.1,548,NM_057253.4,2222
34907,NP_001285955.1,484,NM_001299026.1,1996
34908,NP_476732.1,390,NM_057384.4,1668
44381,NP_001285956.1,176,NM_001299027.1,817
34910,NP_476614.1,597,NM_057266.5,2991
8673966,NP_001162985.1,133,NM_001169514.2,670
34911,NP_001246036.1,146,NM_001259107.2,1449
34912,NP_001162986.1,1021,NM_001169515.2,4696
34913,NP_001285958.1,261,NM_001299029.1,1549
34914,NP_609756.1,251,NM_135912.3,789
34915,NP_001285959.1,254,NM_001299030.1,868
34916,NP_609758.1,253,NM_135914.2,942
34917,NP_609759.1,240,NM_135915.2,849
34918,NP_723916.1,409,NM_165117.2,1290
34919,NP_609760.1,254,NM_135916.3,813
34920,NP_001285961.1,550,NM_001299032.1,4656
34921,NP_001188817.2,1271,NM_001201888.3,6010
14462774,NP_001260468.1,59,NM_001273539.1,434
34922,NP_609763.1,464,NM_135919.2,1483
34923,NP_609764.1,294,NM_135920.2,950
14462775,NP_001260469.1,134,NM_001273540.1,521
14462776,NP_001260470.1,59,NM_001273541.1,434
318937,NP_723920.1,464,NM_165119.2,1483
318965,NP_723923.1,294,NM_165122.2,950
14462777,NP_001260471.1,134,NM_001273542.1,521
34924,NP_001246037.1,712,NM_001259108.2,3363
34925,NP_723927.2,167,NM_165126.3,992
48782,NP_524929.1,1055,NM_080190.3,3585
34927,NP_723931.2,956,NM_165130.2,4468
34928,NP_001246038.1,341,NM_001259109.2,1738
48785,NP_001260472.1,470,NM_001273543.1,2033
34930,NP_609767.2,699,NM_135923.3,2304
326164,NP_723932.2,268,NM_165131.3,1228
14462778,NP_001260474.1,78,NM_001273545.1,411
34931,NP_723933.1,1931,NM_165132.3,6001
10178914,NP_001285965.1,243,NM_001299036.1,1513
34932,NP_609768.1,332,NM_135924.2,1090
34933,NP_001260475.1,405,NM_001273546.1,1467
34934,NP_001260476.1,585,NM_001273547.1,2169
10178946,NP_001285966.1,88,NM_001299037.1,468
34935,NP_001356886.1,710,NM_001370045.1,2901
19835392,NP_001285967.1,81,NM_001299038.1,343
34937,NP_523578.1,1354,NM_078854.2,4219
318922,NP_723937.4,362,NM_165136.2,1342
326163,NP_723939.1,427,NM_165138.2,1403
34938,NP_001285968.1,427,NM_001299039.1,1423
34939,NP_001162987.1,327,NM_001169516.2,2611
34940,NP_609772.1,102,NM_135928.1,611
34941,NP_723941.2,910,NM_165139.3,2832
34942,NP_723942.2,352,NM_165140.2,1293
34943,NP_723944.2,372,NM_165141.2,1283
34944,NP_001246039.1,182,NM_001259110.2,1300
34945,NP_001285970.1,534,NM_001299041.1,4924
5740831,NP_001097165.1,127,NM_001103695.1,661
14462783,NP_001260479.1,53,NM_001273550.1,1065
50456,NP_001260477.1,80,NM_001273548.1,1065
318961,NP_723947.1,62,NM_165143.2,440
19836008,NP_001285974.1,44,NM_001299045.1,4022
34946,NP_476865.1,905,NM_057517.3,4022
34947,NP_001285975.1,437,NM_001299046.1,2870
34948,NP_609777.1,302,NM_135933.3,948
34949,NP_609778.3,238,NM_135934.2,905
50457,NP_001097166.1,60,NM_001103696.2,492
34950,NP_723952.2,2705,NM_165146.2,8986
260658,NP_723954.1,497,NM_165148.2,1690
34951,NP_001260486.1,1215,NM_001273557.2,5790
10178877,NP_001188821.1,1085,NM_001201892.2,3500
34952,NP_001260487.1,176,NM_001273558.1,3153
30522398,NP_001334740.1,42,NM_001347787.1,2770
34953,NP_001260490.1,359,NM_001273561.2,1438
34954,NP_476633.1,426,NM_057285.4,2379
34955,NP_609782.2,308,NM_135938.3,1083
34956,NP_001285976.1,631,NM_001299047.1,4402
34957,NP_609783.1,622,NM_135939.3,2439
34958,NP_609784.2,162,NM_135940.3,665
34959,NP_001246041.1,212,NM_001259112.2,811
49165,NP_001285977.1,503,NM_001299048.1,2787
34961,NP_523581.1,359,NM_078857.4,3130
34962,NP_609786.2,413,NM_135942.4,1496
34963,NP_609787.2,138,NM_135943.3,1019
34964,NP_609788.1,570,NM_135944.3,2262
34965,NP_609789.1,227,NM_135945.3,1126
34966,NP_599132.2,467,NM_134305.3,1861
34967,NP_001260495.1,144,NM_001273566.1,1132
34968,NP_477501.1,526,NM_058153.4,1996
34969,NP_995721.1,500,NM_205999.2,2178
34970,NP_609790.1,292,NM_135946.3,1063
49425,NP_524939.1,296,NM_080200.3,1012
50458,NP_001260497.1,79,NM_001273568.1,538
260659,NP_723962.2,2353,NM_165153.3,7203
7354431,NP_001137827.1,571,NM_001144355.2,1949
19834721,NP_001285978.1,591,NM_001299049.1,1933
34974,NP_523583.2,1711,NM_078859.4,6624
7354432,NP_001137828.1,242,NM_001144356.3,1507
34975,NP_609791.1,126,NM_135947.4,1528
34976,NP_001285979.1,433,NM_001299050.1,1781
34977,NP_001285980.1,297,NM_001299051.1,1073
34980,NP_609794.1,455,NM_135950.3,1881
34978,NP_477258.1,439,NM_057910.5,1445
34979,NP_477257.2,440,NM_057909.5,1440
34981,NP_001285982.1,441,NM_001299053.1,3801
34982,NP_723971.1,1081,NM_165162.3,4982
34983,NP_609795.2,619,NM_135951.4,1982
34984,NP_001260501.1,508,NM_001273572.1,2503
34985,NP_001260503.1,701,NM_001273574.1,4576
318960,NP_723977.1,97,NM_165166.2,509
34987,NP_001137829.1,2064,NM_001144357.2,7102
34986,NP_001260505.1,159,NM_001273576.1,723
318959,NP_723979.1,443,NM_165167.3,1500
34988,NP_609799.1,796,NM_135955.3,2668
34991,NP_001137830.2,1188,NM_001144358.3,5274
34992,NP_001260506.1,487,NM_001273577.1,2378
34993,NP_477011.1,512,NM_057663.4,2563
2768920,NP_995722.1,241,NM_206000.4,1372
318953,NP_723984.1,155,NM_165170.3,584
3346220,NP_001014488.1,157,NM_001014488.2,788
10178782,NP_001188822.1,56,NM_001201893.2,1929
34995,NP_477164.1,105,NM_057816.5,837
34996,NP_477176.1,108,NM_057828.4,681
34997,NP_723992.1,542,NM_165177.2,2376
318956,NP_723994.2,233,NM_165179.4,1369
34998,NP_609803.1,118,NM_135959.2,529
34999,NP_001260511.1,201,NM_001273582.1,815
35000,NP_609805.1,311,NM_135961.4,1075
35001,NP_723996.1,1409,NM_165180.2,4521
35002,NP_609806.1,577,NM_135962.3,2265
35003,NP_609807.1,110,NM_135963.4,705
35004,NP_001260513.1,622,NM_001273584.2,6091
35005,NP_001285987.1,453,NM_001299058.1,1839
35006,NP_001285988.1,431,NM_001299059.1,1903
35007,NP_001162991.1,1962,NM_001169520.3,6833
35008,NP_001260514.1,436,NM_001273585.1,1557
35009,NP_609810.1,441,NM_135966.4,1651
53513,NP_001260516.1,523,NM_001273587.1,1799
53512,NP_652628.2,539,NM_144371.2,1620
53511,NP_724013.1,543,NM_165193.2,1954
35015,NP_609812.1,473,NM_135968.2,1624
35013,NP_609811.1,842,NM_135967.3,3336
44887,NP_724017.1,565,NM_165195.3,2337
35016,NP_523588.2,975,NM_078864.3,3237
326155,NP_001260520.2,1139,NM_001273591.1,3865
35019,NP_001260521.1,484,NM_001273592.1,1844
35020,NP_609815.1,652,NM_135971.2,2123
19835657,NP_001285994.1,28,NM_001299065.1,992
19834948,NP_001285991.1,29,NM_001299062.1,992
35021,NP_001260523.1,339,NM_001273594.1,2178
318955,NP_724023.1,324,NM_165198.2,1138
318954,NP_001097168.1,316,NM_001103698.2,1338
35022,NP_609817.1,308,NM_135973.2,1041
318237,NP_001285999.1,140,NM_001299070.1,772
326156,NP_609820.1,329,NM_135976.3,2239
5740766,NP_001097169.1,281,NM_001103699.2,2239
50459,NP_001286001.1,85,NM_001299072.1,743
35026,NP_001286002.1,5150,NM_001299073.1,16454
8674031,NP_001162994.1,257,NM_001169523.1,1332
318952,NP_001246052.1,641,NM_001259123.2,2067
35027,NP_609822.1,435,NM_135978.2,1562
35029,NP_001246053.1,613,NM_001259124.2,2190
35031,NP_788071.3,404,NM_176057.3,3249
19836138,NP_001286005.1,94,NM_001299076.1,332
261615,NP_001286006.1,151,NM_001299077.1,657
35032,NP_001286007.1,422,NM_001299078.1,1657
35033,NP_001260524.1,190,NM_001273595.1,897
35034,NP_001260525.1,287,NM_001273596.1,1546
318939,NP_724035.2,763,NM_165203.2,2462
4379891,NP_001286008.1,122,NM_001299079.1,4457
35035,NP_609829.5,343,NM_135985.6,4457
5740400,NP_001097170.1,124,NM_001103700.2,625
117488,NP_724038.2,391,NM_165205.2,1176
117487,NP_724039.1,391,NM_165206.1,1185
117486,NP_724040.1,390,NM_165207.1,1173
170887,NP_724041.1,410,NM_165208.1,1233
35037,NP_724042.1,383,NM_165209.2,1709
5740546,NP_001097171.2,335,NM_001103701.3,1266
35040,NP_001286009.1,293,NM_001299080.1,1128
5740214,NP_001286010.1,62,NM_001299081.1,353
19834845,NP_001286011.1,70,NM_001299082.1,463
318951,NP_724045.1,212,NM_165211.2,856
35041,NP_609834.2,1135,NM_135990.3,4427
35042,NP_001368962.1,1795,NM_001382176.1,6232
35043,NP_609836.1,117,NM_135992.4,516
35044,NP_609837.1,404,NM_135993.4,1683
318950,NP_724049.1,281,NM_165215.1,929
35045,NP_001162998.1,987,NM_001169527.2,4306
35046,NP_609838.1,499,NM_135994.2,1758
3772334,NP_001027276.1,180,NM_001032105.1,543
35047,NP_724054.1,999,NM_165219.2,4724
35048,NP_609839.2,327,NM_135995.4,1314
35049,NP_609840.1,494,NM_135996.4,1587
35050,NP_609841.2,379,NM_135997.3,1251
35051,NP_001260531.1,802,NM_001273602.1,4149
35052,NP_001246058.1,331,NM_001259129.2,1463
35053,NP_477454.1,536,NM_058106.5,2458
35054,NP_523590.1,751,NM_078866.4,2477
35055,NP_001246062.1,124,NM_001259133.2,729
35056,NP_609844.1,548,NM_136000.3,2255
35057,NP_609845.1,283,NM_136001.2,1051
12797992,NP_001334741.1,34,NM_001347767.1,422
14462793,NP_001334742.1,36,NM_001347768.1,422
12797993,NP_001260533.1,35,NM_001273604.2,163
35058,NP_001246066.1,892,NM_001259137.2,3318
35059,NP_609846.1,206,NM_136002.3,773
35060,NP_609847.1,318,NM_136003.5,1526
35061,NP_001369131.1,4065,NM_001382179.1,12325
35062,NP_609848.1,1152,NM_136004.2,3513
35063,NP_609849.2,1038,NM_136005.4,3362
35064,NP_609850.2,876,NM_136006.3,2787
35065,NP_609851.2,390,NM_136007.3,1412
35066,NP_523592.1,232,NM_078868.3,1806
35067,NP_001286018.1,137,NM_001299089.1,985
35068,NP_001188832.1,504,NM_001201903.1,1931
35069,NP_609854.1,146,NM_136010.3,636
12797997,NP_001246068.1,136,NM_001259139.1,531
35070,NP_001027277.1,3101,NM_001032106.2,10427
12797998,NP_001246069.1,55,NM_001259140.2,1180
35071,NP_609855.3,1799,NM_136011.4,7914
10178909,NP_001188834.1,187,NM_001201905.2,720
12798001,NP_001286020.1,39,NM_001299091.1,449
35073,NP_001036369.3,4236,NM_001042904.4,12821
35072,NP_609856.4,489,NM_136012.5,3112
35074,NP_609858.1,535,NM_136014.3,2168
318924,NP_001286022.1,279,NM_001299093.1,1534
50463,NP_652582.1,72,NM_144325.3,590
10178901,NP_001188835.1,49,NM_001201906.2,429
8674088,NP_001163002.1,114,NM_001169531.1,1028
35075,NP_609859.2,132,NM_136015.2,1028
261618,NP_724084.1,61,NM_165235.3,606
35076,NP_001163003.1,229,NM_001169532.1,1643
35077,NP_001286024.1,757,NM_001299095.1,3848
35078,NP_001246073.1,364,NM_001259144.2,2327
326160,NP_724087.1,513,NM_165237.2,1727
35079,NP_724088.2,491,NM_165238.3,2046
35080,NP_609863.1,364,NM_136019.2,1317
35081,NP_609864.1,450,NM_136020.3,1553
19835307,NP_001286026.1,77,NM_001299097.1,290
35082,NP_609865.1,112,NM_136021.2,674
35083,NP_724091.1,625,NM_165239.3,3445
318940,NP_724093.2,380,NM_165241.3,1487
35084,NP_476589.4,1477,NM_057241.3,5476
35085,NP_523593.5,737,NM_078869.6,3503
35086,NP_724098.2,293,NM_165244.3,1282
35087,NP_609868.1,258,NM_136024.4,909
35088,NP_609869.1,287,NM_136025.1,953
35089,NP_001286031.1,425,NM_001299102.1,2041
35090,NP_724101.4,1068,NM_165245.4,6066
35091,NP_001286034.1,682,NM_001299105.1,4012
318949,NP_724103.1,186,NM_165246.2,823
318942,NP_001286035.1,59,NM_001299106.1,425
318941,NP_724105.1,232,NM_165248.3,876
12798006,NP_001246076.1,32,NM_001259147.1,152
8674048,NP_001286036.1,35,NM_001299107.1,254
35095,NP_001286037.1,665,NM_001299108.1,2508
12798009,NP_001246078.1,32,NM_001259149.2,204
35097,NP_001097174.1,577,NM_001103704.3,4084
35096,NP_001286040.1,912,NM_001299111.2,2923
5740474,NP_001097175.2,292,NM_001103705.3,1204
35098,NP_001286042.1,114,NM_001299113.1,1812
35099,NP_609877.2,1330,NM_136033.3,4231
35100,NP_523596.2,1412,NM_078872.5,4457
35101,NP_609878.1,130,NM_136034.2,771
35102,NP_001163006.1,746,NM_001169535.3,3040
35103,NP_001260538.1,241,NM_001273609.1,2100
35104,NP_609881.3,2381,NM_136037.4,8276
35105,NP_609882.1,530,NM_136038.3,1956
35106,NP_001286043.1,1394,NM_001299114.1,5187
35107,NP_001286044.1,1451,NM_001299115.1,6456
35109,NP_001286047.1,834,NM_001299118.1,2883
35110,NP_477446.1,198,NM_058098.3,786
35111,NP_001286048.1,941,NM_001299119.1,4010
318943,NP_001286050.1,117,NM_001299121.1,695
35112,NP_609888.2,822,NM_136044.3,2656
35113,NP_609889.1,774,NM_136045.3,2427
35114,NP_609890.2,416,NM_136046.3,1643
35116,NP_001260541.1,299,NM_001273612.2,2099
35115,NP_609891.1,492,NM_136047.4,1658
35117,NP_001246080.1,853,NM_001259151.2,2694
8674062,NP_001286052.1,406,NM_001299123.1,1469
8673957,NP_001163010.1,470,NM_001169539.1,1558
318948,NP_724121.3,498,NM_165259.3,1643
35118,NP_724122.1,417,NM_165260.2,1971
35119,NP_477145.1,732,NM_057797.4,2390
35121,NP_476896.1,1039,NM_057548.4,5021
35122,NP_609895.2,307,NM_136051.2,1313
35123,NP_001286055.1,784,NM_001299126.1,3046
35124,NP_001286056.1,417,NM_001299127.1,2418
35125,NP_609898.1,564,NM_136054.5,1873
35126,NP_609899.1,428,NM_136055.3,2500
35127,NP_609900.1,214,NM_136056.3,843
35128,NP_609901.6,207,NM_136057.2,1134
35129,NP_001286057.1,464,NM_001299128.1,2279
35130,NP_609902.3,646,NM_136058.5,2276
35131,NP_001137835.2,446,NM_001144363.2,1820
35132,NP_001286059.1,540,NM_001299130.1,3878
10178875,NP_001188839.1,162,NM_001201910.2,791
35134,NP_609906.1,116,NM_136062.2,450
35135,NP_724130.4,1108,NM_165262.3,4243
14462795,NP_001260546.1,37,NM_001273617.1,785
8674072,NP_001286060.1,50,NM_001299131.1,2159
50466,NP_001286062.1,73,NM_001299133.1,2159
50467,NP_001286065.1,77,NM_001299136.1,1018
7354382,NP_001286064.1,48,NM_001299135.1,1018
35137,NP_609909.1,525,NM_136065.4,1680
35138,NP_001246084.1,519,NM_001259155.2,2212
35139,NP_724134.1,517,NM_165264.3,1903
35140,NP_001286066.1,407,NM_001299137.1,1758
44183,NP_524715.2,544,NM_079976.6,1883
35142,NP_001137839.1,1406,NM_001144367.2,5295
35143,NP_724136.3,410,NM_165266.3,1566
326260,NP_788073.1,689,NM_176059.2,2301
35144,NP_001286067.1,373,NM_001299138.1,2624
35146,NP_609916.5,684,NM_136072.5,2270
35145,NP_523598.2,178,NM_078874.4,671
35147,NP_476775.1,534,NM_057427.3,3251
35149,NP_609917.2,1732,NM_136073.3,6146
19835256,NP_001334744.1,57,NM_001347781.1,778
35150,NP_609918.1,585,NM_136074.4,1921
35151,NP_001286070.1,84,NM_001299141.1,612
35152,NP_001286071.1,331,NM_001299142.1,1519
35153,NP_001286074.1,331,NM_001299145.1,1725
35154,NP_477166.2,1488,NM_057818.4,5364
35155,NP_609922.2,921,NM_136078.4,2859
35156,NP_609923.2,455,NM_136079.3,1945
35157,NP_609924.2,762,NM_136080.3,3355
35158,NP_001286079.1,217,NM_001299150.1,1860
35159,NP_609926.1,109,NM_136082.4,492
35160,NP_609927.1,561,NM_136083.2,1718
35161,NP_609928.1,345,NM_136084.3,1390
54520455,NP_001369132.1,190,NM_001382169.1,862
35162,NP_001286081.1,425,NM_001299152.1,1784
35163,NP_001260548.1,1323,NM_001273619.1,4390
326161,NP_609930.4,1307,NM_136086.6,4407
44059,NP_001260550.2,111,NM_001273621.2,735
35166,NP_609931.1,115,NM_136087.3,667
35167,NP_001260551.1,115,NM_001273622.1,631
35168,NP_523599.1,507,NM_078875.3,2188
35169,NP_476573.1,679,NM_057225.4,2317
318947,NP_724152.1,182,NM_165272.2,751
35170,NP_609933.1,1049,NM_136089.3,4164
48805,NP_524931.1,449,NM_080192.3,1698
35172,NP_609934.3,369,NM_136090.3,1440
35173,NP_001260556.1,739,NM_001273627.1,3153
35174,NP_609936.1,183,NM_136092.2,701
49427,NP_536791.1,515,NM_080530.3,1708
35176,NP_477300.1,494,NM_057952.4,1831
35177,NP_609937.1,810,NM_136093.3,4507
35178,NP_001260558.1,954,NM_001273629.1,3466
35179,NP_609939.1,396,NM_136095.3,1371
35181,NP_724158.1,946,NM_165275.2,4145
35180,NP_609940.1,84,NM_136096.3,571
35182,NP_609941.2,385,NM_136097.4,1344
35183,NP_609942.1,539,NM_136098.2,1753
35184,NP_001260559.1,555,NM_001273630.2,2712
35185,NP_609943.1,154,NM_136099.2,803
14462799,NP_001260560.1,60,NM_001273631.1,803
35188,NP_476592.1,510,NM_057244.4,1792
35189,NP_476608.1,504,NM_057260.4,2052
35190,NP_724163.1,510,NM_165279.2,2085
49168,NP_001163012.2,276,NM_001169541.2,2022
35192,NP_609946.1,894,NM_136102.4,2791
35193,NP_609947.1,480,NM_136103.3,1821
35194,NP_001260561.1,558,NM_001273632.1,2375
35195,NP_609949.1,185,NM_136105.3,708
35196,NP_001260563.1,132,NM_001273634.1,681
35197,NP_001188842.2,1061,NM_001201913.2,6258
35198,NP_609951.2,513,NM_136107.2,1839
10178824,NP_001260564.1,50,NM_001273635.1,785
26067065,NP_001303330.1,47,NM_001316401.1,596
35199,NP_001260565.1,457,NM_001273636.1,1628
35200,NP_476946.1,915,NM_057598.5,3187
44355,NP_001260566.1,645,NM_001273637.1,3104
35203,NP_724173.1,868,NM_165285.4,2809
35205,NP_609954.1,335,NM_136110.4,1305
35206,NP_609955.1,331,NM_136111.3,1175
35207,NP_001260567.1,584,NM_001273638.1,2639
35208,NP_001260568.1,182,NM_001273639.1,690
35209,NP_609957.2,266,NM_136113.3,1147
35210,NP_609958.1,317,NM_136114.3,1115
35211,NP_609959.1,577,NM_136115.4,2276
35212,NP_001163014.1,287,NM_001169543.2,1159
35213,NP_724181.1,693,NM_165291.3,2565
318946,NP_724182.1,491,NM_165292.3,1913
35215,NP_001033913.1,581,NM_001038824.2,2583
35216,NP_477200.1,186,NM_057852.3,759
3346222,NP_001014489.1,186,NM_001014489.2,651
3346221,NP_001014490.1,150,NM_001014490.2,562
35219,NP_609964.1,240,NM_136120.3,1270
35218,NP_001260576.1,596,NM_001273647.1,2720
35220,NP_609965.1,506,NM_136121.2,1742
35221,NP_609966.1,256,NM_136122.4,1604
35222,NP_609967.1,324,NM_136123.3,1457
35223,NP_476712.1,596,NM_057364.4,2401
44433,NP_477339.1,349,NM_057991.5,1652
35225,NP_001260580.1,1447,NM_001273651.1,5242
35226,NP_609968.3,299,NM_136124.3,1533
35227,NP_001260582.1,555,NM_001273653.1,3492
35228,NP_001260583.1,361,NM_001273654.1,2118
35229,NP_609971.1,454,NM_136127.2,1544
35230,NP_995727.1,316,NM_206005.2,1145
35231,NP_609973.1,351,NM_136129.3,1215
35232,NP_001260584.1,360,NM_001273655.1,1357
35234,NP_001260585.1,405,NM_001273656.1,1349
35235,NP_001260586.1,1063,NM_001273657.1,4151
35236,NP_523602.2,1250,NM_078878.3,3925
35237,NP_001260588.1,1319,NM_001273659.2,5242
35238,NP_001137842.2,1677,NM_001144370.3,5683
35239,NP_609979.2,1361,NM_136135.4,4685
35240,NP_609980.1,241,NM_136136.3,810
35241,NP_609981.1,941,NM_136137.3,3227
35242,NP_001188851.1,228,NM_001201922.2,1440
326259,NP_788074.1,427,NM_176060.2,2512
35243,NP_724209.1,147,NM_165310.2,657
35244,NP_609984.2,377,NM_136140.3,1316
35245,NP_001286087.1,177,NM_001299158.1,817
35246,NP_001014491.1,599,NM_001014491.2,2395
35247,NP_609986.1,239,NM_136142.3,1297
35248,NP_001260590.1,1498,NM_001273661.1,4700
35251,NP_609989.1,222,NM_136145.3,910
35252,NP_609990.1,269,NM_136146.3,1146
35253,NP_599118.2,234,NM_134291.5,1653
35254,NP_609991.1,381,NM_136147.4,1366
35255,NP_609992.1,189,NM_136148.2,1156
35256,NP_001260593.1,473,NM_001273664.1,1690
35257,NP_609994.1,255,NM_136150.3,1034
35258,NP_609995.1,578,NM_136151.3,2062
35259,NP_001260594.1,2032,NM_001273665.1,8424
26067072,NP_001303331.1,26,NM_001316402.1,8637
46000,NP_001286088.1,400,NM_001299159.1,1590
35260,NP_609996.2,812,NM_136152.4,3154
35261,NP_609997.1,156,NM_136153.4,928
35262,NP_609998.1,3781,NM_136154.2,12133
35263,NP_609999.2,383,NM_136155.3,1254
35264,NP_610000.1,604,NM_136156.1,1921
35265,NP_724223.4,343,NM_165314.2,1202
35266,NP_995728.2,429,NM_206006.2,2012
35267,NP_001260600.1,1843,NM_001273671.2,7824
35268,NP_001260601.1,154,NM_001273672.2,621
49505,NP_524940.1,367,NM_080201.3,1338
35277,NP_001260607.1,2707,NM_001273678.1,9896
35270,NP_001260611.1,152,NM_001273682.1,769
35273,NP_995731.1,646,NM_206009.2,2008
117461,NP_536780.3,125,NM_080519.4,506
35275,NP_788077.2,134,NM_176063.3,522
35279,NP_001260613.1,182,NM_001273684.1,1114
3885660,NP_001033916.1,223,NM_001038827.2,771
10178853,NP_001188853.1,54,NM_001201924.2,403
35280,NP_610014.1,133,NM_136170.2,535
35281,NP_610015.2,311,NM_136171.3,1095
35282,NP_001260614.1,251,NM_001273685.2,1272
59167,NP_652666.2,199,NM_144409.3,788
44038,NP_788078.1,214,NM_176064.3,896
35284,NP_001260615.1,568,NM_001273686.1,2686
35285,NP_610018.1,222,NM_136174.2,837
35286,NP_724239.1,281,NM_165316.2,2447
35287,NP_001286094.1,735,NM_001299165.1,2908
35288,NP_477219.1,476,NM_057871.4,2231
35289,NP_610019.2,367,NM_136175.5,1310
250736,NP_001260616.1,300,NM_001273687.2,1538
35291,NP_610021.3,644,NM_136177.4,2000
35292,NP_724244.1,168,NM_165319.3,1073
35293,NP_476817.1,1121,NM_057469.4,3592
44380,NP_001188855.1,129,NM_001201926.2,1903
35295,NP_001260618.1,328,NM_001273689.1,1600
35296,NP_001260619.1,472,NM_001273690.1,1572
35297,NP_610024.1,136,NM_136180.4,628
35298,NP_610025.1,602,NM_136181.2,2134
35299,NP_523606.1,204,NM_078882.3,863
35300,NP_001260620.1,310,NM_001273691.1,1897
2768911,NP_610027.1,205,NM_136183.3,765
35303,NP_001286095.1,316,NM_001299166.1,1061
35409,NP_001286096.1,258,NM_001299167.1,1205
35410,NP_610110.1,134,NM_136266.2,1006
50470,NP_001286098.1,96,NM_001299169.1,1022
45931,NP_724254.1,1020,NM_165323.3,4881
35305,NP_477014.1,390,NM_057666.5,1549
