NCBI GeneID,Transcript Accession,Transcript_length
6727568,XM_002102911.4,3246
6727569,XM_016176465.3,1290
6727571,XM_039294773.2,3069
6727573,XM_002102916.3,1245
6727574,XM_002102917.4,1526
6727575,XM_002102918.4,2191
6727576,XM_039294697.1,5487
6727577,XM_016176469.3,1574
6727578,XM_016176470.3,3781
6727579,XM_039294971.2,739
6727580,XM_002102923.3,1486
6727582,XM_016176472.2,3321
6727583,XM_002102926.4,2076
6727584,XM_016175535.3,2927
6727585,XM_016175534.3,1701
6727586,XM_002102929.4,1799
6727587,XM_002102930.4,2994
6727588,XM_002102931.4,1963
6727589,XM_016175530.3,1692
6727590,XM_016176489.3,1958
6727591,XM_016176491.3,4268
6727592,XM_002102935.4,333
6727593,XM_002102936.4,2656
6727594,XM_002102937.3,2832
6727595,XM_016175529.3,1317
6727596,XM_039295961.2,1094
6727597,XM_002102940.4,1137
6727598,XM_002102941.3,1925
6727600,XM_002102943.4,848
6727601,XM_016176493.3,2287
6727602,XM_002102945.4,2385
6727603,XM_016175526.3,2782
6727604,XM_002102947.4,1102
6727606,XM_002102949.4,5407
6727607,XM_002102950.4,1063
6727608,XM_016175525.3,2103
6727610,XM_002102953.4,1020
6727611,XM_002102954.4,2114
6727612,XM_016176496.3,1614
6727613,XM_016176497.3,3251
6727615,XM_039295077.2,4318
6727616,XM_002102959.4,678
6727617,XM_016176499.2,754
6727618,XM_002102961.4,644
6727619,XM_002102962.4,737
6727620,XM_002102963.4,1457
6727621,XM_044923424.1,6705
6727624,XM_016175516.3,1509
6727627,XM_002102968.4,1515
6727628,XM_002102969.4,1669
6727629,XM_002102970.4,1250
6727631,XM_039295493.2,2953
6727632,XR_005544357.2,13246
6727635,XM_016175511.3,8303
6727637,XM_002102978.4,1618
6727638,XM_002102979.4,1596
6727639,XM_002102980.4,1548
6727640,XM_016176512.3,1541
6727641,XM_002102982.4,1555
6727642,XM_002102983.4,2285
6727643,XM_002102984.4,1977
6727644,XM_016175508.3,882
6727647,XM_039294589.2,9631
6727648,XM_016176515.3,5694
6727649,XM_039294526.2,3775
6727650,XM_002102991.3,739
6727651,XM_016175504.3,3223
6727652,XM_002102993.3,638
6727653,XM_002102994.4,2722
6727654,XM_044923325.1,10787
6727655,XM_016175502.2,1071
6727656,XM_016176522.3,3460
6727657,XM_016175501.3,2150
6727658,XM_002102999.4,1152
6727659,XM_016175500.3,5144
6727670,XM_016175498.2,1454
6727671,XM_002103003.4,733
6727675,XM_002103004.3,1054
6727677,XM_002103005.4,553
6727678,XM_002103006.4,561
6727681,XM_002103007.4,904
6727682,XM_002103008.3,459
6727683,XM_002103009.4,1457
6727684,XM_016175497.3,2026
6727687,XM_002103013.4,667
6727688,XM_016175495.3,1140
6727690,XM_039295022.2,2234
6727692,XM_002103018.4,1032
6727693,XM_002103019.4,2764
6727694,XM_002103020.4,1127
6727695,XM_016176524.3,1855
6727697,XM_039294790.1,7856
6727701,XM_002103027.4,3112
6727702,XM_016176533.3,1196
6727703,XM_002103029.4,553
6727704,XM_002103030.4,462
6727705,XM_002103031.2,447
6727706,XM_002103032.4,510
6727707,XM_002103033.4,622
6727708,XM_002103034.4,856
6727709,XM_016175493.3,621
6727710,XM_002103036.4,2155
6727711,XM_002103037.4,1552
6727712,XM_002103038.3,1430
6727713,XM_016176534.3,791
6727714,XM_016176536.3,674
6727715,XM_016176537.3,4340
6727716,XM_016176538.3,1019
6727717,XM_016175491.3,1349
6727718,XM_002103044.4,2494
6727719,XM_016175490.3,3731
6727721,XM_016176539.2,3011
6727723,XM_002103049.4,783
6727724,XM_002103050.4,729
6727725,XM_016176542.3,2513
6727726,XM_016176543.3,2073
6727728,XM_039296041.2,7149
6727729,XM_002103055.4,682
6727730,XM_002103056.4,3529
6727731,XM_016176545.3,1159
6727732,XM_002103058.2,2213
6727733,XM_002103059.4,1048
6727734,XM_002103060.4,1079
6727735,XM_002103061.4,937
6727736,XM_016175487.3,1018
6727737,XM_002103063.4,961
6727738,XM_002103064.4,1036
6727739,XM_002103065.4,968
6727740,XM_002103066.4,982
6727741,XM_002103067.4,1022
6727742,XM_039295684.2,361
6727743,XM_016176549.3,8400
6727744,XM_016175486.3,3515
6727746,XM_002103072.4,3312
6727748,XM_016176559.3,1969
6727749,XM_044923427.1,4064
6727753,XM_002103079.3,4305
6727754,XM_002103080.4,1221
6727755,XM_002103081.4,1122
6727756,XM_016176560.3,3009
6727757,XM_002103083.4,2226
6727758,XM_039294915.2,835
6727759,XM_039295529.1,1850
6727760,XM_016175479.3,2637
6727761,XM_002103087.4,1822
6727762,XM_016175474.3,2423
6727763,XM_002103089.4,2408
6727764,XM_016175473.3,2006
6727765,XM_002103091.4,1229
6727766,XM_039295686.2,1364
6727767,XM_002103093.3,1230
6727768,XM_002103094.4,1480
6727769,XM_016176564.3,866
6727770,XM_016176566.3,1943
6727771,XM_002103097.4,2015
6727776,XM_016176568.3,5687
6727780,XM_002103105.4,1725
6727782,XM_002103107.4,679
6727785,XM_016176570.3,2295
6727786,XM_002103111.4,1154
6727787,XM_016175468.3,2059
6727788,XM_016176572.2,1806
6727789,XM_016175459.3,4938
6727790,XM_016176573.3,1725
6727792,XM_044923396.1,3205
6727793,XM_044923228.1,1892
6727794,XM_002103119.3,963
6727795,XM_016176575.3,1630
6727796,XM_016175448.3,687
6727797,XM_002103122.4,2459
6727798,XM_002103123.4,2207
6727800,XM_016176578.3,1337
6727802,XM_002103127.3,502
6727803,XM_002103128.4,1699
6727805,XM_039295980.2,5344
6727807,XM_016176579.3,1134
6727808,XM_016176580.3,6918
6727809,XM_039295989.2,1399
6727810,XM_002103135.4,491
6727811,XM_002103136.4,674
6727812,XM_039295985.2,2922
6727813,XM_016175441.3,3379
6727814,XM_016175440.3,1206
6727815,XM_002103140.4,11441
6727818,XM_016175439.3,1857
6727819,XM_039295988.2,1218
6727821,XM_016175436.3,2371
6727822,XM_002103147.4,865
6727823,XM_016176586.3,3628
6727824,XM_002103149.4,505
6727825,XM_002103150.3,976
6727826,XM_002103151.4,1570
6727827,XM_016175433.3,1538
6727832,XM_039294899.2,5080
6727833,XM_016176591.3,955
6727834,XM_039294931.2,2680
6727835,XM_016176593.3,763
6727836,XM_016176595.1,898
6727837,XM_016176596.3,1152
6727838,XM_002103161.4,895
6727839,XM_016176598.3,1214
6727840,XM_016175432.3,2952
6727841,XM_002103164.4,1683
6727842,XM_002103165.4,1834
6727843,XM_044923345.1,1743
6727844,XM_002103167.4,372
6727849,XM_016176601.3,4885
6727850,XM_002103169.4,2110
6727851,XM_039295510.2,4063
6727853,XM_002103172.4,3875
6727854,XM_002103173.4,1376
6727855,XM_002103174.4,2461
6727856,XM_044923363.1,2437
6727857,XM_039295910.2,3687
6727859,XM_002103178.3,679
6727860,XM_002103179.3,806
6727861,XM_002103180.4,2145
6727862,XM_016175426.3,1837
6727863,XM_002103182.4,693
6727864,XM_016175425.2,1389
6727865,XM_002103184.4,2413
6727866,XM_016175420.3,2882
6727867,XM_016176603.2,1582
6727868,XM_039294652.2,2341
6727869,XM_002103188.4,1005
6727870,XM_039294651.2,4716
6727872,XM_016176613.2,7201
6727873,XM_002103192.3,1614
6727874,XM_016176617.2,6041
6727875,XM_016175409.3,7578
6727876,XM_002103195.4,875
6727878,XM_039295803.2,985
6727879,XM_002103198.3,953
6727881,XM_002103200.4,3194
6727883,XM_039294747.2,4513
6727885,XM_039294746.2,6959
6727887,XM_016176623.3,4014
6727888,XM_002103207.4,2715
6727889,XM_002103208.3,605
6727890,XM_039294769.2,1538
6727891,XM_039294758.2,5021
6727892,XM_002103211.4,652
6727893,XM_039294770.2,731
6727894,XM_002103213.4,805
6727895,XM_016175393.3,3213
6727896,XM_016175392.3,1074
6727897,XM_039294888.2,3914
6727898,XM_016176631.3,1272
6727900,XM_016176636.3,5096
6727902,XM_016176641.3,3005
6727903,XM_016176643.3,4778
6727904,XM_002103223.4,1764
6727907,XM_002103226.4,1334
6727908,XM_002103227.4,915
6727909,XM_002103228.4,1071
6727910,XM_002103229.4,921
6727911,XM_002103230.4,3188
6727912,XM_002103231.3,2412
6727913,XM_016175389.3,5460
6727914,XM_016175386.3,1251
6727915,XM_039294730.2,6225
6727916,XM_016176646.3,2922
6727917,XM_002103236.4,1001
6727918,XM_002103237.4,1596
6727919,XM_002103238.4,1375
6727920,XM_002103239.4,2709
6727922,XM_002103241.4,1197
6727923,XM_002103242.4,475
6727925,XM_002103244.4,1336
6727926,XM_002103245.4,896
6727927,XM_002103246.4,806
6727928,XM_002103247.4,2837
6727929,XM_002103248.4,973
6727930,XM_016175381.3,914
6727931,XM_016175379.3,3114
6727933,XM_002103252.4,1513
6727934,XM_002103253.4,884
6727935,XM_002103254.4,1582
6727936,XM_002103255.4,4935
6727937,XM_016176647.3,4163
6727938,XM_016176648.3,4055
6727939,XM_039296039.2,4238
6727940,XM_002103259.4,1345
6727942,XM_016176651.3,928
6727943,XM_002103262.4,809
6727946,XM_016175378.3,974
6727947,XM_039295311.2,6979
6727948,XM_016176652.2,592
6727949,XM_002103268.4,1419
6727950,XM_002103269.4,958
6727954,XM_016176653.3,7376
6727957,XM_039295315.2,4234
6727961,XM_039295313.2,4520
6727962,XM_039294816.2,8476
6727963,XM_002103279.3,1038
6727965,XM_002103281.4,1576
6727969,XM_039294830.2,2893
6727970,XM_016176657.3,1021
6727971,XM_002103287.4,1109
6727972,XM_016176658.3,2342
6727973,XM_016175370.3,1747
6727974,XM_016176659.3,2720
6727975,XM_002103291.4,2830
6727976,XM_002103292.4,613
6727977,XM_016175368.3,1357
6727978,XM_002103294.4,1420
6727979,XM_016176660.3,1503
6727980,XM_016176662.3,1551
6727981,XM_002103297.4,1483
6727982,XM_002103298.4,4463
6727983,XM_002103299.4,1297
6727984,XM_002103300.4,853
6727985,XM_002103301.4,1471
6727986,XM_016176665.3,2468
6727989,XM_002103305.4,262
6727990,XM_002103306.4,1901
6727991,XM_002103307.4,1726
6727992,XM_016175363.3,3333
6727993,XM_002103309.4,504
6727994,XM_002103310.4,1493
6727995,XM_002103311.4,970
6727997,XM_016175351.3,1525
6727998,XM_002103314.4,2042
6727999,XM_016175350.3,866
6728000,XM_002103316.4,1193
6728001,XM_016176669.3,2422
6728002,XM_016175349.3,4751
6728005,XM_039295070.2,2478
6728007,XM_039295050.2,8552
6728008,XM_002103324.4,873
6728009,XM_002103325.4,819
6728010,XM_039295071.2,1767
6728011,XM_002103327.4,1863
6728012,XM_039295072.2,1603
6728013,XM_002103329.4,813
6728014,XM_002103330.4,2953
6728015,XM_016176675.3,3694
6728016,XM_002103332.4,724
6728017,XM_002103333.4,2271
6728018,XM_002103334.4,2164
6728019,XM_016176676.3,1468
6728020,XM_016176678.2,1572
6728021,XM_016175343.3,2441
6728022,XM_002103338.4,4398
6728023,XM_016175337.3,4565
6728024,XR_005544319.2,1903
6728026,XM_002103342.4,1974
6728027,XM_016175336.2,1814
6728028,XM_016176699.3,1493
6728030,XM_016176700.2,6685
6728031,XM_016176702.3,4403
6728034,XM_016176705.3,3905
6728035,XM_002103351.4,1420
6728037,XM_016175335.3,3270
6728038,XM_016176709.3,839
6728039,XM_002103355.4,896
6728040,XM_002103356.4,757
6728041,XM_002103357.4,988
6728042,XM_002103358.3,2525
6728043,XM_002103359.4,1637
6728044,XM_002103360.4,1526
6728045,XM_002103361.3,1746
6728046,XM_002103362.4,975
6728047,XM_044923453.1,1369
6728048,XM_002103364.3,1165
6728049,XM_016176710.3,3221
6728050,XM_016175333.3,2731
6728052,XM_002103368.4,1768
6728055,XM_039294807.1,12747
6728056,XM_016175331.3,2587
6728057,XM_002103373.4,2610
6728058,XM_002103374.4,1992
6728060,XM_016175320.3,5380
6728062,XM_016176718.3,1115
6728063,XM_016176719.3,1273
6728065,XM_016176721.3,1654
6728066,XM_016176723.3,5789
6728067,XM_039295557.2,5810
6728068,XM_002103384.4,1290
6728069,XM_002103385.4,1766
6728070,XM_016175318.3,1570
6728071,XM_002103387.4,1279
6728072,XM_039295243.2,7000
6728073,XM_039295241.2,6873
6728074,XM_016176726.3,2917
6728075,XM_016175315.3,676
6728076,XM_002103392.4,2351
6728077,XM_039295246.1,2517
6728079,XM_016175310.3,4749
6728080,XM_039294516.1,4472
6728081,XM_002103397.4,512
6728082,XM_002103398.4,1267
6728083,XM_002103399.4,655
6728084,XM_016176727.3,6477
6728085,XM_002103401.4,1570
6728086,XM_002103402.4,458
6728087,XM_002103403.4,910
6728088,XM_002103404.4,749
6728089,XM_002103405.4,2514
6728093,XM_016175304.3,1979
6728097,XM_016176729.3,8481
6728098,XM_002103414.4,901
6728102,XM_044923365.1,3050
6728103,XM_002103418.4,1545
6728105,XM_039295537.1,5494
6728107,XM_016175301.3,3442
6728109,XM_002103424.4,2316
6728110,XM_016175296.3,862
6728111,XM_016176739.3,3325
6728113,XM_016175295.2,2182
6728115,XM_016176742.3,14253
6728116,XM_002103431.4,1134
6728117,XM_002103432.4,878
6728118,XM_002103433.4,1056
6728119,XM_002103434.4,1926
6728120,XM_016176744.2,586
6728121,XM_002103436.4,1096
6728122,XM_002103437.4,1571
6728123,XM_016176750.3,1681
6728124,XM_002103439.4,1102
6728125,XM_002103440.4,1788
6728126,XM_002103441.3,1819
6728127,XM_016176752.3,14636
6728128,XM_002103443.4,864
6728129,XM_002103444.4,2745
6728130,XM_002103445.4,2727
6728131,XM_002103446.4,1000
6728133,XM_002103448.4,3376
6728134,XM_002103449.4,773
6728136,XM_002103451.4,3793
6728137,XM_002103452.4,1573
6728138,XM_016175291.3,1452
6728139,XM_016176756.3,2360
6728140,XM_016176757.3,2757
6728141,XM_016176758.3,1182
6728143,XM_002103458.3,3515
6728144,XM_002103459.4,2538
6728146,XM_039296014.1,1151
6728147,XM_016175289.3,880
6728150,XM_002103464.4,901
6728151,XM_002103465.4,1969
6728152,XM_002103466.4,1661
6728154,XM_039295532.2,4151
6728155,XM_039295533.2,2085
6728156,XM_002103470.4,3263
6728157,XM_016175282.3,1410
6728158,XM_002103472.4,1007
6728159,XM_002103473.4,707
6728160,XM_002103474.4,1187
6728161,XM_016176765.3,1387
6728163,XM_002103477.4,2523
6728164,XM_016176766.2,2323
6728165,XM_002103479.4,2209
6728167,XM_002103481.4,1467
6728168,XM_016176771.3,2877
6728169,XR_001599934.3,632
6728172,XM_016175280.3,2024
6728173,XM_002103486.4,1035
6728174,XM_039295628.2,801
6728175,XM_016175278.3,2093
6728176,XM_002103489.4,839
6728177,XM_016175260.3,12144
6728180,XM_016176772.3,753
6728182,XM_044923447.1,822
6728183,XM_039295630.2,645
6728184,XM_002103497.4,705
6728185,XM_002103498.4,2035
6728186,XM_002103499.4,1688
6728187,XM_002103500.4,2106
6728188,XM_002103501.3,1266
6728189,XM_016175258.3,5387
6728190,XM_016176774.3,3203
6728191,XM_016175257.3,2545
6728192,XM_002103505.4,1105
6728193,XM_016176779.2,4022
6728195,XM_016175252.3,2498
6728196,XM_016176781.3,2314
6728197,XM_039295622.2,3833
6728198,XM_039295619.2,5132
6728199,XM_016176785.3,1741
6728200,XM_002103513.4,3403
6728202,XM_002103515.4,618
6728203,XM_002103516.3,662
6728205,XM_002103518.3,450
6728207,XM_002103520.4,558
6728208,XM_016176790.3,1035
6728210,XM_002103523.4,761
6728211,XM_016175249.3,4087
6728213,XM_002103526.3,4412
6728214,XM_016175247.3,1634
6728215,XM_016175246.3,3172
6728216,XM_016176793.3,1856
6728217,XM_016176794.3,1602
6728218,XM_002103531.4,1350
6728219,XM_002103532.4,1210
6728220,XM_002103533.4,455
6728221,XM_002103534.3,446
6728222,XM_016176796.3,1311
6728223,XM_002103536.4,2961
6728224,XM_016175245.3,1892
6728225,XM_002103538.4,428
6728226,XM_002103539.4,1368
6728227,XM_016176801.3,2651
6728228,XM_002103541.4,409
6728229,XM_002103542.4,1909
6728230,XM_002103543.4,744
6728231,XM_016175243.3,1427
6728232,XM_016176803.3,994
6728233,XM_016175239.3,2718
6728235,XM_016175235.3,3034
6728236,XM_039295004.2,2753
6728239,XM_044923145.1,3671
6728241,XM_002103554.4,1191
6728242,XM_002103555.4,1005
6728243,XM_002103556.4,1219
6728244,XM_016175233.3,2214
6728245,XM_002103558.4,2346
6728246,XM_016175232.2,4228
6728247,XM_002103560.4,1337
6728248,XM_016175231.2,504
6728251,XM_002103564.4,966
6728253,XM_002103566.4,1903
6728254,XM_002103567.4,915
6728255,XM_002103568.4,932
6728257,XM_002103570.3,1055
6728258,XM_002103571.4,855
6728259,XM_016175225.3,4369
6728262,XM_016175224.2,498
6728263,XM_039294898.2,3365
6728266,XM_002103579.4,3897
6728267,XM_002103580.4,1655
6728268,XM_016175220.3,1452
6728269,XM_002103582.4,2196
6728270,XM_016175219.2,1724
6728271,XM_016176811.2,1412
6728273,XM_002103586.3,1364
6728275,XM_002103588.4,720
6728276,XM_016176815.3,2961
6728277,XM_039294983.2,2708
6728278,XM_002103591.4,1154
6728279,XM_002103592.4,1137
6728280,XM_039294978.2,8198
6728283,XM_002103596.4,1273
6728284,XM_002103597.4,1512
6728285,XM_002103598.4,1465
6728286,XM_016175210.3,3979
6728287,XM_002103600.4,1135
6728288,XM_016175209.3,2094
6728289,XM_002103602.4,1869
6728290,XM_016176819.3,2902
6728291,XM_002103604.4,880
6728292,XM_002103605.4,1659
6728293,XM_002103606.4,986
6728294,XM_016176822.3,2233
6728296,XM_016175204.2,1865
6728297,XM_002103610.4,1297
6728300,XM_016175202.3,1007
6728301,XM_016176823.3,918
6728302,XM_016176825.3,5444
6728303,XM_016176827.3,1000
6728307,XM_016176830.3,2402
6728308,XM_016176831.3,1716
6728309,XM_016175201.3,1733
6728312,XM_016176833.2,6314
6728313,XM_002103626.4,553
6728314,XM_002103627.4,2341
6728315,XM_044923476.1,856
6728316,XM_002103629.4,634
6728317,XM_002103630.4,1426
6728318,XM_002103631.4,960
6728319,XM_002103632.3,1636
6728320,XM_016176835.3,2825
6728321,XM_002103634.4,1808
6728322,XM_002103635.4,2282
6728323,XM_002103636.3,990
6728324,XM_016175193.3,4196
6728326,XM_016176837.2,1863
6728327,XM_016175192.3,1372
6728328,XM_016175191.3,1269
6728329,XM_002103642.4,1291
6728330,XM_002103643.4,1487
6728331,XM_039296012.2,2037
6728332,XM_002103645.4,1446
6728333,XM_016176838.3,2731
6728335,XM_044923314.1,5019
6728337,XM_002103649.4,1066
6728338,XM_039294837.2,6117
6728342,XM_002103654.4,2408
6728343,XM_016175188.3,1739
6728344,XM_016176843.3,1695
6728346,XM_002103658.4,2055
6728347,XM_002103659.4,1243
6728349,XM_002103661.4,588
6728352,XM_016175182.3,1431
6728353,XM_002103665.4,1209
6728354,XM_002103666.4,958
6728355,XM_016175180.3,2012
6728356,XM_002103668.4,1310
6728357,XM_002103669.4,1225
6728358,XM_016176844.3,1500
6728360,XM_002103672.4,818
6728361,XM_002103673.4,1222
6728362,XM_039294998.2,6773
6728364,XM_016176846.3,1758
6728365,XM_002103677.4,1734
6728366,XM_002103678.3,1542
6728368,XM_016176847.3,2554
6728369,XM_002103681.3,1706
6728370,XM_002103682.4,1659
6728371,XM_002103683.4,1672
6728372,XM_016175177.2,2116
6728373,XM_016175176.3,1181
6728375,XM_016175174.3,1582
6728377,XM_002103689.4,1071
6728378,XM_002103690.4,811
6728379,XM_016175173.3,1385
6728381,XM_016175172.3,1487
6728383,XM_044923316.1,1896
6728388,XM_002103700.4,1015
6728389,XM_002103701.3,1130
6728390,XM_002103702.4,3944
6728391,XM_002103703.4,950
6728392,XM_016176852.3,1163
6728396,XM_002103707.4,1995
6728398,XM_039296013.1,6136
6728399,XM_002103710.4,396
6728400,XM_002103711.4,473
6728401,XM_002103712.4,2415
6728404,XM_044923410.1,3123
6728405,XM_002103716.4,1117
6728407,XM_002103718.4,1050
6728408,XM_002103719.4,994
6728409,XM_016176856.3,1017
6728410,XM_002103721.4,1455
6728411,XM_002103722.4,1497
6728412,XM_039294727.2,3519
6728413,XR_001599896.3,1380
6728414,XM_016176858.2,1874
6728416,XM_002103726.4,1420
6728418,XM_002103728.4,2302
6728420,XM_039294966.1,2993
6728421,XM_039294937.1,3662
6728425,XM_016176863.2,1487
6728426,XM_039294883.2,4221
6728427,XM_016176874.3,6762
6728428,XM_016176877.3,1623
6728429,XM_016176878.2,924
6728430,XM_016175163.3,1809
6728433,XM_016176879.3,1680
6728434,XM_002103743.4,998
6728435,XM_002103744.4,1400
6728436,XM_016176880.3,1885
6728437,XM_002103746.4,4061
6728438,XR_005544139.2,2202
6728439,XM_016175161.3,2265
6728440,XM_016176883.2,1273
6728441,XM_016176887.3,2962
6728442,XM_002103751.4,1211
6728443,XM_016176895.3,1331
6728444,XM_002103753.4,1174
6728445,XM_016176896.3,1062
6728446,XM_016176899.3,1595
6728448,XM_016176901.3,2567
6728449,XM_002103758.4,1535
6728450,XM_002103759.4,1870
6728453,XM_016175159.3,2947
6728454,XM_002103763.4,2071
6728455,XM_016176909.3,7409
6728456,XM_002103765.4,963
6728457,XM_016175157.3,4683
6728458,XM_016176911.3,1981
6728459,XM_002103768.4,2563
6728460,XM_002103769.4,1794
6728461,XM_016176913.3,3096
6728462,XM_016176914.2,1549
6728464,XM_016176920.3,2231
6728466,XM_016176931.3,4454
6728467,XM_016176942.3,6581
6728468,XM_016175154.3,2060
6728469,XM_016176943.3,5051
6728471,XM_016176945.3,1746
6728472,XM_016176948.3,6369
6728473,XM_002103782.4,1784
6728474,XM_016176949.3,4707
6728475,XM_002103784.4,1128
6728476,XM_039294960.2,3013
6728478,XM_002103787.4,998
6728479,XM_002103788.4,671
6728481,XM_002103790.4,1155
6728482,XM_002103791.4,904
6728483,XM_002103792.4,1247
6728484,XM_016176950.3,1345
6728485,XM_002103794.4,2940
6728486,XM_016176951.3,2865
6728487,XM_002103796.4,1119
6728488,XM_044923342.1,1083
6728489,XM_016176955.3,2970
6728490,XM_002103799.4,701
6728492,XM_016175152.2,5662
6728495,XM_016176956.3,4788
6728496,XM_039295278.2,4443
6728497,XM_002103806.4,1449
6728499,XM_016176959.3,1381
6728500,XM_002103809.4,1342
6728501,XM_002103810.4,1475
6728502,XM_002103811.4,1453
6728503,XM_039295280.2,2079
6728505,XM_016176966.3,4771
6728506,XM_016175150.3,2055
6728507,XM_016175149.2,4736
6728508,XM_016176967.2,720
6728509,XM_016176969.3,1412
6728510,XM_016175148.3,1776
6728511,XM_002103820.4,680
6728512,XM_016176972.3,3039
6728514,XM_039295000.1,1857
6728517,XM_016176977.3,3199
6728518,XM_016175146.3,1671
6728519,XM_016176985.3,1937
6728520,XM_002103829.4,1785
6728521,XM_002103830.4,762
6728522,XM_016175145.3,615
6728523,XM_016175142.3,7237
6728524,XM_016176986.3,1920
6728525,XM_002103834.4,3289
6728526,XM_002103835.4,2168
6728527,XM_002103836.3,981
6728528,XM_002103837.4,801
6728536,XM_039295356.2,4374
6728537,XM_002103846.4,1878
6728538,XM_002103847.4,742
6728539,XM_039294920.2,941
6728541,XM_002103850.4,1438
6728542,XM_002103851.4,2324
6728543,XM_044923207.1,1081
6728544,XM_002103853.4,408
6728545,XM_002103854.4,2053
6728546,XM_002103855.4,802
6728547,XM_002103856.4,1096
6728548,XM_002103857.4,1546
6728549,XM_002103858.3,942
6728550,XM_002103859.3,1455
6728555,XM_016176990.3,1298
6728556,XM_016176992.3,1972
6728557,XM_002103862.4,1204
6728558,XM_002103863.4,640
6728559,XM_039294917.1,2073
6728560,XM_039294922.2,1105
6728561,XM_016176994.3,766
6728562,XM_002103867.4,554
6728563,XM_002103868.4,2269
6728564,XM_002103869.4,1695
6728565,XM_002103870.4,1946
6728566,XM_002103871.3,3308
6728568,XM_002103873.3,1693
6728569,XM_002103874.4,1769
6728570,XM_016175133.3,1916
6728571,XM_002103876.4,1700
6728572,XM_002103877.4,2602
6728574,XM_002103879.4,1712
6728575,XM_002103880.4,1028
6728577,XM_016175131.3,6896
6728578,XM_002103883.4,1400
6728579,XM_039297034.2,691
6728580,XM_016176996.3,4543
6728581,XM_002103886.4,3238
6728582,XM_016176997.3,3126
6728584,XM_016176999.3,1674
6728585,XM_016177000.3,2193
6728586,XM_016177002.3,1624
6728587,XM_002103892.4,1215
6728588,XM_002103893.3,2682
6728589,XM_002103894.4,1367
6728590,XM_002103895.4,2089
6728591,XM_016177008.3,2557
6728592,XM_044923491.1,2235
6728593,XM_002103898.3,2133
6728594,XM_002103899.4,1303
6728595,XM_016175128.3,1509
6728596,XM_016177011.3,933
6728597,XM_016175127.3,1079
6728598,XM_039294504.1,628
6728601,XM_016175123.3,7460
6728603,XM_016175121.3,1965
6728604,XM_002103909.4,1973
6728605,XM_016177016.3,8256
6728607,XM_002103912.4,757
6728608,XM_002103913.4,2495
6728609,XM_016177019.3,1575
6728610,XM_002103915.3,1493
6728611,XM_002103916.4,1393
6728612,XM_002103917.4,1512
6728613,XM_016177022.3,2227
6728614,XM_002103919.4,1125
6728615,XM_039295901.2,3792
6728616,XM_002103921.4,914
6728617,XM_016177023.3,2108
6728618,XM_002103923.4,1753
6728619,XM_002103924.4,3110
6728620,XM_002103925.2,702
6728621,XM_002103926.4,1151
6728622,XM_002103927.3,1779
6728623,XM_002103928.4,745
6728624,XM_044923350.1,1568
6728625,XM_002103930.4,464
6728626,XM_002103931.4,1454
6728627,XM_002103932.4,1891
6728628,XM_002103933.4,3193
6728630,XM_016175110.2,5090
6728631,XM_016177031.2,1357
6728632,XM_002103937.3,1306
6728636,XM_016177033.3,3319
6728640,XM_016175109.3,1750
6728641,XM_002103946.4,1856
6728642,XM_002103947.4,830
6728643,XM_016177035.2,2992
6728645,XM_002103949.4,3669
6728646,XM_016175108.3,1687
6728647,XM_039295177.2,4648
6728649,XM_002103953.4,2883
6728650,XM_016175103.3,1342
6728651,XM_016175101.3,755
6728652,XM_016175100.3,4860
6728654,XM_002103958.4,1233
6728655,XM_002103959.4,2307
6728657,XM_039295174.2,10307
6728659,XM_002103962.4,1678
6728660,XM_016177046.3,1346
6728661,XM_016175087.3,3118
6728663,XM_016175082.3,10912
6728664,XM_002103967.2,639
6728665,XM_016175076.3,869
6728667,XM_016177047.3,1612
6728668,XM_016175075.3,5826
6728669,XM_016177049.3,2516
6728670,XM_016177051.3,3105
6728671,XM_016177055.3,2044
6728672,XM_016175074.3,3610
6728673,XM_016177056.3,2960
6728674,XM_016177058.3,3590
6728675,XM_002103978.4,2682
6728676,XM_016175073.3,553
6728678,XM_002103981.4,1469
6728679,XM_016177066.3,3430
6728684,XM_016177070.3,2498
6728685,XM_002103985.4,866
6728686,XM_016175069.3,755
6728687,XM_002103987.3,638
6728688,XM_002103988.4,1763
6728690,XM_016175068.3,741
6728691,XM_002103991.4,723
6728692,XM_002103992.4,924
6728693,XM_002103993.4,1441
6728694,XM_002103994.4,2111
6728695,XM_002103995.4,1049
6728696,XM_002103996.4,1522
6728697,XM_002103997.4,769
6728698,XM_002103998.4,1185
6728699,XM_002103999.4,794
6728701,XM_016177078.3,15178
6728702,XM_016177081.3,1292
6728703,XM_016175067.3,2546
6728704,XM_002104004.3,1477
6728706,XM_016175066.3,9821
6728707,XM_002104007.4,3120
6728709,XM_002104009.4,4540
6728711,XM_016177082.3,629
6728712,XM_002104012.4,884
6728713,XM_002104013.4,950
6728714,XM_002104014.4,970
6728715,XM_016175065.3,953
6728716,XM_002104016.4,948
6728717,XM_039294671.2,5638
6728718,XM_002104018.4,1970
6728720,XM_016175064.3,3414
6728721,XM_002104021.4,572
6728723,XM_016175063.3,2581
6728724,XM_016177088.3,2232
6728725,XM_044923267.1,974
6728727,XM_016175059.3,3517
6728728,XM_002104027.4,1412
6728729,XM_016177090.3,3110
6728730,XM_039294673.2,1456
6728731,XM_016175057.3,2561
6728732,XM_016177091.3,1414
