NCBI GeneID,Protein Accession,Protein_length,Transcript Accession,Transcript_length
6733797,XP_016026756.1,550,XM_016167749.3,2313
6733798,XP_016026757.1,194,XM_016167135.3,1133
6733799,XP_039148337.1,341,XM_039292403.2,1861
6733800,XP_002080844.1,236,XM_002080808.4,1254
6733801,XP_002080845.1,411,XM_002080809.4,1374
27207579,XP_039147861.1,376,XM_039291927.2,2023
6733803,XP_016026761.1,834,XM_016167752.1,3123
6733804,XP_016026766.1,377,XM_016167132.3,3700
6733805,XP_002080849.2,482,XM_002080813.4,2276
6733807,XP_016026774.1,452,XM_016182420.3,2326
6733808,XP_002080852.2,352,XM_002080816.4,1264
6733809,XP_002080853.2,721,XM_002080817.4,3621
27208799,XP_039148220.1,689,XM_039292286.1,2315
6733810,XP_016026780.1,66,XM_016167755.1,447
27209189,XP_016026781.1,75,XM_016184670.1,407
6733811,XP_002080855.1,189,XM_002080819.4,1043
6733813,XP_002080857.1,613,XM_002080821.4,2861
6733812,XP_002080856.1,92,XM_002080820.4,419
6733814,XP_016026786.1,894,XM_016182413.3,2906
6733815,XP_002080859.1,124,XM_002080823.4,481
6733816,XP_016026787.1,387,XM_016182412.2,1277
6733817,XP_002080861.1,378,XM_002080825.4,1713
6733818,XP_002080862.2,1199,XM_002080826.4,4134
6733819,XP_002080863.2,415,XM_002080827.4,2159
27209024,XP_039148216.1,785,XM_039292282.2,4130
6733820,XP_002080864.1,444,XM_002080828.4,1681
6739371,XP_016026790.1,372,XM_016172198.3,1562
6739369,XP_002076278.1,256,XM_002076242.4,972
27208070,XP_039148223.1,291,XM_039292289.2,3161
6733823,XP_016026803.1,956,XM_016167766.3,3542
6733824,XP_016026805.1,601,XM_016167768.3,2553
6733825,XP_002080869.2,294,XM_002080833.4,940
120284436,XP_039148227.1,59,XM_039292293.2,2462
6733826,XP_016026809.1,962,XM_016167771.3,3778
6733827,XP_016026811.1,351,XM_016167773.3,1386
6733828,XP_044778419.1,780,XM_044922484.1,2507
6733829,XP_002080873.1,985,XM_002080837.4,3122
6733830,XP_016026824.1,992,XM_016182399.3,3278
6733831,XP_002080875.1,459,XM_002080839.4,3187
27208199,XP_016026835.1,109,XM_016183811.3,736
6733832,XP_039148756.1,692,XM_039292822.2,11406
123327145,XP_044778663.1,115,XM_044922728.1,1206
27208973,XP_016026839.1,112,XM_016184513.3,1025
6733834,XP_016026842.1,847,XM_016167781.3,3275
6733835,XP_002080879.1,285,XM_002080843.4,1228
6733836,XP_016026849.1,255,XM_016167788.3,1259
6733838,XP_016026851.1,540,XM_016167790.3,2419
6733837,XP_016026854.1,152,XM_016182387.3,945
6733839,XP_016026857.1,409,XM_016167792.3,2061
6733840,XP_002080884.1,466,XM_002080848.4,3228
6733843,XP_044778614.1,3979,XM_044922679.1,12915
6733845,XP_002080889.2,766,XM_002080853.4,3058
6733846,XP_016026862.1,281,XM_016167796.3,1065
6733847,XP_002080891.2,207,XM_002080855.4,1436
6733849,XP_016026863.1,1356,XM_016167797.3,4954
27206796,XP_016026864.1,101,XM_016182603.3,651
6733850,XP_039148574.1,1882,XM_039292640.2,8645
6733851,XP_016026874.2,129,XM_016167798.3,974
27208648,XP_044778653.1,40,XM_044922718.1,755
27206624,XP_044778652.1,64,XM_044922717.1,513
27206687,XP_016026880.1,93,XM_016182493.3,518
27208615,XP_016026881.1,153,XM_016184177.3,752
6733854,XP_002080898.1,361,XM_002080862.4,2557
6733855,XP_002080899.1,593,XM_002080863.4,4117
27206623,XP_039148594.1,156,XM_039292660.2,757
27206420,XP_016026883.1,199,XM_016174475.3,659
6733859,XP_016026884.1,145,XM_016182376.3,771
6733860,XP_002080904.1,147,XM_002080868.3,444
6733863,XP_039147311.1,220,XM_039291377.2,859
120284337,XP_039147314.1,160,XM_039291380.2,852
120284336,XP_039147313.1,201,XM_039291379.2,1410
27207204,XP_039147312.1,220,XM_039291378.2,865
6733866,XP_016026889.1,220,XM_016182373.3,857
27206622,XP_016026887.1,201,XM_016182374.3,1445
27206158,XP_016026886.1,160,XM_016167799.2,851
27207150,XP_039147310.1,220,XM_039291376.2,895
6733867,XP_039147390.1,965,XM_039291456.2,3073
120284352,XP_039147393.1,157,XM_039291459.2,1162
6733869,XP_016026891.1,158,XM_016182372.2,790
6733870,XP_039147822.1,354,XM_039291888.2,5231
6733871,XP_016026898.1,589,XM_016182371.3,2585
27208567,XP_016026899.1,742,XM_016184143.3,2387
6733872,XP_002080916.1,161,XM_002080880.4,818
6733873,XP_016026903.1,782,XM_016182368.3,3011
6733875,XP_002080919.1,230,XM_002080883.4,827
6733876,XP_002080920.1,199,XM_002080884.4,1025
6733888,XP_016026930.1,973,XM_016182338.3,5253
6733889,XP_039147811.1,1058,XM_039291877.2,6404
6733891,XP_039147821.1,809,XM_039291887.1,3901
6733892,XP_016026937.1,731,XM_016182336.3,2546
6733893,XP_002080937.2,793,XM_002080901.4,2563
6733894,XP_002080938.2,236,XM_002080902.4,971
6733895,XP_039147248.1,3602,XM_039291314.2,12774
6733897,XP_016026939.1,220,XM_016182335.3,3763
6733898,XP_002080942.1,527,XM_002080906.4,2022
6733899,XP_002080943.1,335,XM_002080907.3,1437
6733900,XP_016026941.1,190,XM_016167812.3,1814
27206621,XP_016026943.1,320,XM_016182334.3,1244
6733902,XP_016026945.1,1101,XM_016182333.3,5067
27207685,XP_044778554.1,468,XM_044922619.1,1474
6733904,XP_039147252.1,1409,XM_039291318.2,4820
6733905,XP_002080949.1,231,XM_002080913.4,891
6733906,XP_002080950.1,64,XM_002080914.4,367
6733907,XP_002080951.1,309,XM_002080915.4,1157
27206620,XP_016026948.1,128,XM_016182329.3,1230
6733909,XP_016026949.1,205,XM_016167815.3,1613
6733910,XP_016026952.1,927,XM_016182328.3,3202
6733911,XP_002080955.1,282,XM_002080919.3,1041
6733913,XP_016026953.2,164,XM_016182325.3,625
6733914,XP_002080958.1,226,XM_002080922.4,906
6733915,XP_016026954.1,949,XM_016167816.3,3253
6733916,XP_039147253.1,486,XM_039291319.2,3096
6733917,XP_002080961.1,491,XM_002080925.4,1720
6733918,XP_039147981.1,1522,XM_039292047.2,5465
27208337,XP_016026967.1,113,XM_016183930.3,508
6733920,XP_002080964.2,459,XM_002080928.3,1574
6733921,XP_002080965.2,704,XM_002080929.3,2380
6733922,XP_016026969.1,899,XM_016167818.3,2893
6733923,XP_016026971.1,400,XM_016167820.3,1284
6733924,XP_016026972.1,297,XM_016167821.3,1076
27206950,XP_039147982.1,1308,XM_039292048.2,4721
6739377,XP_002076281.2,225,XM_002076245.4,1042
6739379,XP_016026974.1,686,XM_016172204.3,3050
6739378,XP_002076286.1,124,XM_002076250.4,435
6739374,XP_002076283.1,210,XM_002076247.4,823
6739376,XP_002076284.1,461,XM_002076248.4,1602
6733925,XP_002080969.1,165,XM_002080933.3,662
6733926,XP_002080970.2,396,XM_002080934.4,1454
6733927,XP_016026981.1,568,XM_016182313.3,8012
27206744,XP_044778689.1,44,XM_044922754.1,385
6733930,XP_002080974.1,521,XM_002080938.3,1702
6733931,XP_016026984.1,523,XM_016182312.3,1634
6733932,XP_002080976.2,486,XM_002080940.4,2228
6733933,XP_039147400.1,422,XM_039291466.1,2382
6733934,XP_016026986.1,99,XM_016167823.3,531
6733935,XP_002080979.1,587,XM_002080943.4,2292
6733936,XP_002080980.1,70,XM_002080944.4,369
6733937,XP_039148228.1,2589,XM_039292294.1,9412
6733938,XP_002080982.1,275,XM_002080946.4,1001
6733939,XP_002080983.2,323,XM_002080947.4,1879
6733940,XP_016026992.1,543,XM_016167829.3,2272
6733941,XP_016026996.1,595,XM_016182310.3,2774
6733942,XP_002080986.1,146,XM_002080950.4,464
6733943,XP_002080987.1,136,XM_002080951.4,495
6733944,XP_002080988.1,120,XM_002080952.3,511
6733945,XP_002080989.1,94,XM_002080953.4,307
6733946,XP_002080990.1,113,XM_002080954.3,876
6733947,XP_002080991.1,117,XM_002080955.3,484
6733948,XP_002080992.1,258,XM_002080956.3,1176
6733949,XP_002080993.1,116,XM_002080957.4,611
6733950,XP_002080994.1,103,XM_002080958.4,816
27208566,XP_016026997.2,237,XM_016184142.3,1537
27207743,XP_016026998.1,104,XM_016183420.3,650
6733952,XP_002080996.1,80,XM_002080960.4,424
6733953,XP_002080997.2,108,XM_002080961.4,509
6733954,XP_002080998.1,62,XM_002080962.4,352
27208003,XP_016027000.1,385,XM_016183628.3,1197
27206986,XP_016027001.1,135,XM_016182751.2,863
6733956,XP_002081000.1,214,XM_002080964.3,837
6733957,XP_002081001.1,535,XM_002080965.4,2138
6733958,XP_002081002.3,131,XM_002080966.3,607
6733959,XP_002081003.1,117,XM_002080967.4,581
6733960,XP_002081004.1,368,XM_002080968.4,1404
6733961,XP_002081005.1,617,XM_002080969.4,2153
6733963,XP_016027004.1,157,XM_016182305.3,563
6733965,XP_002081009.1,117,XM_002080973.3,525
6733966,XP_002081010.1,138,XM_002080974.4,570
27206159,XP_016027005.1,178,XM_016167831.3,1159
6733968,XP_016027006.1,680,XM_016182303.3,2954
6733969,XP_002081013.1,153,XM_002080977.3,825
6733970,XP_016027008.1,720,XM_016182302.2,3148
6733971,XP_002081015.1,323,XM_002080979.4,1283
6739380,XP_016027009.1,466,XM_016172135.3,1718
6733973,XP_002081017.1,60,XM_002080981.4,631
6733974,XP_002081018.1,94,XM_002080982.4,771
6733975,XP_016027011.1,140,XM_016182300.3,834
6733978,XP_002081022.2,226,XM_002080986.4,1455
6733979,XP_002081023.1,545,XM_002080987.3,1808
6733980,XP_016027013.1,419,XM_016182298.3,1492
6733981,XP_002081025.1,507,XM_002080989.4,1926
6733982,XP_016027015.1,1549,XM_016182296.3,5300
120284444,XP_039148293.1,64,XM_039292359.1,350
6733983,XP_002081027.1,412,XM_002080991.4,1311
6739381,XP_016027018.1,1627,XM_016172206.3,5919
6733985,XP_002081029.2,272,XM_002080993.4,967
6733987,XP_016027020.2,267,XM_016182294.3,961
120284364,XP_039147496.1,280,XM_039291562.2,963
6733988,XP_002081032.1,262,XM_002080996.4,879
6733989,XP_002081033.1,262,XM_002080997.4,842
27209398,XP_016027021.1,256,XM_016184832.1,927
6733990,XP_002081034.2,256,XM_002080998.4,839
6733991,XP_002081035.1,253,XM_002080999.4,829
120284488,XP_039148839.1,253,XM_039292905.2,816
6739389,XP_002076289.1,253,XM_002076253.4,834
6739388,XP_002076290.1,83,XM_002076254.4,379
6739382,XP_002076291.2,252,XM_002076255.4,917
6739383,XP_016027022.1,96,XM_016172134.3,675
6739384,XP_002076293.1,187,XM_002076257.4,754
6739385,XP_002076294.1,184,XM_002076258.4,853
6739386,XP_002076295.1,414,XM_002076259.4,1294
6733992,XP_002081036.1,605,XM_002081000.4,2106
6733993,XP_002081037.1,166,XM_002081001.4,829
6733994,XP_002081038.2,539,XM_002081002.4,2319
6733995,XP_016027025.1,239,XM_016182293.3,1165
6733997,XP_039148869.1,252,XM_039292935.2,1151
6733998,XP_016027028.1,622,XM_016182290.3,2779
27208216,XP_016027029.1,279,XM_016183826.3,1380
6734002,XP_016027030.1,660,XM_016167835.3,2220
27209259,XP_016027031.1,228,XM_016184715.3,837
6739390,XP_002076296.1,161,XM_002076260.4,638
6734004,XP_044778366.1,245,XM_044922431.1,1769
27206160,XP_016027033.2,232,XM_016167836.3,827
6734006,XP_044778316.1,268,XM_044922381.1,1047
6734007,XP_016027036.1,158,XM_016167839.3,5098
6734009,XP_002081050.3,2015,XM_002081014.4,7346
6734010,XP_016027038.1,576,XM_016167841.2,2296
6734012,XP_002081053.1,555,XM_002081017.3,2500
6734016,XP_039147375.1,3125,XM_039291441.2,10915
6734019,XP_002081058.2,639,XM_002081022.4,2061
6734020,XP_016027041.1,1304,XM_016182287.3,6320
6734021,XP_044778315.1,653,XM_044922380.1,3859
6734022,XP_002081061.1,88,XM_002081025.4,479
6734025,XP_016027044.1,113,XM_016182283.3,623
6734028,XP_016027047.1,857,XM_016167844.3,3175
6734029,XP_002081065.1,488,XM_002081029.4,2241
6734031,XP_016027048.1,299,XM_016167845.2,1483
6734030,XP_002081066.1,555,XM_002081030.3,3044
6734032,XP_016027050.1,330,XM_016182282.3,1305
6734033,XP_002081069.3,402,XM_002081033.4,1422
6734034,XP_002081070.2,364,XM_002081034.2,1095
6734035,XP_002081071.2,602,XM_002081035.4,2016
6734036,XP_039147517.1,724,XM_039291583.2,3083
6734041,XP_016027052.1,753,XM_016167848.3,5482
6734037,XP_002081073.1,189,XM_002081037.3,1072
6734038,XP_002081074.2,155,XM_002081038.4,582
6734040,XP_002081076.2,561,XM_002081040.3,1701
6734042,XP_002081078.1,323,XM_002081042.4,1373
6734043,XP_002081079.1,812,XM_002081043.4,2984
6734044,XP_002081080.1,90,XM_002081044.3,516
6734045,XP_016027054.1,508,XM_016182281.3,1993
6734046,XP_002081082.2,135,XM_002081046.4,574
6734048,XP_039147497.1,855,XM_039291563.2,3921
6734049,XP_016027056.2,2344,XM_016167851.3,7703
27206985,XP_016027057.1,129,XM_016182750.3,697
6734050,XP_002081086.1,198,XM_002081050.4,1256
27207963,XP_016027058.1,134,XM_016183587.3,969
6734051,XP_002081087.1,252,XM_002081051.4,1027
6734053,XP_016027061.1,5524,XM_016182280.3,17011
6734054,XP_002081090.2,386,XM_002081054.4,1424
6734055,XP_002081091.1,489,XM_002081055.4,1815
27206161,XP_016027062.1,463,XM_016167852.3,2143
6734060,XP_016027063.1,1025,XM_016182278.3,4000
6734061,XP_002081096.1,341,XM_002081060.4,1910
6734062,XP_016027065.1,431,XM_016182277.3,2249
6734064,XP_016027067.1,1027,XM_016167855.3,4063
6734065,XP_016027068.1,268,XM_016182276.3,1214
6734066,XP_016027069.1,1213,XM_016167856.3,6836
6734068,XP_002081103.1,420,XM_002081067.4,1263
6734069,XP_002081104.1,466,XM_002081068.4,2334
6734070,XP_002081105.1,393,XM_002081069.4,1655
6734071,XP_016027072.1,163,XM_016167859.3,1390
6734072,XP_002081107.1,351,XM_002081071.4,1337
6734073,XP_002081108.1,596,XM_002081072.4,2166
6734074,XP_039147502.1,1033,XM_039291568.1,4649
6734075,XP_002081110.1,433,XM_002081074.4,2028
6734076,XP_016027074.1,357,XM_016182274.3,1897
6734077,XP_016027075.1,1218,XM_016167860.3,4633
6734078,XP_002081113.1,207,XM_002081077.4,1225
27206964,XP_016027076.1,234,XM_016182733.3,1134
6734079,XP_016027077.1,368,XM_016167861.3,1304
6734080,XP_002081115.1,1137,XM_002081079.4,3569
6734081,XP_002081116.1,297,XM_002081080.4,2188
6734082,XP_002081117.1,152,XM_002081081.4,752
6734083,XP_016027079.2,103,XM_016167863.3,600
6734084,XP_016027081.1,261,XM_016167865.3,1634
6734085,XP_016027083.1,388,XM_016182273.3,1751
6734087,XP_002081122.1,143,XM_002081086.4,842
6739394,XP_039147331.1,560,XM_039291397.2,10303
27206162,XP_016027085.1,99,XM_016167867.3,662
6734092,XP_039147992.1,161,XM_039292058.2,826
6734093,XP_016027088.1,573,XM_016167868.2,2577
27206886,XP_016027089.1,373,XM_016182663.3,1957
27206325,XP_016027092.1,391,XM_016172210.2,1650
6739397,XP_016027096.1,1002,XM_016172132.3,4025
6739396,XP_002076302.1,104,XM_002076266.4,817
6739392,XP_016027097.1,2396,XM_016172133.3,7491
6739391,XP_002076299.1,90,XM_002076263.4,666
6734097,XP_002081132.2,127,XM_002081096.4,782
6734094,XP_016027098.1,270,XM_016182271.2,1927
6739401,XP_002076307.1,151,XM_002076271.4,803
27208695,XP_016027100.1,542,XM_016184253.3,1974
27208667,XP_016027101.2,350,XM_016184232.3,1183
6739406,XP_002076308.1,68,XM_002076272.4,432
6739404,XP_002076309.2,499,XM_002076273.2,1869
27206326,XP_044778589.1,141,XM_044922654.1,426
6739409,XP_002076314.1,494,XM_002076278.4,6809
6739403,XP_002076315.1,88,XM_002076279.4,460
27206327,XP_016027104.1,524,XM_016172214.3,2058
6739414,XP_002076318.2,519,XM_002076282.3,2285
6739413,XP_016027105.1,501,XM_016172215.3,1914
6734099,XP_039148212.1,1887,XM_039292278.2,5888
6739417,XP_016027109.1,155,XM_016172128.3,685
6739420,XP_016027111.1,599,XM_016172127.3,2056
6739421,XP_002076324.1,106,XM_002076288.4,419
6739423,XP_016027113.1,391,XM_016172126.3,1649
6739424,XP_002081137.1,120,XM_002081101.3,457
27206969,XP_016027115.1,118,XM_016182738.3,752
6734105,XP_002081138.2,193,XM_002081102.4,1162
6740469,XP_002077314.2,107,XM_002077278.4,550
6734107,XP_002081140.1,360,XM_002081104.2,1524
6734108,XP_002081141.1,360,XM_002081105.4,1373
6734109,XP_016027116.1,149,XM_016167869.3,1143
6734111,XP_016027123.1,509,XM_016167876.3,3376
6734112,XP_039147858.1,629,XM_039291924.2,2221
6734114,XP_016027126.1,847,XM_016182265.1,2870
6734115,XP_016027130.1,873,XM_016167878.3,2803
6734116,XP_016027131.1,933,XM_016167879.3,3052
27206338,XP_016027132.1,839,XM_016172386.3,2687
6734117,XP_016027133.1,232,XM_016167880.3,1361
6734118,XP_016027134.1,837,XM_016182264.3,3502
6734120,XP_039147856.1,1985,XM_039291922.2,6715
6734123,XP_016027139.1,220,XM_016167885.3,986
6734126,XP_002081155.1,161,XM_002081119.4,638
6734127,XP_016027140.1,249,XM_016167886.3,1157
6734128,XP_016027142.1,529,XM_016182262.3,2118
6734130,XP_016027144.1,1982,XM_016167888.3,6321
6734131,XP_002081160.1,879,XM_002081124.4,2872
6734132,XP_016027145.1,878,XM_016167889.3,2831
6734133,XP_002081162.3,906,XM_002081126.4,2924
6734134,XP_016027146.1,861,XM_016167890.3,3292
6734135,XP_002081164.1,909,XM_002081128.4,3082
6734136,XP_016027147.1,875,XM_016167891.3,2865
6734137,XP_002081166.1,78,XM_002081130.4,437
6734138,XP_016027148.1,144,XM_016167892.2,619
6734139,XP_016027149.1,259,XM_016167893.3,918
6734140,XP_002081169.1,234,XM_002081133.4,1046
27206163,XP_016027150.1,152,XM_016167894.3,817
6734142,XP_016027151.1,324,XM_016167895.3,1476
6734143,XP_002081172.1,166,XM_002081136.4,682
6734144,XP_002081173.1,393,XM_002081137.3,1759
6734145,XP_016027156.1,1353,XM_016167900.3,4143
6734147,XP_002081176.1,134,XM_002081140.4,1213
6734148,XP_002081177.1,126,XM_002081141.4,572
6734149,XP_002081178.1,134,XM_002081142.4,676
6734150,XP_016027157.1,195,XM_016167901.3,732
6734151,XP_016027158.2,177,XM_016167902.3,609
6734152,XP_039147753.1,173,XM_039291819.2,635
6734153,XP_002081182.1,190,XM_002081146.4,995
27206164,XP_039147728.1,471,XM_039291794.2,2736
120284384,XP_039147731.1,48,XM_039291797.2,302
6734155,XP_002081184.1,535,XM_002081148.4,1764
6734156,XP_002081185.1,534,XM_002081149.4,2025
6734157,XP_002081186.1,535,XM_002081150.4,1852
6734158,XP_002081187.1,458,XM_002081151.4,1723
6734159,XP_002081188.1,347,XM_002081152.4,3573
6734160,XP_002081189.1,246,XM_002081153.4,884
6734161,XP_002081190.1,610,XM_002081154.4,2074
27208750,XP_016027161.1,95,XM_016184307.3,365
6734162,XP_002081191.1,851,XM_002081155.4,4174
6734163,XP_002081192.1,151,XM_002081156.4,743
6734164,XP_016027166.1,817,XM_016167908.3,3387
6734165,XP_016027168.1,134,XM_016182261.3,619
27206165,XP_016027169.1,359,XM_016167910.3,1524
6734168,XP_002081197.1,685,XM_002081161.4,2237
6734169,XP_016027170.1,891,XM_016167911.3,2980
6734170,XP_002081199.1,633,XM_002081163.4,2123
6734171,XP_016027171.1,493,XM_016167912.3,3131
6734172,XP_002081201.2,124,XM_002081165.3,504
6734173,XP_016027181.1,696,XM_016182259.2,3109
6734174,XP_016027183.1,536,XM_016167919.3,2700
27207112,XP_039147278.1,535,XM_039291344.2,2105
6734175,XP_039147274.1,556,XM_039291340.2,2348
6734179,XP_002081208.2,604,XM_002081172.4,1930
6734180,XP_002081209.2,431,XM_002081173.4,1578
6734177,XP_002081206.2,607,XM_002081170.4,2071
6734178,XP_002081207.1,182,XM_002081171.2,675
6734182,XP_016027191.1,1526,XM_016167921.2,6365
6734181,XP_016027194.1,186,XM_016167920.3,993
27209264,XP_016027195.1,132,XM_016184722.3,588
6734183,XP_002081212.2,182,XM_002081176.3,568
6734184,XP_002081213.1,553,XM_002081177.3,1941
6734185,XP_002081214.1,175,XM_002081178.4,704
6734186,XP_002081215.1,324,XM_002081179.4,1323
6734187,XP_002081216.2,811,XM_002081180.4,2715
6734188,XP_016027199.1,2061,XM_016182242.3,7918
6734189,XP_039148073.1,617,XM_039292139.2,3264
6734190,XP_039148085.1,396,XM_039292151.2,1800
6734191,XP_002081220.3,355,XM_002081184.3,1092
6734192,XP_016027223.1,355,XM_016167940.3,1983
6734193,XP_016027225.1,853,XM_016182238.3,3073
27206649,XP_039148087.1,221,XM_039292153.2,934
6734195,XP_002081224.1,116,XM_002081188.4,558
6734196,XP_002081225.1,391,XM_002081189.4,1266
27206619,XP_039148089.1,86,XM_039292155.2,779
6734198,XP_044778595.1,1027,XM_044922660.1,3686
6734199,XP_016027230.1,474,XM_016182234.2,2127
6734200,XP_002081229.1,299,XM_002081193.4,1151
6734201,XP_016027234.1,660,XM_016167945.3,2571
6734202,XP_016027235.1,562,XM_016167946.3,2132
6734203,XP_016027237.1,290,XM_016182230.3,1919
6734204,XP_039148067.1,819,XM_039292133.1,2960
6734205,XP_016027251.1,1869,XM_016182219.3,6471
6734207,XP_002081236.1,370,XM_002081200.4,1741
6734208,XP_002081237.1,335,XM_002081201.4,1052
6734209,XP_002081238.1,212,XM_002081202.3,973
6734210,XP_002081239.2,336,XM_002081203.4,1265
6734212,XP_016027253.1,135,XM_016167949.3,785
6734214,XP_016027255.1,662,XM_016167951.3,4087
6734215,XP_002081244.2,364,XM_002081208.4,1361
6734216,XP_016027261.1,378,XM_016182215.3,1584
6734218,XP_002081247.1,189,XM_002081211.4,637
6734219,XP_002081248.2,97,XM_002081212.3,355
6734220,XP_002081249.1,534,XM_002081213.4,1942
6734221,XP_016027264.1,217,XM_016182211.3,988
6734222,XP_002081251.1,422,XM_002081215.4,1408
6734224,XP_016027266.1,798,XM_016167954.2,3807
27206166,XP_016027267.1,72,XM_016167955.3,1061
6734226,XP_016027269.1,518,XM_016182210.2,1631
6734227,XP_002081256.1,375,XM_002081220.4,1329
6734228,XP_016027270.1,298,XM_016182209.3,991
6734229,XP_016027271.1,272,XM_016182208.3,977
6734230,XP_002081259.1,263,XM_002081223.4,1138
6734231,XP_016027272.1,174,XM_016182201.3,924
6734232,XP_016027279.1,169,XM_016167957.3,1120
6734233,XP_002081262.1,604,XM_002081226.4,1913
6734234,XP_002081263.1,244,XM_002081227.4,961
6734235,XP_016027282.1,324,XM_016182195.3,1556
6734236,XP_016027287.1,531,XM_016167958.3,2005
6734237,XP_016027288.1,453,XM_016167959.2,2439
6734239,XP_039148814.1,1531,XM_039292880.1,5276
6734240,XP_016027292.1,133,XM_016167963.3,709
6734241,XP_002081270.1,377,XM_002081234.4,1362
6734242,XP_002081271.1,700,XM_002081235.4,2876
6734243,XP_016027293.1,334,XM_016182192.3,2099
27207878,XP_016027295.1,516,XM_016183517.3,1927
6734244,XP_002081273.1,176,XM_002081237.4,686
6734246,XP_016027297.1,1302,XM_016182191.3,4229
123327089,XP_044778420.1,132,XM_044922485.1,414
27206618,XP_016027298.1,480,XM_016182190.3,1809
6734248,XP_016027299.1,297,XM_016182189.3,1091
6734249,XP_002081278.1,286,XM_002081242.4,1086
6734250,XP_016027300.1,1604,XM_016182188.3,6037
6734251,XP_044778482.1,186,XM_044922547.1,724
6734252,XP_016027301.1,1348,XM_016167964.3,6547
6734254,XP_002081283.1,112,XM_002081247.4,512
6734255,XP_002081284.1,112,XM_002081248.4,504
6734257,XP_039147519.1,648,XM_039291585.2,6297
27207034,XP_016027303.1,216,XM_016182793.3,1006
6734258,XP_039147578.1,698,XM_039291644.2,4608
6734259,XP_002081288.1,201,XM_002081252.4,1000
6734260,XP_016027306.1,867,XM_016182187.3,2740
6734261,XP_002081290.2,1353,XM_002081254.4,4459
6734262,XP_039148430.1,1478,XM_039292496.2,6274
6734263,XP_039148431.1,1354,XM_039292497.2,4327
27208869,XP_016027310.1,123,XM_016184421.2,751
6734264,XP_016027311.1,724,XM_016167968.3,2987
27206688,XP_016027313.1,115,XM_016182495.3,477
6740609,XP_039148444.1,212,XM_039292510.2,1713
6734265,XP_016027317.1,468,XM_016167969.3,1829
6734266,XP_002081295.1,685,XM_002081259.4,2340
6734267,XP_039148445.1,194,XM_039292511.2,1265
6734269,XP_016027321.1,1823,XM_016182174.3,7595
6734271,XP_016027336.1,1056,XM_016167975.3,3581
6734273,XP_039148435.1,721,XM_039292501.2,2406
27207670,XP_002081302.1,266,XM_002081266.4,1005
6734274,XP_002081303.4,824,XM_002081267.4,2498
6734275,XP_039148449.1,156,XM_039292515.2,576
6734276,XP_016027340.1,139,XM_016182169.2,506
6734277,XP_039148448.1,174,XM_039292514.2,752
6740725,XP_016027343.1,266,XM_016182295.3,1321
6734278,XP_016027344.1,204,XM_016167976.3,1051
6734279,XP_039148437.1,582,XM_039292503.2,2318
6734280,XP_002081309.1,163,XM_002081273.4,647
6734281,XP_002081310.1,71,XM_002081274.4,445
6734282,XP_016027348.1,255,XM_016182163.3,1242
6734283,XP_016027349.1,447,XM_016167977.3,2437
6734284,XP_002081313.1,440,XM_002081277.4,1765
6734285,XP_002081314.1,312,XM_002081278.4,1197
6734286,XP_002081315.1,636,XM_002081279.4,2373
6734287,XP_002081316.1,283,XM_002081280.4,1269
6734288,XP_039147482.1,652,XM_039291548.2,2106
6734289,XP_016027354.1,251,XM_016167982.3,1320
6734291,XP_002081320.1,184,XM_002081284.4,921
6734292,XP_016027355.1,673,XM_016182162.3,2249
6734293,XP_002081322.1,732,XM_002081286.4,2349
6734294,XP_002081323.1,223,XM_002081287.4,819
6734295,XP_002081324.1,174,XM_002081288.4,821
6734296,XP_016027356.1,451,XM_016167983.3,2686
6734299,XP_016027358.1,599,XM_016182161.3,3313
6734300,XP_016027360.1,325,XM_016182160.2,1077
6734301,XP_039147826.1,391,XM_039291892.1,1797
6734306,XP_002081334.1,114,XM_002081298.4,627
6734308,XP_002081336.1,409,XM_002081300.4,1504
6734309,XP_016027362.1,1097,XM_016182158.3,3716
6734310,XP_016027363.1,241,XM_016167986.3,858
27206772,XP_016027364.1,1497,XM_016182585.2,4591
6734312,XP_039148743.1,268,XM_039292809.2,998
6734311,XP_016027366.2,534,XM_016182157.3,1750
6734313,XP_016027374.1,1350,XM_016182151.3,5621
27208422,XP_016027380.1,201,XM_016183995.3,999
6739425,XP_002076328.1,83,XM_002076292.4,627
6739427,XP_002076329.1,260,XM_002076293.4,865
6734319,XP_016027381.1,1379,XM_016182134.3,5031
27206789,XP_016027391.1,186,XM_016182597.3,1387
6734321,XP_002081344.1,611,XM_002081308.4,2278
6734322,XP_016027392.1,1678,XM_016182133.3,5812
6734324,XP_016027394.1,170,XM_016167989.3,672
6734325,XP_002081348.1,423,XM_002081312.4,1487
6734326,XP_002081349.1,225,XM_002081313.4,942
6734327,XP_016027395.1,417,XM_016182129.3,2592
6734328,XP_016027399.1,211,XM_016182127.2,2740
27208757,XP_016027401.1,929,XM_016184313.3,4458
6734330,XP_016027403.1,950,XM_016167991.3,5937
6734329,XP_016027405.1,489,XM_016167990.3,1762
6734332,XP_016027407.1,649,XM_016182125.3,2634
6734331,XP_016027409.1,612,XM_016167993.3,2147
6734333,XP_039148742.1,374,XM_039292808.1,1471
27206167,XP_016027411.1,140,XM_016167995.3,1082
6734336,XP_039147289.1,548,XM_039291355.2,2400
6734339,XP_039147291.1,507,XM_039291357.2,2312
6734340,XP_002081362.1,213,XM_002081326.4,1065
