NCBI GeneID	Symbol	Description	Taxonomic Name	Common Name	Gene Type	Transcripts	Gene Group Identifier	Gene Group Method	Chromosomes	Nomenclature ID	Ensembl GeneIDs	Annotation Genomic Range Accession 	Annotation Genomic Range Start	Annotation Genomic Range Stop	OMIM IDs	Orientation	Proteins	Synonyms	Taxonomic ID	SwissProt Accessions
41607	snk	snake	Drosophila melanogaster	fruit fly	PROTEIN_CODING	3	41607	NCBI Ortholog	3R	FBgn0003450		NT_033777.3	13040165	13042770		minus	3	c-SP26,CG7996,cSP26,Dmel\CG7996,l(3)87Dg,me(3)4,Snk,SNK,SP26	7227	
42918	nAChRalpha1	nicotinic Acetylcholine Receptor alpha1	Drosophila melanogaster	fruit fly	PROTEIN_CODING	3	42918	NCBI Ortholog	3R	FBgn0000036		NT_033777.3	24393896	24457157		minus	3	AChR,AChRalpha1,Acr96A,Acr96Aa,AcrB,alpha-like,alpha1,als,ALs,ALS,CG5610,CG5610-PA,Dalpha1,Dalpha1 nAChR,dALS,Dmel\CG5610,EMS1,nAChR,nAChR-alpha96Aa,nAChRa1,nAChRalpha-96Aa,nAcr96Aa,NAcRa96Aa,nAcRalpha-96Aa,nAcRs	7227	
43587	Mlc2	Myosin light chain 2	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	43587	NCBI Ortholog	3R	FBgn0002773		NT_033777.3	30171438	30174551		minus	1	CG2184,Dmel\CG2184,Dmlc,dMLC-2,Dmlc2,DmMLC2,dro MLC-2,Ifm(3)99Eb,l(3)99Eb,LC2,MLC,MLC 2,mlc-2,MLC-2,mlc2,MLC2,MRLC,MYL2,myosin,Myosin,p-MLC,RLC,RLC1,RLC2	7227	
44819	g	garnet	Drosophila melanogaster	fruit fly	PROTEIN_CODING	3	44819	NCBI Ortholog	X	FBgn0001087		NC_004354.4	13727204	13736278		minus	3	AP-3delta,AP3delta,apl5,CG10986,cg11197,CG11197,delta,Dmel\CG10986,l(1)Mc19	7227	
44839	mud	mushroom body defect	Drosophila melanogaster	fruit fly	PROTEIN_CODING	7	44839	NCBI Ortholog	X	FBgn0002873		NC_004354.4	14247732	14258595		plus	7	CG12047,Dmel\CG12047,KS63,Mud,NuMa,NuMA	7227	
45840	cpo	couch potato	Drosophila melanogaster	fruit fly	PROTEIN_CODING	12	45840	NCBI Ortholog	3R	FBgn0263995		NT_033777.3	17919832	18018892		plus	12	1824,3603,5339,6015,BcDNA:AT31405,CG12349,CG18434,cg18435,CG18435,CG31243,CG42457,CG43738,Cpo,CPO,Dmel\CG43738,E(sda)N,l(3)01432,l(3)6015,l(3)j4A1,l(3)j4D4,l(3)j7E2,l(3)j9B3,l(3)rJ553,l(3)s2336,Line N,ORE-17	7227	
46000	scw	screw	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	46000	NCBI Ortholog	2L	FBgn0005590		NT_033779.5	19699379	19700968		minus	2	BcDNA:LD30945,CG31695,Dmel\CG31695,DmSCW,l(2)37Ff,l(2)IG76,mor2,Scw,SCW	7227	
47080	acj6	abnormal chemosensory jump 6	Drosophila melanogaster	fruit fly	PROTEIN_CODING	13	47080	NCBI Ortholog	X	FBgn0000028		NC_004354.4	15350239	15379064		minus	13	Acj6,ACJ6,CG9151,Dmel\CG9151,I-POU,Ipou,tI-POU	7227	
49090	RyR	Ryanodine receptor	Drosophila melanogaster	fruit fly	PROTEIN_CODING	10	49090	NCBI Ortholog	2R	FBgn0011286		NT_033778.4	8860364	8888097		plus	10	CG10844,D-RyR,Dmel\CG10844,DmRyR,DRR,dry,DRY,dRyr,dRyR,dya,l(2)k00424,l(2)k04913,Rya-44F,Rya-r4,rya-r44F,Rya-r44F,Rya-R44F,Rya-r76CD,ryr,Ryr,RYR,RyRs	7227	
31580	swa	swallow	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	31580	NCBI Ortholog	X	FBgn0003655		NC_004354.4	6363418	6365708		minus	1	anon-WO0140519.70,CG3429,Dmel\CG3429,fs(1)1497,fs(1)1502,fs(1)M11-999,fs(1)M13C82,fs(1)m44,fs(1)M44,Swa,sww	7227	
32543	Myb	Myb oncogene-like	Drosophila melanogaster	fruit fly	PROTEIN_CODING	4	32543	NCBI Ortholog	X	FBgn0002914		NC_004354.4	15854832	15857823		minus	4	c-myb,c-Myb,CG9045,D-myb,Dm myb,Dm Myb,Dm-myb,Dm-Myb,Dmel\CG9045,dmMYB,DmMyb,DmMYB,dmyb,dMyb,Dmyb,DMyb,l(1)XVI,myb,MYB,p85	7227	
33007	Dop2R	Dopamine 2-like receptor	Drosophila melanogaster	fruit fly	PROTEIN_CODING	6	33007	NCBI Ortholog	X	FBgn0053517		NC_004354.4	20004680	20062706		minus	6	anon-WO0170980.130,anon-WO0170980.131,anon-WO0170980.31,anon-WO0170980.32,CG17004,CG33517,CG9569,d2r,D2R,dD2R,DD2R,DmDOP3,Dmel\CG33517	7227	
33045	mal	maroon-like	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	33045	NCBI Ortholog	X	FBgn0002641		NC_004354.4	20429675	20433210		plus	2	5,bz,CG1692,Dmel\CG1692,ma-l,SRF	7227	
33343	chinmo	Chronologically inappropriate morphogenesis	Drosophila melanogaster	fruit fly	PROTEIN_CODING	6	33343	NCBI Ortholog	2L	FBgn0086758		NT_033779.5	1651258	1704682		plus	6	CG10871,CG17156,CG17649,CG31666,Chinmo,Dmel\CG31666,F,l(2)04111	7227	
3355131	cta	concertina	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	3355131	NCBI Ortholog	2L	FBgn0000384		NT_033779.5	22981816	22992951		plus	2	CG17678,CG40010,conc,Concertina,Cta,Dmel\CG17678,Galpha,Galpha12/13,Galpha[[12/13]],GNA12/13,mat(2)cta,mat(2)fog	7227	
33619	ed	echinoid	Drosophila melanogaster	fruit fly	PROTEIN_CODING	3	33619	NCBI Ortholog	2L	FBgn0000547		NT_033779.5	4031377	4115749		plus	3	1X5,CG12676,CG15424,CG16842,CT13476,CT35484,Dmel\CG12676,E(Elp)24D,E(Elp)[24D],Echinoid,Ed,EN2-7,l(2)k01102	7227	
33835	eIF4A	eukaryotic translation initiation factor 4A	Drosophila melanogaster	fruit fly	PROTEIN_CODING	6	33835	NCBI Ortholog	2L	FBgn0001942		NT_033779.5	5981764	5985909		plus	6	2439,9075,anon-26Aa,anon26A,CG9075,deIF4A,Dm-eIF4A,Dmel\CG9075,DmRH2,eIF 4A,eif-4a,eIF-4a,eIF-4A,Eif-4a,EIF-4a,EIF-4A,eIF-4a-I,eif4a,eif4A,eiF4A,eIF4a,Eif4a,EiF4A,EIF4A,eIF4A-I,eIF4AI,l(2)02439,l(2)162,l(2)26Ac,l(2)gdh-4,l(2)k01501,l(2L)162,L(2L)162,pecan,Su(dpp)YE9	7227	
34007	Wnt4	Wnt oncogene analog 4	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	34007	NCBI Ortholog	2L	FBgn0010453		NT_033779.5	7255419	7277171		minus	2	anon-EST:Liang-2.4,CG4698,clone 2.4,Dm DWnt4,Dmel\CG4698,Dwnt-4,DWnt-4,dWnt4,Dwnt4,DWnt4,Wnt,wnt-4,Wnt-4,wnt4,WNT4	7227	
34673	pdm2	POU domain protein 2	Drosophila melanogaster	fruit fly	PROTEIN_CODING	4	34673	NCBI Ortholog	2L	FBgn0004394		NT_033779.5	12657165	12686306		plus	4	CG12287,CG15486,CG15487,dim,Dmel\CG12287,dOct2,dPOU-28,dpou28,dPOU28,dPOU28/pdm-2,miti,Miti,Oct-2,Oct2,pdm,Pdm,pdm-2,Pdm-2,Pdm2	7227	
34927	Gli	Gliotactin	Drosophila melanogaster	fruit fly	PROTEIN_CODING	5	34927	NCBI Ortholog	2L	FBgn0001987		NT_033779.5	15756002	15762758		minus	5	BG:DS09217.3,CG3903,Dmel\CG3903,gli,GLI,l(2)35Dg,l(2)br45,n(2)k09033	7227	
34950	Ca-alpha1D	Ca[2+]-channel protein alpha[[1]] subunit D	Drosophila melanogaster	fruit fly	PROTEIN_CODING	10	34950	NCBI Ortholog	2L	FBgn0001991		NT_033779.5	16165831	16190540		plus	10	A1D,alpha1,alpha1D,BG:DS02795.1,Ca-a1D,Ca-alpha1,ca-alpha1d,ca-alpha1D,Ca-Alpha1D,Ca-alphaID,Ca-alpha[[1]]D,Ca-_1D,Ca1D,Caalpha1D,cad,CAD,caID,Ca_alpha1D,CG4894,D-type Ca[2+],DmCa1alpha1,dmca1D,Dmca1D,DmCa1D,Dmel\CG4894,DroCa1,l(2)35Fa,l35Fa	7227	
35742	Cul1	Cullin 1	Drosophila melanogaster	fruit fly	PROTEIN_CODING	4	35742	NCBI Ortholog	2R	FBgn0015509		NT_033778.4	7916856	7921579		plus	4	CG1877,cul-1,Cul-1,cul1,CUL1,Cullin-1,Cullin1,dCul-1,dCul1,dCUL1,dmCUL1,Dmel\CG1877,l(2)02074,l(2)k01207,lin 19,Lin-19,lin-19/cul-1,lin19,Lin19,lin19-like,Q9V312	7227	
36118	psq	pipsqueak	Drosophila melanogaster	fruit fly	PROTEIN_CODING	15	36118	NCBI Ortholog	2R	FBgn0263102		NT_033778.4	10557888	10617280		plus	15	BTB-V,BtbV,CG2368,Dmel\CG2368,eyeful,Lola,pip,Pipsqueak,Piq,psk,Psq,PSQ,psq-1,rum,zep	7227	
36614	ttv	tout-velu	Drosophila melanogaster	fruit fly	PROTEIN_CODING	4	36614	NCBI Ortholog	2R	FBgn0265974		NT_033778.4	14526267	14587917		plus	4	CG10117,dExt1,DEXT1,Dmel\CG10117,Ext1,EXT1,l(2)00681,l(2)05282,l(2)k00115,l(2)k03617,l(2)SH0631,l(2)SH2 0631,P1.15,Ttv	7227	
37415	Pu	Punch	Drosophila melanogaster	fruit fly	PROTEIN_CODING	3	37415	NCBI Ortholog	2R	FBgn0003162		NT_033778.4	21175315	21182608		plus	3	CG9441,DGTPCH,Dmel\CG9441,Gch1,GCH1,Gr,GTPC,GTPCH,l(2)57Cf,p[Gr],upi	7227	
37481	HmgD	High mobility group protein D	Drosophila melanogaster	fruit fly	PROTEIN_CODING	4	37481	NCBI Ortholog	2R	FBgn0004362		NT_033778.4	21701458	21716727		plus	4	anon-EST:Liang-1.9,CG17950,clone 1.9,dHMG-D,Dm-HMG-D100,Dmel\CG17950,HMG D,hmg-D,Hmg-D,HMG-D,HMG-D100,HMG1,hmgd,HMGD	7227	
38590	Con	Connectin	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	38590	NCBI Ortholog	3L	FBgn0005775		NT_037436.4	4936758	5079033		minus	2	anon-64C,CG7503,con,CON,conn,CT1840,Dmel\CG7503,Ubx-t35	7227	
39571	nan	nanchung	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	39571	NCBI Ortholog	3L	FBgn0036414		NT_037436.4	14186249	14189648		minus	2	CG5842,CT18317,Dmel\CG5842,DmNan,Iav,Nan,NAN,OCR,TRPV	7227	
39765	Taf4	TBP-associated factor 4	Drosophila melanogaster	fruit fly	PROTEIN_CODING	9	39765	NCBI Ortholog	3L	FBgn0010280		NT_037436.4	16113212	16121651		plus	9	CG5444,d110,Dmel\CG5444,dmTAF4,dTAF4,dTAFII110,dTAF[[II]]110,l(3)72Dj,p110,SR3-3,SY3-2 TAF110,TAF,taf110,Taf110,TAF110,taf4,TAF4,TAFII110,TAF[II]110,TAF[[II]],Taf[[II]]110,TAF[[II]]110,TFIID,TFIID 110	7227	
40562	srl	spargel	Drosophila melanogaster	fruit fly	PROTEIN_CODING	3	40562	NCBI Ortholog	3R	FBgn0037248		NT_033777.3	4422483	4429335		minus	3	CG 9809,cg9809,CG9809,dh-PPRC1,Dmel\CG9809,DmPGC-1,DmPGC-1/spargel,DmPGC-1alpha,dPCG1alpha,dPGC,dPGC-1,dPGC-1alpha,dPGC1,PCG1-alpha,PGC-1,PGC-1-alpha,PGC-1alpha,PGC1,PGC1-alpha,Spargel,Srl	7227	
40605	opa	odd paired	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	40605	NCBI Ortholog	3R	FBgn0003002		NT_033777.3	4852813	4869979		plus	2	CG1133,Dmel\CG1133,Opa	7227	
40665	Nmdar1	NMDA receptor 1	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	40665	NCBI Ortholog	3R	FBgn0010399		NT_033777.3	5508842	5523328		minus	1	CG2902,DmelNmdar1,Dmel\CG2902,DMNMDAR1,DNmdar,dnmdar-I,DNMDAR-I,dNR1,DrNR1,dsNR1,NMDA,NMDA R1,NMDA-R1,Nmdar,NMDAR,nmdar1,NmdaR1,NMdar1,NMDAR1,nmr,nr1,NR1,NRI	7227	
41670	B52	B52	Drosophila melanogaster	fruit fly	PROTEIN_CODING	10	41670	NCBI Ortholog	3R	FBgn0004587		NT_033777.3	13661311	13666891		plus	10	B52/dSRp55,B52/SRp55,CG10851,Dmel\CG10851,dSRp55,E(Dfd),E726,l(3)s2249,MabB52,Rbp8,rrm8,RRM8,RSp55,SR55,SRp55,SRSF6	7227	
41785	eff	effete	Drosophila melanogaster	fruit fly	PROTEIN_CODING	3	41785	NCBI Ortholog	3R	FBgn0011217		NT_033777.3	14732414	14741319		minus	3	3527,6535,anon-WO0118547.343,CG7425,Dmel\CG7425,E(Pc)88D,E2,Eff,EFF,fs(3)01295,l(3)01462,l(3)j2C8,l(3)s1782,mei68,ms(3)01295,ms(3)1,ms(3)3,ms(3)88D,ms(3)neo2,ms(3)ry1,ms(3)ry3,SS3-3,Ubc-D1,UBC4,Ubc5,UbcD,UBCD-1,ubcD1,UbcD1,UBCD1,UbcH5	7227	
41958	Sb	Stubble	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	41958	NCBI Ortholog	3R	FBgn0003319		NT_033777.3	16116161	16145284		plus	2	c-SP56,CG4316,cSP56,Dmel\CG4316,Sb-sbd,sbd,SP56,st-sb	7227	
42066	cher	cheerio	Drosophila melanogaster	fruit fly	PROTEIN_CODING	10	42066	NCBI Ortholog	3R	FBgn0014141		NT_033777.3	17091533	17125389		minus	10	CG3937,Cheerio,Cher,Dmel\CG3937,Fil,filamin,FLN,FLN90,joy,sko	7227	
42547	slou	slouch	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	42547	NCBI Ortholog	3R	FBgn0002941		NT_033777.3	21548661	21557182		minus	2	CG6534,Dmel\CG6534,NK-1,Nk1,NK1,NK1/S59,prd9,S-59,s59,S59,S59/NK-1,Slou,slou/NK1	7227	
43156	E(spl)m3-HLH	Enhancer of split m3, helix-loop-helix	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	43156	NCBI Ortholog	3R	FBgn0002609		NT_033777.3	26021823	26023127		plus	1	bHLHc14,CG8346,Dmel\CG8346,E(Spl)-HLH-m3,E(spl)-m3,E(spl)C,E(spl)C m3,E(spl)m3,E(spl)M3,HLH-m3,HLHm3,HLHM3,m3	7227	
43158	E(spl)m5-HLH	Enhancer of split m5, helix-loop-helix	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	43158	NCBI Ortholog	3R	FBgn0002631		NT_033777.3	26028854	26029735		minus	1	bHLHb36,CG6096,Dmel\CG6096,E(spl) m5,E(spl) transcription unit m5,E(spl)-m5,E(spl)-M5,E(spl)m5,E(spl)M5,HLH-m5,HLHm5,m5,M5	7227	
43392	htt	huntingtin	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	43392	NCBI Ortholog	3R	FBgn0027655		NT_033777.3	28696242	28734816		plus	2	CG9995,dhtt,dHtt,Dmel\CG9995,DmHtt,HD,Htt,HTT	7227	
43749	faf	fat facets	Drosophila melanogaster	fruit fly	PROTEIN_CODING	7	43749	NCBI Ortholog	3R	FBgn0005632		NT_033777.3	31777020	31790681		plus	7	BcDNA.LD22582,BcDNA:LD22582,CG1945,Dmel\CG1945,Faf,FAF,Fat,P55824,USPX	7227	
43827	apolpp	apolipophorin	Drosophila melanogaster	fruit fly	PROTEIN_CODING	4	43827	NCBI Ortholog	4	FBgn0087002		NC_004353.4	1060969	1077273		plus	4	ApoL1,ApoL2,apoLI,ApoLI,apoLII,ApoLII,apoLpp,apoLPP,Apolpp,ApoLpp,CG11064,chr4:1088013..1088173,Dmel\CG11064,DRBP,lipophorin,Lipophorin,Lpp,LPP,rfabg,Rfabg,RFABG,Rfabp,RfaBp,RfaBP,RFABP,RFBP,T3	7227	
43873	ras	raspberry	Drosophila melanogaster	fruit fly	PROTEIN_CODING	5	43873	NCBI Ortholog	X	FBgn0003204		NC_004354.4	10744502	10749097		plus	5	CG11485,CG1799,Dmel\CG1799,EP(X)1093,IMPdH,IMPDH,l(1)9Eb,l(1)G0002,l(1)G0056,l(1)G0098,l(1)G0127,l(1)G0238,l(1)G0351,l(1)G0380,l(1)G0388,l(1)G0391,l(1)G0436,l(1)G0482,LD02673,LD06825,Ras,RAS,ras-l,Ras1,raspberry/impd	7227	
46415	Fer1HCH	Ferritin 1 heavy chain homologue	Drosophila melanogaster	fruit fly	PROTEIN_CODING	9	46415	NCBI Ortholog	3R	FBgn0015222		NT_033777.3	30385573	30388178		minus	9	1HCH,BEST:LD36673,CG2216,Dmel\CG2216,Fe1HCH,Fer-L,fer1,Fer1,FER1,Fer1H,Fer1HC,fer1hch,fer1HCH,FER1HCH,FerHCH,HCH,l(3)00451,l(3)j10B4,T21,T9	7227	
47173	Men	Malic enzyme	Drosophila melanogaster	fruit fly	PROTEIN_CODING	3	47173	NCBI Ortholog	3R	FBgn0002719		NT_033777.3	12713103	12722442		minus	3	anon-WO0118547.278,CG10120,Dmel\CG10120,MDH,Mdh-NADP,Me,ME,ME1,mem,men,MEN	7227	
48535	Hrb87F	Heterogeneous nuclear ribonucleoprotein at 87F	Drosophila melanogaster	fruit fly	PROTEIN_CODING	4	48535	NCBI Ortholog	3R	FBgn0004237		NT_033777.3	13656846	13660531		minus	4	CG12749,Dmel\CG12749,hnRNP A2/B1,hnRNP36,hnRNPA1,hnRNPA1/A2,hnRNPA2,hnRNPA2/B1,Hrb2,Hrb85CD,hrb87f,Hrb87f,HRB87F,HRB87F/hrp36,Hrb87Fa,hrp36,Hrp36,HRP36,P11,P11/Hrb87F,p38,Q14,Q16	7227	
31760	Trxr-1	Thioredoxin reductase-1	Drosophila melanogaster	fruit fly	PROTEIN_CODING	4	31760	NCBI Ortholog	X	FBgn0020653		NC_004354.4	8242528	8248033		plus	4	2151,anon-WO03040301.185,anon-WO03040301.187,CG2151,Dm-TrxR,Dmel\CG2151,DmTR,DmTrx,DmTrxR,dmtrxr-1,DmTrxR-1,DTR,dTrxR,gr,Gr,GR,l(1)G0154,l(1)G0379,l(1)G0477,l(1)G0481,TH,TRR,Trx,Trxr,TrxR,trxr-1,TrxR-1,trxr1,Trxr1,TrxR1,TRXR1	7227	
318847	His3:CG31613	histone H3	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1			2L	FBgn0051613		NT_033779.5	21425193	21425721		plus	1	CG31613,Dmel\CG31613,His3	7227	
32221	CkIalpha	Casein kinase Ialpha	Drosophila melanogaster	fruit fly	PROTEIN_CODING	6	32221	NCBI Ortholog	X	FBgn0015024		NC_004354.4	12653626	12657834		plus	6	anon-WO03040301.93,anon-WO03040301.95,CG2028,CK I,CK1,ck1a,Ck1a,CK1a,ck1alpha,Ck1alpha,CK1alpha,ckI,CKI,CkI alpha,CKI alpha,CkIa,CKIa,ckIalpha,CKIalpha,dmCK1,dmckI,Dmel\CG2028,l(1)G0492,PKA-C	7227	
32724	B-H1	BarH1	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	32724	NCBI Ortholog	X	FBgn0011758		NC_004354.4	17397478	17403278		plus	2	Bar,Bar H1,bar-h1,Bar-H1,BarH,barh1,barH1,Barh1,BarHI,BH1,CG5529,Dmel\CG5529	7227	
32928	nAChRalpha7	nicotinic Acetylcholine Receptor alpha7	Drosophila melanogaster	fruit fly	PROTEIN_CODING	4	32928	NCBI Ortholog	X	FBgn0086778		NC_004354.4	19327075	19348447		minus	4	AcR-Dalpha7,CG32538,CG8082,CG8109,CT24218,Da7,Dalpha7,Dalpha7 nAChR,Dalpha7-nAChR,Dalpha7nAChRs,Dmel\CG32538,gfa,gfA,jpl,nAChR,nAChR-Dalpha7,nAChR-gfa,nAchRa7,nAcRalpha-18C,nAcRalpha-7,nAcRalpha18C,nj507,nj520,nj522,nj54,nj75	7227	
33498	Rbp9	RNA-binding protein 9	Drosophila melanogaster	fruit fly	PROTEIN_CODING	9	33498	NCBI Ortholog	2L	FBgn0010263		NT_033779.5	2954762	2968434		plus	9	CG15402,CG3151,Dmel\CG3151,fes,fs(2)B,rbp,Rbp10,rbp9,RBP9,RBP9-2,rbp9a,Rpb9,rrm10,RRM10,rrm9,RRM9	7227	
33524	FASN1	Fatty acid synthase 1	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	33524	NCBI Ortholog	2L	FBgn0283427		NT_033779.5	3056598	3068177		plus	2	anon-EST:Posey235,anon-EST:Posey43,anon-WO0138581.1,BcDNA:gh07626,BcDNA:GH07626,CG3523,dFAS,dFASN,dFASN1,Dmel\CG3523,DM_7295848,fas,Fas,FAS,FAS1,fasn,Fasn,FASN,Fasn1,FASN[CG3523],FAS[CG3523],Fatty acid synthase	7227	
33953	nrv2	nervana 2	Drosophila melanogaster	fruit fly	PROTEIN_CODING	6	33953	NCBI Ortholog	2L	FBgn0015777		NT_033779.5	6789770	6798862		minus	6	42kDa,CG9261,Dmel\CG9261,ecta,K-ATPase,l(2)k04223,l(2)k13315,l(2)SH0329,l(2)SH2 0329,Na,NaK ATPase,Na[+]/K[+] ATPase,Na[+]/K[+]-ATPase,Na[+]/K[+]ATPase,NEST:bs13c10,Nrv,Nrv2,nrv2.2,Nrv2.2	7227	
34068	LanB1	LanB1	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	34068	NCBI Ortholog	2L	FBgn0261800		NT_033779.5	7811438	7820771		plus	2	BcDNA:LD21794,beta1,CG7123,CT22015,Dmel\CG7123,EP-600,Lam-B1,lamB1,LamB1,Lambeta,laminin,Lan B1,LanB,lanB1,LM-B1/beta,LMbeta1,mspl	7227	
34179	d	dachs	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	34179	NCBI Ortholog	2L	FBgn0262029		NT_033779.5	8466817	8488671		plus	2	29C3-D1,29CD,AAF52683,anon-EST:Liang-1.78,CG10595,CG13087,CG31610,CG42840,clone 1.78,D,Dachs,Dh,Dmel\CG42840,DmMyo20,Ds,l(2)c00146,Myo29D,Myo3A	7227	
34609	zuc	zucchini	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	34609	NCBI Ortholog	2L	FBgn0261266		NT_033779.5	11988735	11989882		minus	1	CG12314,Dmel\CG12314,MitoPLD,Zuc,ZUC	7227	
34896	Cul3	Cullin 3	Drosophila melanogaster	fruit fly	PROTEIN_CODING	4	34896	NCBI Ortholog	2L	FBgn0261268		NT_033779.5	15265245	15272024		minus	4	BG:DS07851.2,br34,CG11861,CG31829,CG42616,cul-3,Cul-3,CUL-3,cul3,CUL3,Cullin3,dCul-3,dCul3,DMcul-3,Dmel\CG42616,gft,gft/dCul-3,guftagu,l(2)06430,l(2)35Cd,l(2)br34,l35Cd,mds	7227	
35227	tj	traffic jam	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	35227	NCBI Ortholog	2L	FBgn0000964		NT_033779.5	19464267	19467758		plus	2	CG10034,DM13,Dmaf,Dmel\CG10034,fs(2)eo-B,fs(2)eo2,fs(2)eoPL3,maf-L,maf1,PL3,Tj,TJ	7227	
36080	Syb	Synaptobrevin	Drosophila melanogaster	fruit fly	PROTEIN_CODING	5	36080	NCBI Ortholog	2R	FBgn0003660		NT_033778.4	10249435	10252417		minus	5	21.15,c-Syb,CG12210,Dmel\CG12210,dVAMP,END1-2,J,l(2)46CFq,l(2)46El,n-syb,syb,SYB,synaptobrevin,Vamp,VAMP,VAMP2	7227	
36271	eEF1alpha1	eukaryotic translation elongation factor 1 alpha 1	Drosophila melanogaster	fruit fly	PROTEIN_CODING	4	36271	NCBI Ortholog	2R	FBgn0284245		NT_033778.4	11891135	11895762		plus	4	0248,1275,anon-EST:Liang-1.17,anon-EST:Liang-2.46,CG8280,chr2R:7409490..7409690,chr2R:7410009..7410129,clone 1.17,clone 2.46,Dm0084,DmEF1,Dmel\CG8280,eEF1a1,eEF1alpha,EF,EF-1,EF-1a,ef-1alpha,EF-1alpha,EF-1alpha F1,EF-1alphaF,EF-1alphaF1,EF-1alphaF[[1]],EF-1[a],Ef1,EF1,EF1-alpha,EF11_DROME,EF1A1,Ef1a10,Ef1a48D,EF1alpha,Ef1alpha 48D,EF1alpha 48D,Ef1alpha1,EF1alpha1,Ef1alpha48D,EF1alpha48D,Ef1alpha48E,Efalpha48D,F1,F1 EF-1alpha,l(2)00248,l(2)01275,l(2)1275,l(2)248,l(2)k07303	7227	
36612	Asx	Additional sex combs	Drosophila melanogaster	fruit fly	PROTEIN_CODING	4	36612	NCBI Ortholog	2R	FBgn0261823		NT_033778.4	14503958	14512493		plus	4	ASX,CG8787,Dmel\CG8787,FBgn0261823,xen	7227	
37233	Fak	Focal adhesion kinase	Drosophila melanogaster	fruit fly	PROTEIN_CODING	6	37233	NCBI Ortholog	2R	FBgn0020440		NT_033778.4	19430659	19437259		minus	6	CG10023,CT28129,dFak,Dfak,DFak,DFAK,Dfak56,DFak56,Dmel\CG10023,DmFAK,fak,FAK,fak56,Fak56,fak56D,Fak56D,FAK65D,pFAK,ptk2	7227	
37402	mago	mago nashi	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	37402	NCBI Ortholog	2R	FBgn0002736		NT_033778.4	21128577	21129737		plus	1	CG9401,Dm MGN,Dmel\CG9401,DmMago,l(2)57Ca,Mago,MAGO,Magoh,MAGOH,mgn,MGN	7227	
37617	blw	bellwether	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	37617	NCBI Ortholog	2R	FBgn0011211		NT_033778.4	22799099	22802180		plus	1	A2(2nd)27,ATP syn-alpha,Atp5a,ATP5a,ATP5A,ATP5alpha,ATP5F1A,ATPA,ATPA_DROME,ATPsyn-a,ATPsyn-alpha,ATPsynalpha,Blw,C-V-alpha,C-Va,CG3612,CValpha,CxV,dATP5A,Dmel\CG3612,l(2)01410,l(2)03972,l(2)59ABa,l(2)k00212,ms(2)01504,ms(2)Pry58F	7227	
37805	Galphas	G protein alpha s subunit	Drosophila melanogaster	fruit fly	PROTEIN_CODING	5	37805	NCBI Ortholog	2R	FBgn0001123		NT_033778.4	23942538	23946936		plus	5	CG2835,dgs,DGs,dgsalpha,DGsalpha,dG[[alphas]],Dmel\CG2835,G-5alpha,G-alpha-60A,G-salpha 60A,G-salpha60A,Gaalpha,Galpha60A,galphas,GalphaS,Galphas60A,Galpha[[s]],Galpha[[s]]60A,GNAS/L,Gs,Gs-alpha,Gs-alpha60A,Gsalpha,GSalpha,Gsalpha60,Gsalpha60A,G[[alphas]],G[[s]],G[[s]]-alpha-60A,G[[s]]alpha,G[[S]]alpha	7227	
37962	egg	eggless	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	37962	NCBI Ortholog	2R	FBgn0086908		NT_033778.4	24775534	24779901		minus	1	AAF47268 Dm,AAM70794,BcDNA:AT13877,CG12196,CG30422,CG30426,dEset,Dm-setdb1,Dmel\CG12196,Dmsetdb1,DmSetdb1,DmSETDB1,dsetdb1,dSetdb1,dSetDB1,dSETDB1,Egg,EGG,Eggless,Setdb1,SetDB1,SETDB1	7227	
38067	klar	klarsicht	Drosophila melanogaster	fruit fly	PROTEIN_CODING	9	38067	NCBI Ortholog	3L	FBgn0001316		NT_037436.4	434083	540614		minus	9	CG17046,Dmel\CG17046,Klar,kls,marb	7227	
