,NCBI_GeneID,Type,Dmel ID
673,LOC27206311,[1],['LOC40504']
674,LOC27206314,[1],['LOC41688']
675,LOC27206316,[1],['LOC318238']
676,LOC27206318,[1],['LOC35856']
677,LOC27206320,"[1, 1]","['LOC246566', 'LOC246569']"
678,LOC27206321,[1],['LOC35710']
679,LOC27206322,[1],['LOC35646']
680,LOC27206323,[1],['LOC47186']
681,LOC27206324,[1],['LOC8674036']
682,LOC27206325,[1],['LOC36301']
683,LOC27206327,[1],['LOC36316']
684,LOC27206328,[1],['LOC37667']
685,LOC27206331,[1],['LOC37618']
686,LOC27206332,[1],['LOC32416']
687,LOC27206334,[1],['LOC32989']
688,LOC27206335,[1],['LOC2768869']
689,LOC27206336,[1],['LOC32862']
690,LOC27206337,[1],['LOC32861']
691,LOC27206338,[1],['LOC36334']
692,LOC27206339,[1],['LOC32818']
693,LOC27206340,[1],['LOC32814']
694,LOC27206341,[1],['LOC32746']
695,LOC27206342,[1],['LOC32713']
696,LOC27206343,[1],['LOC32683']
697,LOC27206344,[1],['LOC32675']
698,LOC27206345,[1],['LOC43951']
699,LOC27206346,[1],['LOC50344']
700,LOC27206347,[1],['LOC32298']
701,LOC27206348,[1],['LOC318134']
702,LOC27206349,[1],['LOC32266']
703,LOC27206350,[1],['LOC326227']
704,LOC27206351,[1],['LOC32137']
705,LOC27206354,[1],['LOC7354436']
706,LOC27206355,[1],['LOC31825']
707,LOC27206356,[1],['LOC31822']
708,LOC27206358,[1],['LOC31746']
709,LOC27206359,[1],['LOC31728']
710,LOC27206360,[1],['LOC31670']
711,LOC27206361,[1],['LOC31562']
712,LOC27206363,[1],['LOC31411']
713,LOC27206364,[1],['LOC31395']
714,LOC27206365,[1],['LOC31303']
715,LOC27206366,[1],['LOC31301']
716,LOC27206367,[1],['LOC31297']
717,LOC27206369,[1],['LOC31165']
718,LOC27206370,[1],['LOC31061']
719,LOC27206372,[1],['LOC50365']
720,LOC27206374,[1],['LOC50364']
721,LOC27206375,[1],['LOC31000']
722,LOC27206376,[1],['LOC30983']
723,LOC27206377,[1],['LOC43695']
724,LOC27206378,[1],['LOC31021']
725,LOC27206379,[1],['LOC44505']
726,LOC27206380,[1],['LOC31300']
727,LOC27206381,[1],['LOC43673']
728,LOC27206382,[1],['LOC43669']
729,LOC27206384,[1],['LOC43665']
730,LOC27206385,[1],['LOC31508']
731,LOC27206386,[1],['LOC31585']
732,LOC27206387,[1],['LOC31646']
733,LOC27206388,[1],['LOC43649']
734,LOC27206389,[1],['LOC31846']
735,LOC27206391,[1],['LOC31912']
736,LOC27206392,[1],['LOC32041']
737,LOC27206393,[1],['LOC32050']
738,LOC27206394,[1],['LOC43626']
739,LOC27206396,[1],['LOC32224']
740,LOC27206397,[1],['LOC32358']
741,LOC27206398,[1],['LOC32544']
742,LOC27206399,[1],['LOC32545']
743,LOC27206400,[1],['LOC318093']
744,LOC27206402,[1],['LOC32903']
745,LOC27206403,[1],['LOC32964']
746,LOC27206405,[1],['LOC19836188']
747,LOC27206406,[1],['LOC39581']
748,LOC27206407,[1],['LOC38190']
749,LOC27206408,[1],['LOC40467']
750,LOC27206409,[1],['LOC43492']
751,LOC27206410,[1],['LOC43486']
752,LOC27206414,[1],['LOC40578']
753,LOC27206415,[1],['LOC318880']
754,LOC27206416,[1],['LOC35020']
755,LOC27206417,[1],['LOC3772011']
756,LOC27206420,[1],['LOC2768726']
757,LOC27206422,[1],['LOC39993']
758,LOC27206423,[1],['LOC317854']
759,LOC27206424,[1],['LOC42222']
760,LOC27206425,[1],['LOC43383']
761,LOC27206426,[1],['LOC318572']
762,LOC27206427,[1],['LOC50082']
763,LOC27206428,[1],['LOC43155']
764,LOC27206430,[1],['LOC326119']
765,LOC27206431,[1],['LOC42967']
766,LOC27206432,[1],['LOC12798257']
767,LOC27206433,[1],['LOC42879']
768,LOC27206434,[1],['LOC42777']
769,LOC27206435,[1],['LOC5740640']
770,LOC27206436,[1],['LOC42664']
771,LOC27206438,[1],['LOC41195']
772,LOC27206442,[1],['LOC41745']
773,LOC27206443,[1],['LOC41926']
774,LOC27206444,[1],['LOC42041']
775,LOC27206445,[1],['LOC42063']
776,LOC27206446,[1],['LOC42152']
777,LOC27206447,[1],['LOC59150']
778,LOC27206448,[1],['LOC42199']
779,LOC27206449,[1],['LOC42291']
780,LOC27206450,[1],['LOC42385']
781,LOC27206451,[1],['LOC42469']
782,LOC27206452,[1],['LOC40885']
783,LOC27206453,[1],['LOC40632']
784,LOC27206454,[1],['LOC40616']
785,LOC27206455,[1],['LOC40598']
786,LOC27206456,[1],['LOC318776']
787,LOC27206457,[1],['LOC40844']
788,LOC27206458,[1],['LOC42512']
789,LOC27206459,[1],['LOC42475']
790,LOC27206460,[1],['LOC42432']
791,LOC27206461,[1],['LOC42373']
792,LOC27206463,[1],['LOC42102']
793,LOC27206464,[1],['LOC41995']
794,LOC27206465,[1],['LOC41815']
795,LOC27206466,[1],['LOC318680']
796,LOC27206467,[1],['LOC41712']
797,LOC27206468,[1],['LOC41661']
798,LOC27206469,[1],['LOC41633']
799,LOC27206470,[1],['LOC48581']
800,LOC27206471,"[1, 1]","['LOC41361', 'LOC41362']"
801,LOC27206473,[1],['LOC41318']
802,LOC27206474,[1],['LOC41239']
803,LOC27206475,[1],['LOC41182']
804,LOC27206476,[1],['LOC5740784']
805,LOC27206477,[1],['LOC42575']
806,LOC27206478,[1],['LOC42702']
807,LOC27206479,[1],['LOC42803']
808,LOC27206480,[1],['LOC42839']
809,LOC27206481,[1],['LOC42891']
810,LOC27206482,[1],['LOC50073']
811,LOC27206483,[1],['LOC43089']
812,LOC27206485,[1],['LOC43159']
813,LOC27206486,[1],['LOC12798272']
814,LOC27206487,[1],['LOC43212']
815,LOC27206488,[1],['LOC43221']
816,LOC27206490,[1],['LOC14462523']
817,LOC27206491,[1],['LOC43496']
818,LOC27206492,[1],['LOC43687']
819,LOC27206494,[1],['LOC35410']
820,LOC27206495,[1],['LOC117461']
821,LOC27206496,[1],['LOC35253']
822,LOC27206499,[1],['LOC35132']
823,LOC27206500,[1],['LOC318942']
824,LOC27206501,[1],['LOC10178782']
825,LOC27206503,[1],['LOC50454']
826,LOC27206505,[1],['LOC34727']
827,LOC27206506,[1],['LOC34688']
828,LOC27206507,[1],['LOC34621']
829,LOC27206508,[1],['LOC14462750']
830,LOC27206509,[1],['LOC34455']
831,LOC27206510,[1],['LOC34370']
832,LOC27206511,[1],['LOC34345']
833,LOC27206512,[1],['LOC34310']
834,LOC27206513,[1],['LOC319000']
835,LOC27206514,[1],['LOC34196']
836,LOC27206516,"[1, 1]","['LOC44128', 'LOC5740853']"
837,LOC27206517,[1],['LOC34169']
838,LOC27206518,[1],['LOC5740414']
839,LOC27206519,[1],['LOC33981']
840,LOC27206520,[1],['LOC33822']
841,LOC27206521,"[1, 1]","['LOC7354403', 'LOC326171']"
842,LOC27206522,[1],['LOC33661']
843,LOC27206523,[1],['LOC33593']
844,LOC27206524,[1],['LOC33518']
845,LOC27206526,[1],['LOC33462']
846,LOC27206527,"[1, 1]","['LOC33440', 'LOC5740299']"
847,LOC27206528,"[1, 1]","['LOC50188', 'LOC7354476']"
848,LOC27206529,[1],['LOC117349']
849,LOC27206531,[1],['LOC33269']
850,LOC27206532,[1],['LOC33232']
851,LOC27206533,[1],['LOC319026']
852,LOC27206534,[1],['LOC33199']
853,LOC27206535,[1],['LOC33169']
854,LOC27206536,[1],['LOC33172']
855,LOC27206538,[1],['LOC33319']
856,LOC27206539,[1],['LOC33391']
857,LOC27206541,[1],['LOC8674082']
858,LOC27206542,[1],['LOC33775']
859,LOC27206543,[1],['LOC33804']
860,LOC27206544,[1],['LOC34027']
861,LOC27206545,[1],['LOC318842']
862,LOC27206546,[1],['LOC34234']
863,LOC27206547,[1],['LOC2768912']
864,LOC27206548,[1],['LOC34288']
865,LOC27206549,[1],['LOC34349']
866,LOC27206550,[1],['LOC34413']
867,LOC27206551,[1],['LOC34427']
868,LOC27206552,[1],['LOC34489']
869,LOC27206553,[1],['LOC34582']
870,LOC27206554,[1],['LOC54520434']
871,LOC27206556,[1],['LOC318983']
872,LOC27206557,[1],['LOC2768926']
873,LOC27206558,[1],['LOC44381']
874,LOC27206559,[1],['LOC318959']
875,LOC27206560,"[1, 1]","['LOC5740766', 'LOC326156']"
876,LOC27206561,"[1, 1]","['LOC35035', 'LOC4379891']"
877,LOC27206562,[1],['LOC50463']
878,LOC27206565,"[1, 1]","['LOC50467', 'LOC7354382']"
879,LOC27206567,[1],['LOC35323']
880,LOC27206568,[1],['LOC35424']
881,LOC27206570,[1],['LOC32685']
882,LOC27206571,[1],['LOC19835394']
883,LOC27206572,[1],['LOC318164']
884,LOC27206573,[1],['LOC31632']
885,LOC27206574,[1],['LOC31609']
886,LOC27206575,[1],['LOC31443']
887,LOC27206576,[1],['LOC31402']
888,LOC27206577,[1],['LOC31222']
889,LOC27206578,[1],['LOC31174']
890,LOC27206579,[1],['LOC50416']
891,LOC27206580,[1],['LOC31949']
892,LOC27206581,[1],['LOC33062']
893,LOC27206582,[1],['LOC32798']
894,LOC27206583,[1],['LOC31155']
895,LOC27206584,[1],['LOC31173']
896,LOC27206586,[1],['LOC31577']
897,LOC27206587,[1],['LOC31795']
898,LOC27206588,[1],['LOC44900']
899,LOC27206589,[1],['LOC45875']
900,LOC27206590,[1],['LOC31923']
901,LOC27206591,[1],['LOC32442']
902,LOC27206593,[1],['LOC32710']
903,LOC27206595,[1],['LOC32974']
904,LOC27206596,[1],['LOC8674103']
905,LOC27206597,[1],['LOC37879']
906,LOC27206598,[1],['LOC37763']
907,LOC27206599,[1],['LOC37690']
908,LOC27206600,[1],['LOC37602']
909,LOC27206601,[1],['LOC3885592']
910,LOC27206602,"[1, 1, 1, 1]","['LOC37470', 'LOC7354409', 'LOC7354410', 'LOC7354411']"
911,LOC27206603,[1],['LOC37318']
912,LOC27206604,[1],['LOC37273']
913,LOC27206605,[1],['LOC50203']
914,LOC27206606,[1],['LOC246543']
915,LOC27206607,[1],['LOC37098']
916,LOC27206608,[1],['LOC37071']
917,LOC27206609,[1],['LOC48532']
918,LOC27206610,[1],['LOC37035']
919,LOC27206611,[1],['LOC246624']
920,LOC27206612,[1],['LOC36931']
921,LOC27206613,[1],['LOC36813']
922,LOC27206614,[1],['LOC14462592']
923,LOC27206615,[1],['LOC36676']
924,LOC27206616,[1],['LOC36625']
925,LOC27206617,[1],['LOC19835352']
926,LOC27206618,[1],['LOC36429']
927,LOC27206620,[1],['LOC36137']
928,LOC27206621,[1],['LOC36130']
929,LOC27206622,"[1, 2]",['LOC2768725']
930,LOC27206623,[1],['LOC36096']
931,LOC27206625,[1],['LOC41660']
932,LOC27206627,[1],['LOC43753']
933,LOC27206629,[1],['LOC12798142']
934,LOC27206630,[1],['LOC37864']
935,LOC27206632,[1],['LOC32352']
936,LOC27206633,[1],['LOC37776']
937,LOC27206634,[1],['LOC317928']
938,LOC27206637,[1],['LOC3354990']
939,LOC27206639,[1],['LOC3885575']
940,LOC27206641,[1],['LOC38130']
941,LOC27206642,[1],['LOC32320']
942,LOC27206643,[1],['LOC31582']
943,LOC27206647,[1],['LOC34045']
944,LOC27206648,[1],['LOC43279']
945,LOC27206649,[1],['LOC3772111']
946,LOC27206650,[1],['LOC12798461']
947,LOC27206653,[1],['LOC12798422']
948,LOC27206654,[1],['LOC32454']
949,LOC27206655,[1],['LOC40371']
950,LOC27206657,[1],['LOC32055']
951,LOC27206661,[1],['LOC10178857']
952,LOC27206662,[1],['LOC10178948']
953,LOC27206663,[1],['LOC3355130']
954,LOC27206665,[1],['LOC42854']
955,LOC27206671,[1],['LOC32205']
956,LOC27206672,[1],['LOC8674064']
957,LOC27206673,[1],['LOC43258']
958,LOC27206675,[1],['LOC32757']
959,LOC27206676,[1],['LOC10178913']
960,LOC27206677,[1],['LOC31140']
961,LOC27206678,[1],['LOC5740745']
962,LOC27206679,[1],['LOC33978']
963,LOC27206680,[1],['LOC261614']
964,LOC27206682,[1],['LOC26067559']
965,LOC27206685,[1],['LOC41266']
966,LOC27206687,[1],['LOC36093']
967,LOC27206688,[1],['LOC36446']
968,LOC27206689,[1],['LOC41185']
969,LOC27206690,[1],['LOC14462843']
970,LOC27206691,[1],['LOC14462710']
971,LOC27206694,[1],['LOC35898']
972,LOC27206695,[1],['LOC19836228']
973,LOC27206696,[1],['LOC10178877']
974,LOC27206698,[1],['LOC4379861']
975,LOC27206699,[1],['LOC35922']
976,LOC27206702,[1],['LOC326251']
977,LOC27206703,[1],['LOC39194']
978,LOC27206706,[1],['LOC31082']
979,LOC27206707,[1],['LOC43391']
980,LOC27206710,[1],['LOC12798367']
981,LOC27206711,[1],['LOC14462612']
982,LOC27206713,[1],['LOC19835861']
983,LOC27206716,[1],['LOC53448']
984,LOC27206717,[1],['LOC12798557']
985,LOC27206719,[1],['LOC41369']
986,LOC27206725,[1],['LOC10178941']
987,LOC27206726,[1],['LOC12798518']
988,LOC27206728,[1],['LOC41339']
989,LOC27206729,[1],['LOC32535']
990,LOC27206732,[1],['LOC3885628']
991,LOC27206733,[1],['LOC38169']
992,LOC27206735,[1],['LOC35572']
993,LOC27206736,[1],['LOC14462766']
994,LOC27206741,[1],['LOC31251']
995,LOC27206742,[1],['LOC3355149']
996,LOC27206743,[1],['LOC32106']
997,LOC27206744,[1],['LOC12798403']
998,LOC27206745,[1],['LOC31368']
999,LOC27206746,[1],['LOC32584']
1000,LOC27206748,[1],['LOC14462900']
1001,LOC27206749,[1],['LOC3355094']
1002,LOC27206758,"[1, 1]","['LOC12798124', 'LOC10178839']"
1003,LOC27206759,[1],['LOC3355162']
1004,LOC27206760,[1],['LOC12797940']
1005,LOC27206761,[1],['LOC41388']
1006,LOC27206762,[1],['LOC39668']
1007,LOC27206763,[1],['LOC31179']
1008,LOC27206764,"[1, 1]","['LOC19835262', 'LOC31697']"
1009,LOC27206765,[1],['LOC14462678']
1010,LOC27206766,[1],['LOC32081']
1011,LOC27206767,[1],['LOC31260']
1012,LOC27206769,[1],['LOC12797946']
1013,LOC27206770,[1],['LOC35243']
1014,LOC27206772,[1],['LOC36485']
1015,LOC27206777,[1],['LOC10178968']
1016,LOC27206778,[1],['LOC31275']
1017,LOC27206782,[1],['LOC31168']
1018,LOC27206783,[1],['LOC40016']
1019,LOC27206785,[1],['LOC35408']
1020,LOC27206786,[1],['LOC14462828']
1021,LOC27206789,[1],['LOC246428']
1022,LOC27206791,[1],['LOC42423']
1023,LOC27206792,[1],['LOC32240']
1024,LOC27206796,[1],['LOC5740154']
1025,LOC27206800,[1],['LOC12798230']
1026,LOC27206807,[1],['LOC8673973']
1027,LOC27206808,[1],['LOC3355144']
1028,LOC27206810,[1],['LOC36561']
1029,LOC27206812,[1],['LOC3346149']
1030,LOC27206814,[1],['LOC32097']
1031,LOC27206819,[1],['LOC14462910']
1032,LOC27206820,[1],['LOC19834756']
1033,LOC27206825,[1],['LOC33779']
1034,LOC27206826,[1],['LOC34720']
1035,LOC27206829,[1],['LOC32971']
1036,LOC27206830,"[1, 1, 1]","['LOC14462630', 'LOC14462631', 'LOC37863']"
1037,LOC27206832,[1],['LOC42030']
1038,LOC27206834,[1],['LOC34302']
1039,LOC27206835,[1],['LOC34893']
1040,LOC27206838,[1],['LOC31613']
1041,LOC27206842,[1],['LOC37646']
1042,LOC27206843,[1],['LOC43182']
1043,LOC27206844,[1],['LOC35357']
1044,LOC27206848,[1],['LOC41137']
1045,LOC27206850,[1],['LOC14462599']
1046,LOC27206851,[1],['LOC31070']
1047,LOC27206855,[1],['LOC39641']
1048,LOC27206856,[1],['LOC31063']
1049,LOC27206861,[1],['LOC8674085']
1050,LOC27206863,[1],['LOC3772461']
1051,LOC27206864,[1],['LOC31022']
1052,LOC27206867,[1],['LOC34182']
1053,LOC27206872,[1],['LOC318951']
1054,LOC27206875,[1],['LOC19835635']
1055,LOC27206876,[1],['LOC35780']
1056,LOC27206879,[1],['LOC41148']
1057,LOC27206885,[1],['LOC38837']
1058,LOC27206886,[1],['LOC36300']
1059,LOC27206889,[1],['LOC14462482']
1060,LOC27206892,[1],['LOC31773']
1061,LOC27206893,[1],['LOC31094']
1062,LOC27206898,"[1, 2]",['LOC76382456']
1063,LOC27206899,[1],['LOC26067049']
1064,LOC27206900,[1],['LOC19834827']
1065,LOC27206903,[1],['LOC5740536']
1066,LOC27206904,[1],['LOC37389']
1067,LOC27206906,[1],['LOC35812']
1068,LOC27206907,[1],['LOC43122']
1069,LOC27206911,[1],['LOC44790']
1070,LOC27206912,[1],['LOC32176']
1071,LOC27206920,[1],['LOC42911']
1072,LOC27206932,[1],['LOC19836194']
1073,LOC27206934,"[1, 1]","['LOC12798465', 'LOC13084062']"
1074,LOC27206935,"[1, 2]",['LOC8674044']
1075,LOC27206936,[1],['LOC44879']
1076,LOC27206937,[1],['LOC12798574']
1077,LOC27206938,[1],['LOC54520479']
1078,LOC27206939,[1],['LOC44849']
1079,LOC27206943,[1],['LOC12798091']
1080,LOC27206950,[1],['LOC36156']
1081,LOC27206952,[1],['LOC39084']
1082,LOC27206953,[1],['LOC10178901']
1083,LOC27206954,[1],['LOC26067522']
1084,LOC27206956,[1],['LOC31157']
1085,LOC27206957,[1],['LOC5740130']
1086,LOC27206961,[1],['LOC19835484']
1087,LOC27206964,[1],['LOC12798408']
1088,LOC27206967,[1],['LOC10178878']
1089,LOC27206969,[1],['LOC12798419']
1090,LOC27206972,[1],['LOC3354941']
1091,LOC27206975,[1],['LOC33038']
1092,LOC27206976,[1],['LOC36011']
1093,LOC27206977,[1],['LOC33101']
1094,LOC27206978,[1],['LOC3355089']
1095,LOC27206979,[1],['LOC12798327']
1096,LOC27206980,[1],['LOC12798340']
1097,LOC27206984,[1],['LOC40517']
1098,LOC27206985,[1],['LOC5740558']
1099,LOC27206986,[1],['LOC36188']
1100,LOC27206987,[1],['LOC5740413']
1101,LOC27206988,[1],['LOC35783']
1102,LOC27206989,[1],['LOC41739']
1103,LOC27206992,[1],['LOC10178873']
1104,LOC27206999,[1],['LOC33938']
1105,LOC27207003,[1],['LOC31100']
1106,LOC27207006,[1],['LOC14462839']
1107,LOC27207007,[1],['LOC19834734']
1108,LOC27207009,[1],['LOC40761']
1109,LOC27207010,[1],['LOC32615']
1110,LOC27207011,[1],['LOC43408']
1111,LOC27207013,[1],['LOC42726']
1112,LOC27207014,[1],['LOC32014']
1113,LOC27207015,[1],['LOC46040']
1114,LOC27207018,[1],['LOC32935']
1115,LOC27207019,[1],['LOC10178943']
1116,LOC27207021,"[1, 1]","['LOC8674056', 'LOC43357']"
1117,LOC27207025,[1],['LOC3355102']
1118,LOC27207026,[1],['LOC4379897']
1119,LOC27207028,[1],['LOC32787']
1120,LOC27207029,[1],['LOC10178875']
1121,LOC27207032,[1],['LOC31240']
1122,LOC27207033,[1],['LOC32711']
1123,LOC27207034,[1],['LOC19836253']
1124,LOC27207035,[1],['LOC5740655']
1125,LOC27207039,"[1, 1, 1]","['LOC10178960', 'LOC10178888', 'LOC10178885']"
1126,LOC27207041,"[1, 1]","['LOC8674104', 'LOC37869']"
1127,LOC27207042,[1],['LOC41250']
1128,LOC27207044,[1],['LOC40612']
1129,LOC27207049,[1],['LOC32580']
1130,LOC27207050,[1],['LOC8674023']
1131,LOC27207051,[1],['LOC41787']
1132,LOC27207054,[1],['LOC35818']
1133,LOC27207056,[1],['LOC12798450']
1134,LOC27207058,[1],['LOC12798136']
1135,LOC27207059,[1],['LOC43148']
1136,LOC27207061,[1],['LOC38997']
1137,LOC27207064,[1],['LOC50005']
1138,LOC27207071,[1],['LOC37994']
1139,LOC27207072,[1],['LOC246589']
1140,LOC27207073,[1],['LOC42079']
1141,LOC27207079,[1],['LOC31426']
1142,LOC27207080,[1],['LOC35767']
1143,LOC27207081,[1],['LOC10178930']
1144,LOC27207083,[1],['LOC40689']
1145,LOC27207084,[1],['LOC117347']
1146,LOC27207085,[1],['LOC31717']
1147,LOC27207087,[1],['LOC31853']
1148,LOC27207090,[1],['LOC33320']
1149,LOC27207092,[1],['LOC40491']
1150,LOC27207093,[1],['LOC12798350']
1151,LOC27207094,[1],['LOC43203']
1152,LOC27207097,[1],['LOC5740175']
1153,LOC27207098,[1],['LOC14462589']
1154,LOC27207099,[1],['LOC318005']
1155,LOC27207103,[1],['LOC19835398']
1156,LOC27207109,[1],['LOC19835196']
1157,LOC27207110,[1],['LOC50271']
1158,LOC27207113,[1],['LOC33851']
1159,LOC27207114,[1],['LOC32279']
1160,LOC27207119,[1],['LOC317817']
1161,LOC27207120,[1],['LOC8674065']
1162,LOC27207121,[1],['LOC19835207']
1163,LOC27207124,[1],['LOC31357']
1164,LOC27207125,[1],['LOC4379900']
1165,LOC27207128,"[1, 1]","['LOC10178891', 'LOC33866']"
1166,LOC27207129,[1],['LOC32963']
1167,LOC27207131,[1],['LOC4379879']
1168,LOC27207133,[1],['LOC26067064']
1169,LOC27207134,[1],['LOC39782']
1170,LOC27207136,[1],['LOC12798225']
1171,LOC27207137,[1],['LOC43294']
1172,LOC27207139,[1],['LOC39582']
1173,LOC27207140,[1],['LOC33015']
1174,LOC27207141,[1],['LOC10178853']
1175,LOC27207143,[1],['LOC5740715']
1176,LOC27207145,[1],['LOC39761']
1177,LOC27207147,[1],['LOC31608']
1178,LOC27207148,[1],['LOC38129']
1179,LOC27207149,[1],['LOC31433']
1180,LOC27207150,[1],['LOC36098']
1181,LOC27207151,[1],['LOC3885645']
1182,LOC27207152,[1],['LOC32766']
1183,LOC27207153,[1],['LOC33863']
1184,LOC27207154,[1],['LOC5740549']
1185,LOC27207158,[1],['LOC31128']
1186,LOC27207159,[1],['LOC8674111']
1187,LOC27207160,[1],['LOC35411']
1188,LOC27207164,"[1, 1]","['LOC7354379', 'LOC246457']"
1189,LOC27207165,[1],['LOC12797952']
1190,LOC27207169,[1],['LOC319025']
1191,LOC27207170,[1],['LOC32792']
1192,LOC27207173,[1],['LOC37399']
1193,LOC27207174,[1],['LOC31201']
1194,LOC27207176,[1],['LOC40226']
1195,LOC27207178,[1],['LOC31264']
1196,LOC27207179,[1],['LOC40411']
1197,LOC27207181,[1],['LOC5740179']
1198,LOC27207182,[1],['LOC38521']
1199,LOC27207184,[1],['LOC12798341']
1200,LOC27207186,[1],['LOC43358']
1201,LOC27207188,[1],['LOC4379865']
1202,LOC27207189,[1],['LOC19835723']
1203,LOC27207191,[1],['LOC41910']
1204,LOC27207192,[1],['LOC43445']
1205,LOC27207199,[1],['LOC12798438']
1206,LOC27207200,[1],['LOC14462611']
1207,LOC27207201,[1],['LOC37390']
1208,LOC27207207,[1],['LOC12798202']
1209,LOC27207208,[1],['LOC8674009']
1210,LOC27207209,[1],['LOC37780']
1211,LOC27207214,[1],['LOC40886']
1212,LOC27207219,[1],['LOC4379919']
1213,LOC27207223,[1],['LOC12798460']
1214,LOC27207224,[1],['LOC4379878']
1215,LOC27207226,[1],['LOC31683']
1216,LOC27207229,[1],['LOC246672']
1217,LOC27207232,[1],['LOC31271']
1218,LOC27207234,[1],['LOC5740493']
1219,LOC27207236,[1],['LOC8674116']
1220,LOC27207238,[1],['LOC10178824']
1221,LOC27207240,[1],['LOC317823']
1222,LOC27207245,[1],['LOC317987']
1223,LOC27207247,[1],['LOC14462751']
1224,LOC27207248,[1],['LOC5740370']
1225,LOC27207249,[1],['LOC10178900']
1226,LOC27207250,[1],['LOC3772583']
1227,LOC27207253,[1],['LOC37895']
1228,LOC27207254,[1],['LOC34834']
1229,LOC27207255,[1],['LOC31924']
1230,LOC27207259,[1],['LOC8673979']
1231,LOC27207261,[1],['LOC33007']
1232,LOC27207263,[1],['LOC19835837']
1233,LOC27207264,[1],['LOC35312']
1234,LOC27207266,[1],['LOC41376']
1235,LOC27207267,[1],['LOC32444']
1236,LOC27207268,[1],['LOC32891']
1237,LOC27207271,[1],['LOC12798372']
1238,LOC27207274,[1],['LOC12798324']
1239,LOC27207276,[1],['LOC38685']
1240,LOC27207277,[1],['LOC31669']
1241,LOC27207278,[1],['LOC45234']
1242,LOC27207283,[1],['LOC34636']
1243,LOC27207284,[1],['LOC45884']
1244,LOC27207290,[1],['LOC19835677']
1245,LOC27207291,[1],['LOC33734']
1246,LOC27207293,[1],['LOC12798184']
1247,LOC27207294,[1],['LOC50224']
1248,LOC27207295,[1],['LOC19835490']
1249,LOC27207296,[1],['LOC12798436']
1250,LOC27207297,[1],['LOC37857']
1251,LOC27207299,[1],['LOC41765']
1252,LOC27207304,[1],['LOC12798270']
1253,LOC27207305,[1],['LOC31401']
1254,LOC27207308,[1],['LOC19835654']
1255,LOC27207310,[1],['LOC318637']
1256,LOC27207317,[1],['LOC33689']
1257,LOC27207318,[1],['LOC12797998']
1258,LOC27207320,[1],['LOC14462454']
1259,LOC27207322,[1],['LOC32968']
1260,LOC27207325,[1],['LOC31817']
1261,LOC27207326,[1],['LOC31652']
1262,LOC27207329,[1],['LOC10178795']
1263,LOC27207331,[1],['LOC12798023']
1264,LOC27207332,[1],['LOC32322']
1265,LOC27207333,[1],['LOC32163']
1266,LOC27207335,[1],['LOC41931']
1267,LOC27207337,[1],['LOC19836202']
1268,LOC27207338,[1],['LOC33029']
1269,LOC27207342,[1],['LOC31690']
1270,LOC27207344,[1],['LOC35091']
1271,LOC27207345,[1],['LOC246630']
1272,LOC27207347,[1],['LOC32581']
1273,LOC27207348,[1],['LOC5740681']
1274,LOC27207351,[1],['LOC40054']
1275,LOC27207352,[1],['LOC12798379']
1276,LOC27207356,[1],['LOC14462687']
1277,LOC27207357,[1],['LOC36911']
1278,LOC27207363,[1],['LOC5740483']
1279,LOC27207364,[1],['LOC2768909']
1280,LOC27207366,[1],['LOC32689']
1281,LOC27207370,[1],['LOC3346220']
1282,LOC27207372,"[1, 1]","['LOC41598', 'LOC14462463']"
1283,LOC27207374,[1],['LOC19835851']
1284,LOC27207375,[1],['LOC39789']
1285,LOC27207376,[1],['LOC32844']
1286,LOC27207378,[1],['LOC31012']
1287,LOC27207379,[1],['LOC14462838']
1288,LOC27207380,[1],['LOC318988']
1289,LOC27207382,[1],['LOC41058']
1290,LOC27207385,[1],['LOC43805']
1291,LOC27207386,[1],['LOC39044']
1292,LOC27207387,[1],['LOC117336']
1293,LOC27207388,[1],['LOC31105']
1294,LOC27207390,[1],['LOC10178874']
1295,LOC27207396,[1],['LOC12798369']
1296,LOC27207397,[1],['LOC19835990']
1297,LOC27207399,[1],['LOC12798570']
1298,LOC27207400,[1],['LOC38424']
1299,LOC27207403,[1],['LOC31234']
1300,LOC27207406,[1],['LOC14462537']
1301,LOC27207407,[1],['LOC41539']
1302,LOC27207409,[1],['LOC39973']
1303,LOC27207413,[1],['LOC8673956']
1304,LOC27207416,[1],['LOC12797991']
1305,LOC27207417,[1],['LOC32104']
1306,LOC27207419,[1],['LOC14462850']
1307,LOC27207421,[1],['LOC45707']
1308,LOC27207423,[1],['LOC318245']
1309,LOC27207425,[1],['LOC26067050']
1310,LOC27207427,[1],['LOC12798476']
1311,LOC27207432,[1],['LOC32934']
1312,LOC27207433,[1],['LOC37578']
1313,LOC27207437,[1],['LOC41811']
1314,LOC27207442,[1],['LOC12798301']
1315,LOC27207446,[1],['LOC3885665']
1316,LOC27207448,[1],['LOC8674084']
1317,LOC27207449,[1],['LOC10178898']
1318,LOC27207450,[1],['LOC43811']
1319,LOC27207455,[1],['LOC31246']
1320,LOC27207456,[1],['LOC32477']
1321,LOC27207460,[1],['LOC33098']
1322,LOC27207461,[1],['LOC40985']
1323,LOC27207462,[1],['LOC32193']
1324,LOC27207463,[1],['LOC3355010']
1325,LOC27207464,[1],['LOC246442']
1326,LOC27207467,[1],['LOC35485']
1327,LOC27207473,[1],['LOC50438']
